tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
55,helloflight,UA-3925-IAD-ORF,8:41 a.m.,7:39 a.m.,9:54 a.m.,11:06 a.m.
56,helloflight,AA-1733-ORD-PHX,8:27 a.m.,7:58 p.m.,10:30 p.m.,11:06 a.m.
57,helloflight,AA-4307-ORD-DTW,6:00 a.m.,7:39 a.m.,2:45 p.m.,5:17 p.m.
58,helloflight,CO-58-DEN-IAH,11:25 a.m.,11:32 a.m.,2:50 p.m.,11:06 a.m.
59,helloflight,AA-1544-SAN-ORD,6:00 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
60,hmlloflight,AA-4307-ORD-DTW,10:39 a.m.,10:33 a.m.,11:19 a.m.,11:06 a.m.
61,flylouisville,AA-204-LAX-MCO,11:25 p.m.,11:25 p.m.,6:55 a.m.,6:55 a.m.
62,helloflight,UA-414-LAX-SFO,6:00 a.m.,7:39 a.m.,2:45 p.m.,7:17 a.m.
63,flylouisville,CO-1614-LAX-IAH,12:30 a.m.,12:41 a.m.,5:35 a.m.,5:26 a.m.
64,helloflight,UA-2726-FLL-PHL,4:00 p.m.,4:00 p.m.,6:46 p.m.,6:28 p.m.
65,helloflight,CO-52-IAH-LAX,7:35 a.m.,7:29 a.m.,9:21 a.m.,9:14 a.m.
66,helloflight,CO-1090-BOS-IAH,9:45 a.m.,7:39 a.m.,1:16 p.m.,1:19 p.m.
67,flylouisville,AA-616-DFW-DTW,9:05 a.m.,10:10 a.m.,12:35 p.m.,1:27 p.m.
68,helloflight,UA-3515-IAD-MSP,8:15 a.m.,7:39 a.m.,10:06 a.m.,9:56 a.m.
69,helloflight,AA-4307-ORD-DTW,7:00 a.m.,7:25 a.m.,9:55 a.m.,9:45 a.m.
70,flylouisville,AA-484-DFW-MIA,6:00 a.m.,4:29 p.m.,2:45 p.m.,7:39 p.m.
71,helloflight,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
72,flylouisville,AA-4307-ORD-DTW,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
73,hclloflight,CO-1561-PHX-IAH,6:00 a.m.,8:00 a.m.,11:35 a.m.,11:32 a.m.
74,helloflight,UA-2314-ATL-PHL,2:55 p.m.,2:55 p.m.,5:00 p.m.,11:06 a.m.
75,helloflight,AA-4307-ORD-DTW,11:50 a.m.,12:12 p.m.,3:50 p.m.,4:09 p.m.
76,helloflight,AA-4307-ORD-DTW,11:40 a.m.,11:56 a.m.,1:17 p.m.,11:06 a.m.
77,helloflight,AA-466-IAH-MIA,6:00 a.m.,6:08 a.m.,9:20 a.m.,11:06 a.m.
78,helloflight,AA-4307-ORD-DTW,11:05 a.m.,11:30 a.m.,4:57 p.m.,5:05 p.m.
79,flylouisville,AA-4307-ORD-DTW,6:00 a.m.,6:02 a.m.,6:00 a.m.,10:27 a.m.
80,helloflight,CO-1088-CLE-IAH,12:18 p.m.,8:40 a.m.,10:54 a.m.,10:56 a.m.
81,flylouisville,AA-4307-ORD-DTW,10:15 a.m.,10:18 a.m.,2:45 p.m.,11:56 a.m.
82,helloflight,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:45 p.m.,3:30 p.m.
83,hmlloflight,UA-854-SFO-IAH,7:53 a.m.,7:49 a.m.,1:39 p.m.,1:30 p.m.
84,flylouisville,UA-382-IAD-LAX,6:00 a.m.,12:35 p.m.,3:19 p.m.,3:21 p.m.
85,helloflight,AA-4344-ORD-DTW,11:45 a.m.,12:13 p.m.,2:00 p.m.,2:10 p.m.
86,helloflight,UA-257-JFK-SFO,2:30 p.m.,2:26 p.m.,6:15 p.m.,5:42 p.m.
87,helloflight,UA-2945-PHL-CLT,12:00 a.m.,3:11 a.m.,1:45 p.m.,1:15 p.m.
88,helloflight,CO-63-EWR-IAH,5:25 p.m.,5:22 p.m.,8:35 a.m.,8:03 p.m.
89,helloflight,CO-47-IAH-LAX,7:10 p.m.,8:25 p.m.,8:56 p.m.,9:52 p.m.
90,helloflight,AA-4307-ORD-DTW,6:00 a.m.,11:05 a.m.,2:45 p.m.,2:46 p.m.
91,helloflight,UA-248-PHX-ORD,12:57 p.m.,1:32 p.m.,4:16 p.m.,11:06 a.m.
92,helloflight,AA-4330-CVG-ORD,3:35 p.m.,3:36 p.m.,4:00 p.m.,11:06 a.m.
93,helloflight,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,11:06 a.m.
94,flylouisville,AA-4307-ORD-DTW,11:50 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
95,helloflight,AA-4307-ORD-DTW,6:45 p.m.,7:39 a.m.,9:10 p.m.,8:53 p.m.
96,flylouisville,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
97,helloflight,CO-1694-LAX-IAH,7:15 p.m.,7:15 p.m.,12:21 a.m.,12:21 a.m.
98,helloflight,UA-843-LAX-ORD,1:55 p.m.,2:10 p.m.,7:53 p.m.,7:58 p.m.
99,flylouisville,CO-1193-EWR-MCO,9:15 a.m.,7:39 a.m.,12:18 p.m.,12:09 p.m.
100,hclloflight,AA-3842-MSP-ORD,6:00 a.m.,6:56 a.m.,7:30 a.m.,7:51 a.m.
101,flylouisville,AA-643-MIA-ORD,7:10 a.m.,7:30 a.m.,9:35 a.m.,9:31 a.m.
102,flylouisville,AA-4307-ORD-DTW,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
103,helloflight,AA-4307-ORD-DTW,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
104,flylouisville,UA-2906-PHL-MCO,3:50 p.m.,7:39 a.m.,6:23 p.m.,6:38 p.m.
105,helloflight,AA-4307-ORD-DTW,4:16 p.m.,4:15 p.m.,7:35 p.m.,7:36 p.m.
106,hmlloflight,AA-4307-ORD-DTW,8:00 p.m.,7:39 a.m.,7:25 a.m.,9:53 p.m.
107,flylouisville,CO-16-LAX-EWR,10:25 a.m.,10:20 a.m.,6:44 p.m.,6:34 p.m.
108,helloflight,AA-4307-ORD-DTW,7:23 a.m.,7:05 a.m.,10:31 a.m.,10:47 a.m.
109,flylouisville,AA-400-DFW-JFK,10:40 a.m.,11:01 a.m.,4:00 p.m.,3:04 p.m.
110,helloflight,AA-4307-ORD-DTW,6:00 a.m.,7:39 a.m.,2:45 p.m.,4:23 p.m.
111,helloflight,AA-3756-ORD-SLC,12:15 p.m.,12:41 p.m.,2:45 p.m.,2:50 p.m.
112,helloflight,UA-37-EWR-MCO,6:00 a.m.,1:48 p.m.,4:17 p.m.,4:17 p.m.
113,hdlloflight,AA-1522-SFO-ORD,11:55 p.m.,7:39 a.m.,5:50 a.m.,5:50 a.m.
114,flylouisville,UA-233-LAX-JFK,4:25 p.m.,4:25 p.m.,12:29 a.m.,12:29 a.m.
115,helloflight,AA-3823-LAX-DEN,9:00 p.m.,9:00 p.m.,12:15 a.m.,11:06 a.m.
116,flylouisville,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,2:45 p.m.,11:50 p.m.
117,helloflight,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
118,helloflight,AA-431-MIA-SFO,8:35 a.m.,8:51 a.m.,11:50 a.m.,11:44 a.m.
119,helloflight,UA-3373-IAD-PHL,8:29 a.m.,8:26 a.m.,9:24 a.m.,9:13 a.m.
120,flylouisville,AA-649-ORD-SNA,1:30 p.m.,1:30 p.m.,3:50 p.m.,3:50 p.m.
121,helloflight,CO-1250-MIA-IAH,2:53 p.m.,3:01 p.m.,2:45 p.m.,11:06 a.m.
122,helloflight,UA-6273-YYC-SFO,7:35 a.m.,7:39 a.m.,9:43 a.m.,11:06 a.m.
123,helloflight,UA-828-SFO-ORD,11:08 p.m.,11:08 p.m.,2:45 p.m.,5:11 a.m.
124,helloflight,CO-4888-IAH-DAL,5:30 p.m.,5:30 p.m.,4:00 p.m.,6:40 p.m.
125,helloflight,UA-858-PVG-SFO,6:00 a.m.,1:32 p.m.,8:27 a.m.,8:02 a.m.
126,flylouisville,UA-2704-DTW-PHX,11:15 a.m.,11:15 a.m.,1:40 p.m.,2:00 p.m.
127,helloflight,AA-3063-SLC-LAX,8:20 p.m.,8:39 p.m.,9:20 p.m.,11:06 a.m.
128,helloflight,UA-2708-EWR-CLT,2:55 p.m.,7:39 a.m.,4:53 p.m.,4:44 p.m.
129,helloflight,UA-62-IAH-EWR,2:30 p.m.,2:48 p.m.,2:45 p.m.,7:10 p.m.
130,helloflight,AA-4307-ORD-DTW,8:55 a.m.,7:39 a.m.,11:45 a.m.,11:56 a.m.
131,flylouisville,AA-3804-PHL-ORD,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:43 p.m.
132,helloflight,AA-1917-JFK-MCO,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
133,helloflight,AA-4307-ORD-DTW,7:15 a.m.,7:22 a.m.,11:35 a.m.,11:06 a.m.
134,helloflight,AA-4277-CVG-JFK,12:10 p.m.,12:10 p.m.,2:45 p.m.,1:43 p.m.
135,flylouisville,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,2:45 p.m.,11:06 a.m.
136,helloflight,UA-37-EDI-EWR,9:05 a.m.,8:52 a.m.,11:53 a.m.,12:09 p.m.
137,helloflight,AA-789-ORD-DEN,1:05 p.m.,1:19 p.m.,2:45 p.m.,3:13 p.m.
138,helloflight,AA-415-BOS-ORD,6:00 a.m.,8:56 a.m.,10:40 a.m.,10:16 a.m.
139,helloflight,AA-4307-ORD-DTW,3:05 p.m.,7:39 a.m.,6:30 p.m.,6:43 p.m.
140,flylouisville,AA-3979-CVG-ORD,7:30 a.m.,8:04 a.m.,8:00 a.m.,8:06 a.m.
141,helloflight,AA-3786-IAH-ORD,4:00 p.m.,4:12 p.m.,6:40 p.m.,6:15 p.m.
142,helloflight,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,2:25 p.m.,2:27 p.m.
143,helloflight,AA-4307-ORD-DTW,2:55 p.m.,3:31 p.m.,4:49 p.m.,5:26 p.m.
144,helloflight,UA-3099-PHX-PHL,6:00 a.m.,11:55 a.m.,6:17 p.m.,5:38 p.m.
145,flylouisville,AA-4198-ORD-CLE,10:40 a.m.,10:54 a.m.,12:55 p.m.,12:50 p.m.
146,helloflight,AA-404-MIA-MCO,6:45 a.m.,6:57 a.m.,2:45 p.m.,7:40 a.m.
147,helloflight,CO-45-EWR-MIA,4:00 p.m.,3:58 p.m.,7:05 p.m.,6:36 p.m.
148,flylouisville,AA-3809-PHX-LAX,6:00 a.m.,6:10 a.m.,6:40 a.m.,6:19 a.m.
149,helloflight,AA-4307-ORD-DTW,10:45 a.m.,7:39 a.m.,10:45 a.m.,11:12 a.m.
150,hklloflight,AA-222-LAX-BOS,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
151,boston,AA-3859-IAH-ORD,6:00 a.m.,7:16 a.m.,9:40 a.m.,9:32 a.m.
152,boston,CO-1586-IAH-MCO,7:00 p.m.,7:14 p.m.,10:15 p.m.,10:29 p.m.
153,boston,AA-518-MIA-JFK,6:40 a.m.,7:39 a.m.,2:45 p.m.,9:28 a.m.
154,boston,AA-4307-ORD-DTW,8:00 a.m.,8:29 a.m.,11:55 a.m.,11:58 a.m.
155,boston,UA-3925-IAD-ORF,8:41 a.m.,8:42 a.m.,9:54 a.m.,9:43 a.m.
156,boston,AA-4307-ORD-DTW,7:45 p.m.,7:58 p.m.,10:30 p.m.,11:06 a.m.
157,boston,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,3:15 p.m.,3:16 p.m.
158,flylouisville,AA-4307-ORD-DTW,3:27 p.m.,3:27 p.m.,2:45 p.m.,11:06 a.m.
159,bkston,CO-58-DEN-IAH,11:25 a.m.,11:32 a.m.,2:50 p.m.,3:31 p.m.
160,boston,UA-5487-SFO-MRY,10:39 a.m.,10:33 a.m.,11:19 a.m.,11:21 a.m.
161,flylouisville,AA-204-LAX-MCO,6:00 a.m.,7:39 a.m.,6:55 a.m.,6:55 a.m.
162,flylouisville,UA-414-LAX-SFO,6:00 a.m.,5:56 a.m.,2:30 p.m.,7:17 a.m.
163,flylouisville,CO-1614-LAX-IAH,12:30 a.m.,12:41 a.m.,5:35 a.m.,5:26 a.m.
164,boston,UA-2726-FLL-PHL,4:00 p.m.,4:00 p.m.,6:46 p.m.,6:28 p.m.
165,boston,AA-4307-ORD-DTW,7:35 a.m.,7:29 a.m.,2:45 p.m.,9:14 a.m.
166,boston,CO-1090-BOS-IAH,9:45 a.m.,10:19 a.m.,2:45 p.m.,1:19 p.m.
167,boston,AA-616-DFW-DTW,9:05 a.m.,10:10 a.m.,2:45 p.m.,1:27 p.m.
168,flylouisville,UA-3515-IAD-MSP,8:15 a.m.,8:12 a.m.,10:06 a.m.,9:56 a.m.
169,boston,AA-3468-CVG-MIA,7:00 a.m.,7:25 a.m.,2:45 p.m.,9:45 a.m.
170,flylouisville,AA-484-DFW-MIA,4:15 p.m.,4:29 p.m.,7:55 p.m.,7:39 p.m.
171,boston,AA-4307-ORD-DTW,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
172,flylouisville,CO-62-IAH-EWR,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
173,boston,CO-1561-PHX-IAH,8:05 a.m.,8:00 a.m.,11:35 a.m.,11:06 a.m.
174,boston,UA-2314-ATL-PHL,2:55 p.m.,2:55 p.m.,2:45 p.m.,11:06 a.m.
175,boston,AA-446-DFW-PHL,6:00 a.m.,12:12 p.m.,3:50 p.m.,4:09 p.m.
176,boston,AA-4307-ORD-DTW,11:40 a.m.,7:39 a.m.,1:17 p.m.,1:14 p.m.
177,boston,AA-466-IAH-MIA,6:00 a.m.,6:08 a.m.,9:20 a.m.,9:05 a.m.
178,boston,UA-3050-PHX-CLT,11:05 a.m.,7:39 a.m.,4:57 p.m.,5:05 p.m.
179,flylouisville,AA-4307-ORD-DTW,6:00 a.m.,6:02 a.m.,10:20 a.m.,10:27 a.m.
180,boston,CO-1088-CLE-IAH,8:40 a.m.,8:40 a.m.,2:45 p.m.,10:56 a.m.
181,boston,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,6:45 p.m.,11:56 a.m.
182,boston,AA-1279-DFW-PHX,6:00 a.m.,2:04 p.m.,2:45 p.m.,3:30 p.m.
183,boston,UA-854-SFO-IAH,7:53 a.m.,7:49 a.m.,1:39 p.m.,1:30 p.m.
184,flylouisville,UA-382-IAD-LAX,12:30 p.m.,12:35 p.m.,3:19 p.m.,3:21 p.m.
185,boston,AA-4307-ORD-DTW,11:45 a.m.,12:13 p.m.,2:00 p.m.,2:10 p.m.
186,flylouisville,UA-257-JFK-SFO,2:30 p.m.,2:26 p.m.,2:45 p.m.,5:42 p.m.
187,flylouisville,AA-4307-ORD-DTW,12:00 a.m.,7:39 a.m.,1:45 p.m.,1:15 p.m.
188,flylouisville,CO-63-EWR-IAH,6:00 a.m.,5:22 p.m.,8:22 p.m.,8:03 p.m.
189,boston,CO-47-IAH-LAX,7:10 p.m.,7:39 a.m.,8:56 p.m.,9:52 p.m.
190,flylouisville,AA-2050-ORD-MIA,10:40 a.m.,7:39 a.m.,2:45 p.m.,2:46 p.m.
191,boston,UA-248-PHX-ORD,12:57 p.m.,1:32 p.m.,5:15 p.m.,5:34 p.m.
192,boston,AA-4307-ORD-DTW,3:35 p.m.,3:36 p.m.,4:00 p.m.,11:06 a.m.
193,boston,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
194,bkston,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,7:25 p.m.
195,boston,AA-4307-ORD-DTW,6:45 p.m.,6:55 p.m.,9:10 p.m.,8:53 p.m.
196,boston,CO-1694-LAX-IAH,7:15 p.m.,7:15 p.m.,12:21 a.m.,12:21 a.m.
197,boston,UA-843-LAX-ORD,1:55 p.m.,7:39 a.m.,7:53 p.m.,11:06 a.m.
198,flylouisville,CO-1193-EWR-MCO,9:15 a.m.,9:14 a.m.,8:40 a.m.,12:09 p.m.
199,boston,AA-3842-MSP-ORD,6:00 a.m.,6:56 a.m.,7:30 a.m.,7:51 a.m.
200,boston,AA-4307-ORD-DTW,7:10 a.m.,7:30 a.m.,9:35 a.m.,9:31 a.m.
201,flylouisville,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,8:05 p.m.,7:55 p.m.
202,flylouisville,UA-2906-PHL-MCO,3:50 p.m.,4:28 p.m.,6:23 p.m.,6:38 p.m.
203,flylouisville,UA-938-DEN-ORD,4:16 p.m.,4:15 p.m.,7:35 p.m.,7:36 p.m.
204,boston,AA-4307-ORD-DTW,6:00 a.m.,7:39 a.m.,9:45 p.m.,9:53 p.m.
205,boston,CO-16-LAX-EWR,10:25 a.m.,10:20 a.m.,6:44 p.m.,6:34 p.m.
206,boston,AA-4307-ORD-DTW,7:05 a.m.,7:39 a.m.,10:31 a.m.,10:47 a.m.
207,boston,AA-400-DFW-JFK,10:40 a.m.,11:01 a.m.,2:59 p.m.,3:04 p.m.
208,flylouisville,AA-4307-ORD-DTW,1:33 p.m.,1:31 p.m.,4:31 p.m.,4:23 p.m.
209,boston,AA-3756-ORD-SLC,12:15 p.m.,12:41 p.m.,2:45 p.m.,11:06 a.m.
210,boston,UA-37-EWR-MCO,1:29 p.m.,1:48 p.m.,10:25 a.m.,4:17 p.m.
211,boston,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,2:45 p.m.,5:50 a.m.
212,boston,UA-233-LAX-JFK,4:25 p.m.,7:39 a.m.,12:29 a.m.,12:29 a.m.
213,boston,AA-3823-LAX-DEN,6:00 a.m.,9:00 p.m.,12:15 a.m.,12:15 a.m.
214,boston,AA-4307-ORD-DTW,8:25 p.m.,8:25 p.m.,11:50 p.m.,11:50 p.m.
215,boston,AA-1165-JFK-MIA,6:59 a.m.,7:22 a.m.,10:34 a.m.,10:04 a.m.
216,boston,AA-431-MIA-SFO,7:53 p.m.,8:51 a.m.,11:50 a.m.,11:06 a.m.
217,boston,UA-3373-IAD-PHL,8:29 a.m.,8:26 a.m.,7:10 a.m.,9:13 a.m.
218,boston,AA-649-ORD-SNA,1:30 p.m.,1:30 p.m.,3:50 p.m.,11:06 a.m.
219,flylouisville,CO-1250-MIA-IAH,2:53 p.m.,3:01 p.m.,2:45 p.m.,11:06 a.m.
220,boston,UA-6273-YYC-SFO,6:00 a.m.,7:39 a.m.,9:43 a.m.,11:06 a.m.
221,boston,UA-828-SFO-ORD,11:08 p.m.,11:08 p.m.,2:45 p.m.,5:11 a.m.
222,boston,CO-4888-IAH-DAL,6:00 a.m.,5:30 p.m.,6:40 p.m.,6:40 p.m.
223,boston,AA-4307-ORD-DTW,1:45 p.m.,7:39 a.m.,8:27 a.m.,8:02 a.m.
224,boston,UA-2704-DTW-PHX,11:15 a.m.,11:15 a.m.,1:40 p.m.,2:00 p.m.
225,flylouisville,AA-3063-SLC-LAX,8:20 p.m.,8:39 p.m.,9:20 p.m.,9:20 p.m.
226,boston,UA-2708-EWR-CLT,2:55 p.m.,2:55 p.m.,4:53 p.m.,4:44 p.m.
227,boston,UA-62-IAH-EWR,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
228,flylouisville,AA-4307-ORD-DTW,8:55 a.m.,9:16 a.m.,11:45 a.m.,11:56 a.m.
229,boston,AA-3804-PHL-ORD,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:43 p.m.
230,flylouisville,AA-4307-ORD-DTW,2:55 p.m.,3:27 p.m.,5:55 p.m.,5:43 p.m.
231,flylouisville,AA-2268-PHX-ORD,6:00 a.m.,7:22 a.m.,11:35 a.m.,11:06 a.m.
232,flylouisville,AA-4307-ORD-DTW,12:10 p.m.,12:10 p.m.,2:15 p.m.,11:06 a.m.
233,boston,AA-2957-DFW-CVG,7:55 a.m.,7:39 a.m.,6:40 a.m.,11:01 a.m.
234,flylouisville,AA-4307-ORD-DTW,6:00 a.m.,8:52 a.m.,11:53 a.m.,12:09 p.m.
235,boston,AA-789-ORD-DEN,1:05 p.m.,1:19 p.m.,2:45 p.m.,3:13 p.m.
236,boston,AA-4307-ORD-DTW,6:00 a.m.,8:56 a.m.,10:40 a.m.,10:16 a.m.
237,flylouisville,AA-85-JFK-SFO,3:05 p.m.,7:39 a.m.,6:30 p.m.,11:06 a.m.
238,boston,AA-4307-ORD-DTW,7:30 a.m.,8:04 a.m.,8:00 a.m.,8:06 a.m.
239,boston,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
240,boston,AA-3786-IAH-ORD,4:00 p.m.,4:12 p.m.,6:40 p.m.,6:15 p.m.
241,boston,AA-271-MIA-LAX,11:35 a.m.,7:39 a.m.,2:25 p.m.,2:27 p.m.
242,boston,AA-2525-DFW-MIA,7:25 a.m.,7:39 a.m.,11:10 a.m.,11:06 a.m.
243,boston,AA-4307-ORD-DTW,2:55 p.m.,3:31 p.m.,4:49 p.m.,5:26 p.m.
244,flylouisville,UA-3099-PHX-PHL,6:00 a.m.,11:55 a.m.,6:17 p.m.,5:38 p.m.
245,boston,AA-4198-ORD-CLE,10:40 a.m.,10:54 a.m.,12:55 p.m.,12:50 p.m.
246,boston,AA-4307-ORD-DTW,6:45 a.m.,6:57 a.m.,7:45 a.m.,7:40 a.m.
247,boston,CO-45-EWR-MIA,4:00 p.m.,3:58 p.m.,7:05 p.m.,6:36 p.m.
248,boston,AA-3809-PHX-LAX,6:00 a.m.,6:10 a.m.,6:40 a.m.,6:19 a.m.
