tuple_id,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
110,helloflight,AA-1221-MCO-ORD,8:22 p.m.,1:31 p.m.,2:35 p.m.,11:06 a.m.
111,helloflight,AA-1221-MCO-ORD,6:00 a.m.,7:39 a.m.,2:30 p.m.,11:06 a.m.
112,boston,UA-37-EWR-MCO,6:00 a.m.,1:48 p.m.,2:35 p.m.,4:17 p.m.
113,helloflight,AA-1221-MCO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
114,boston,AA-1221-MCO-ORD,4:25 p.m.,4:25 p.m.,2:35 p.m.,11:06 a.m.
115,helloflight,AA-1221-MCO-ORD,5:11 a.m.,9:00 p.m.,12:15 a.m.,12:15 a.m.
116,boston,AA-2312-DFW-DTW,8:25 p.m.,8:25 p.m.,11:50 p.m.,11:50 p.m.
117,boston,AA-1165-JFK-MIA,6:00 a.m.,7:22 a.m.,10:34 a.m.,11:06 a.m.
118,helloflight,AA-1221-MCO-ORD,8:35 a.m.,7:39 a.m.,2:35 p.m.,11:06 a.m.
119,boston,UA-3373-IAD-PHL,6:00 a.m.,8:26 a.m.,9:24 a.m.,11:06 a.m.
120,boston,AA-649-ORD-SNA,6:00 a.m.,1:30 p.m.,3:50 p.m.,11:06 a.m.
121,boston,AA-1221-MCO-ORD,4:48 p.m.,3:01 p.m.,2:35 p.m.,4:59 p.m.
122,boston,UA-6273-YYC-SFO,7:35 a.m.,7:27 a.m.,4:00 p.m.,8:45 a.m.
123,hdlloflight,AA-1221-MCO-ORD,11:08 p.m.,11:08 p.m.,5:11 a.m.,5:11 a.m.
124,helloflight,CO-4888-IAH-DAL,6:00 a.m.,5:30 p.m.,2:35 p.m.,6:40 p.m.
125,helloflight,AA-1221-MCO-ORD,3:50 p.m.,1:32 p.m.,2:35 p.m.,8:02 a.m.
126,helloflight,AA-1221-MCO-ORD,6:00 a.m.,11:15 a.m.,1:40 p.m.,11:06 a.m.
127,boston,AA-1221-MCO-ORD,8:20 p.m.,8:39 p.m.,12:10 p.m.,9:20 p.m.
128,boston,AA-1221-MCO-ORD,2:55 p.m.,2:55 p.m.,4:53 p.m.,4:44 p.m.
129,boston,UA-62-IAH-EWR,2:30 p.m.,7:39 a.m.,7:03 p.m.,7:10 p.m.
130,hqlloflight,UA-1500-IAH-GUA,6:00 a.m.,7:39 a.m.,2:35 p.m.,11:56 a.m.
131,helloflight,AA-1221-MCO-ORD,6:00 a.m.,2:44 p.m.,2:35 p.m.,3:43 p.m.
132,boston,AA-1221-MCO-ORD,2:55 p.m.,7:39 a.m.,2:35 p.m.,5:43 p.m.
133,helloflight,AA-1221-MCO-ORD,6:00 a.m.,7:22 a.m.,2:35 p.m.,11:06 a.m.
134,hhlloflight,Ah-4277-CVG-JFK,4:49 p.m.,7:39 a.m.,2:15 p.m.,11:06 a.m.
135,boston,AA-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,2:35 p.m.,11:01 a.m.
136,hmlloflight,UA-37-EDI-EWR,9:05 a.m.,7:39 a.m.,11:53 a.m.,11:06 a.m.
137,helloflight,AA-789-ORD-DEN,6:30 p.m.,1:19 p.m.,2:35 p.m.,3:13 p.m.
138,helloflight,AA-1221-MCO-ORD,8:35 a.m.,8:56 a.m.,2:35 p.m.,10:16 a.m.
139,hblloflight,AA-85-JFK-SFO,3:05 p.m.,3:36 p.m.,4:16 p.m.,11:06 a.m.
140,hjlloflight,Ai-3979-CVG-ORD,6:00 a.m.,8:04 a.m.,2:35 p.m.,11:06 a.m.
141,helloflight,AA-1221-MCO-ORD,6:00 a.m.,7:39 a.m.,6:40 p.m.,6:15 p.m.
142,boston,AA-271-MIA-LAX,11:35 a.m.,11:52 a.m.,2:25 p.m.,11:06 a.m.
143,boston,AA-1221-MCO-ORD,6:00 a.m.,7:39 a.m.,2:35 p.m.,5:26 p.m.
144,helloflight,AA-1221-MCO-ORD,6:00 a.m.,11:55 a.m.,2:35 p.m.,5:38 p.m.
145,helloflight,AA-4198-ORD-CLE,10:40 a.m.,7:39 a.m.,2:35 p.m.,12:50 p.m.
146,boston,AA-404-MIA-MCO,6:45 a.m.,7:39 a.m.,7:45 a.m.,11:06 a.m.
147,helloflight,CO-45-EWR-MIA,4:00 p.m.,7:39 a.m.,7:05 p.m.,11:06 a.m.
148,hblloflight,AA-3809-PHX-LAX,6:00 a.m.,7:39 a.m.,2:35 p.m.,6:19 a.m.
149,boston,Ai-59-JFK-SFO,7:10 a.m.,7:39 a.m.,2:35 p.m.,11:12 a.m.
150,boston,AA-1221-MCO-ORD,7:10 a.m.,7:31 a.m.,3:30 p.m.,3:14 p.m.
151,boston,AA-3859-IAH-ORD,3:19 p.m.,7:39 a.m.,2:35 p.m.,9:32 a.m.
152,boston,CO-1586-IAH-MCO,7:00 p.m.,7:14 p.m.,10:15 p.m.,10:29 p.m.
153,boston,AA-518-MIA-JFK,6:40 a.m.,6:54 a.m.,9:25 a.m.,9:28 a.m.
154,boston,AA-1221-MCO-ORD,6:00 a.m.,7:39 a.m.,2:35 p.m.,11:06 a.m.
155,boston,AA-1221-MCO-ORD,6:00 a.m.,8:42 a.m.,2:35 p.m.,9:43 a.m.
156,boston,Ad-1733-ORD-PHX,6:00 a.m.,7:58 p.m.,2:35 p.m.,10:30 p.m.
157,boston,AA-3-JFK-LAX,12:00 p.m.,12:11 p.m.,2:35 p.m.,3:16 p.m.
158,boston,AA-1221-MCO-ORD,3:50 p.m.,3:27 p.m.,5:05 p.m.,5:17 p.m.
159,boston,CO-58-DEN-IAH,11:25 a.m.,11:32 a.m.,2:35 p.m.,3:31 p.m.
160,boston,UA-5487-SFO-MRY,6:00 a.m.,10:33 a.m.,11:19 a.m.,11:21 a.m.
161,boston,AA-204-LAX-MCO,6:00 a.m.,11:25 p.m.,6:55 a.m.,11:06 a.m.
162,boston,AA-1221-MCO-ORD,6:00 a.m.,7:39 a.m.,2:35 p.m.,11:06 a.m.
163,boston,CO-1614-LAX-IAH,6:00 a.m.,7:39 a.m.,5:35 a.m.,11:06 a.m.
164,boston,AA-1221-MCO-ORD,6:00 a.m.,4:00 p.m.,6:46 p.m.,11:06 a.m.
165,boston,CO-52-IAH-LAX,7:35 a.m.,7:29 a.m.,9:21 a.m.,9:14 a.m.
166,boston,CO-1090-BOS-IAH,9:45 a.m.,10:19 a.m.,1:16 p.m.,11:06 a.m.
167,boston,AA-616-DFW-DTW,9:05 a.m.,10:10 a.m.,12:35 p.m.,1:27 p.m.
168,boston,UA-3515-IAD-MSP,6:44 p.m.,8:12 a.m.,10:06 a.m.,9:56 a.m.
169,boston,Af-3468-CVG-MIA,7:00 a.m.,7:39 a.m.,9:55 a.m.,11:06 a.m.
170,boston,AA-484-DFW-MIA,4:15 p.m.,4:29 p.m.,2:35 p.m.,11:06 a.m.
171,boston,AA-1886-BOS-MIA,9:24 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
172,boston,CO-62-IAH-EWR,2:30 p.m.,2:48 p.m.,7:03 p.m.,11:06 a.m.
173,boston,AA-1221-MCO-ORD,8:05 a.m.,8:00 a.m.,2:35 p.m.,11:32 a.m.
174,boston,UA-2314-ATL-PHL,6:00 a.m.,7:39 a.m.,2:35 p.m.,4:47 p.m.
175,boston,AA-446-DFW-PHL,11:50 a.m.,7:39 a.m.,3:50 p.m.,4:09 p.m.
176,boston,CO-1023-IAH-DEN,11:40 a.m.,11:56 a.m.,1:17 p.m.,11:06 a.m.
177,boston,AA-1221-MCO-ORD,6:00 a.m.,7:39 a.m.,11:08 p.m.,9:05 a.m.
178,boston,UA-3050-PHX-CLT,11:05 a.m.,11:30 a.m.,4:57 p.m.,5:05 p.m.
179,boston,CO-89-IAH-EWR,6:00 a.m.,7:39 a.m.,2:35 p.m.,10:27 a.m.
180,boston,AA-1221-MCO-ORD,6:00 a.m.,7:39 a.m.,2:35 p.m.,10:56 a.m.
181,boston,AA-1221-MCO-ORD,10:15 a.m.,7:39 a.m.,2:55 p.m.,11:56 a.m.
182,boston,AA-1279-DFW-PHX,1:00 p.m.,7:39 a.m.,2:35 p.m.,11:06 a.m.
183,boston,UA-854-SFO-IAH,6:00 a.m.,7:49 a.m.,2:35 p.m.,11:06 a.m.
184,boston,UA-382-IAD-LAX,12:30 p.m.,7:39 a.m.,2:35 p.m.,3:21 p.m.
185,boston,AA-1221-MCO-ORD,11:45 a.m.,12:13 p.m.,2:00 p.m.,11:06 a.m.
186,boston,AA-1221-MCO-ORD,2:30 p.m.,2:26 p.m.,2:35 p.m.,11:06 a.m.
187,boston,UA-2945-PHL-CLT,5:00 p.m.,7:39 a.m.,1:45 p.m.,1:15 p.m.
188,boston,AA-1221-MCO-ORD,5:25 p.m.,5:22 p.m.,2:35 p.m.,11:06 a.m.
189,boston,AA-1221-MCO-ORD,7:10 p.m.,7:39 a.m.,8:56 p.m.,9:52 p.m.
190,boston,AA-2050-ORD-MIA,10:40 a.m.,7:39 a.m.,2:45 p.m.,11:06 a.m.
191,boston,UA-248-PHX-ORD,12:57 p.m.,1:32 p.m.,5:15 p.m.,11:06 a.m.
192,boston,AA-4330-CVG-ORD,6:00 a.m.,3:36 p.m.,4:00 p.m.,3:33 p.m.
193,boston,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 a.m.,11:06 a.m.
194,boston,AA-1221-MCO-ORD,11:50 a.m.,7:39 a.m.,7:25 p.m.,11:06 a.m.
195,boston,AA-1221-MCO-ORD,6:00 a.m.,6:55 p.m.,9:10 p.m.,8:53 p.m.
196,boston,CO-1694-LAX-IAH,6:00 a.m.,7:15 p.m.,2:35 p.m.,12:21 a.m.
197,boston,AA-1221-MCO-ORD,1:55 p.m.,2:10 p.m.,2:35 p.m.,11:06 a.m.
198,boston,CO-1193-EWR-MCO,6:00 a.m.,7:39 a.m.,12:18 p.m.,12:09 p.m.
199,boston,AA-1221-MCO-ORD,6:00 a.m.,7:39 a.m.,2:35 p.m.,7:51 a.m.
200,boston,AA-643-MIA-ORD,9:20 a.m.,7:30 a.m.,2:35 p.m.,9:31 a.m.
201,boston,AA-1007-MIA-PHX,4:55 p.m.,5:08 p.m.,1:30 p.m.,7:55 p.m.
202,boston,AA-1221-MCO-ORD,3:50 p.m.,7:39 a.m.,2:35 p.m.,6:38 p.m.
203,boston,AA-1221-MCO-ORD,6:00 a.m.,4:15 p.m.,7:35 p.m.,7:36 p.m.
204,boston,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
205,boston,AA-1221-MCO-ORD,10:25 a.m.,10:20 a.m.,6:44 p.m.,6:34 p.m.
206,boston,UA-2515-DFW-CLT,6:00 a.m.,7:39 a.m.,2:35 p.m.,11:06 a.m.
207,boston,AA-400-DFW-JFK,10:40 a.m.,7:39 a.m.,2:59 p.m.,3:04 p.m.
208,boston,UA-664-ORD-PHL,1:33 p.m.,1:31 p.m.,4:31 p.m.,11:06 a.m.
209,boston,AA-1221-MCO-ORD,12:15 p.m.,12:41 p.m.,2:45 p.m.,2:50 p.m.
210,boston,AA-1221-MCO-ORD,6:00 a.m.,1:48 p.m.,4:17 p.m.,4:17 p.m.
211,boston,AA-1522-SFO-ORD,6:00 a.m.,7:39 a.m.,2:35 p.m.,11:06 a.m.
212,boston,UA-233-LAX-JFK,4:25 p.m.,4:25 p.m.,2:35 p.m.,11:06 a.m.
213,boston,AA-1221-MCO-ORD,9:00 p.m.,9:00 p.m.,2:30 p.m.,11:06 a.m.
214,boston,AA-1221-MCO-ORD,9:10 p.m.,8:25 p.m.,11:50 p.m.,11:50 p.m.
215,boston,AA-1165-JFK-MIA,6:59 a.m.,7:39 a.m.,2:35 p.m.,10:04 a.m.
216,boston,AA-1221-MCO-ORD,6:00 a.m.,7:39 a.m.,2:35 p.m.,11:44 a.m.
217,boston,UA-3373-IAD-PHL,8:27 a.m.,8:26 a.m.,2:35 p.m.,9:13 a.m.
218,boston,AA-1221-MCO-ORD,1:30 p.m.,1:30 p.m.,2:35 p.m.,3:50 p.m.
219,boston,CO-1250-MIA-IAH,2:53 p.m.,3:01 p.m.,4:48 p.m.,11:06 a.m.
220,boston,UA-6273-YYC-SFO,6:00 a.m.,7:27 a.m.,9:43 a.m.,8:45 a.m.
221,boston,AA-1221-MCO-ORD,9:20 a.m.,11:08 p.m.,5:11 a.m.,11:06 a.m.
222,boston,CO-4888-IAH-DAL,5:30 p.m.,5:30 p.m.,2:35 p.m.,6:40 p.m.
223,boston,UA-858-PVG-SFO,1:45 p.m.,1:32 p.m.,2:35 p.m.,8:02 a.m.
224,boston,UA-2704-DTW-PHX,6:00 a.m.,11:15 a.m.,1:40 p.m.,2:00 p.m.
225,boston,AA-3063-SLC-LAX,6:00 a.m.,8:39 p.m.,2:35 p.m.,9:20 p.m.
226,boston,UA-2708-EWR-CLT,2:55 p.m.,2:55 p.m.,2:35 p.m.,11:06 a.m.
227,boston,UA-62-IAH-EWR,2:30 p.m.,2:48 p.m.,7:03 p.m.,7:10 p.m.
228,boston,UA-1500-IAH-GUA,8:55 a.m.,9:16 a.m.,2:35 p.m.,11:56 a.m.
229,boston,AA-1221-MCO-ORD,2:35 p.m.,2:44 p.m.,4:05 p.m.,3:43 p.m.
230,boston,AA-1917-JFK-MCO,2:55 p.m.,7:39 a.m.,5:55 p.m.,11:06 a.m.
231,boston,AA-1221-MCO-ORD,7:15 a.m.,7:22 a.m.,2:35 p.m.,11:06 a.m.
232,boston,AA-4277-CVG-JFK,12:10 p.m.,12:10 p.m.,2:15 p.m.,1:43 p.m.
233,boston,As-2957-DFW-CVG,7:55 a.m.,8:04 a.m.,2:35 p.m.,11:06 a.m.
234,boston,UA-37-EDI-EWR,9:05 a.m.,8:52 a.m.,2:35 p.m.,11:06 a.m.
235,boston,AA-789-ORD-DEN,6:00 a.m.,1:19 p.m.,2:35 p.m.,11:06 a.m.
236,boston,AA-1221-MCO-ORD,6:00 a.m.,8:56 a.m.,2:35 p.m.,11:06 a.m.
237,boston,AA-1221-MCO-ORD,3:05 p.m.,3:36 p.m.,6:30 p.m.,6:43 p.m.
238,boston,AA-3979-CVG-ORD,7:30 a.m.,7:39 a.m.,2:35 p.m.,8:06 a.m.
239,boston,AA-1544-SAN-ORD,6:00 a.m.,11:40 a.m.,2:35 p.m.,4:56 p.m.
240,boston,AA-3786-IAH-ORD,4:00 p.m.,7:39 a.m.,2:35 p.m.,6:15 p.m.
241,boston,AA-271-MIA-LAX,6:00 a.m.,11:52 a.m.,2:35 p.m.,2:27 p.m.
242,boston,AA-2525-DFW-MIA,11:35 a.m.,7:39 a.m.,2:35 p.m.,11:06 a.m.
243,boston,CO-50-CLE-EWR,6:00 a.m.,3:31 p.m.,4:49 p.m.,5:26 p.m.
244,boston,AA-1221-MCO-ORD,6:00 a.m.,11:55 a.m.,6:17 p.m.,5:38 p.m.
245,boston,AA-4198-ORD-CLE,6:00 a.m.,10:54 a.m.,2:35 p.m.,12:50 p.m.
246,boston,AA-404-MIA-MCO,6:00 a.m.,7:39 a.m.,7:45 a.m.,7:40 a.m.
247,boston,CO-45-EWR-MIA,6:00 a.m.,7:39 a.m.,7:05 p.m.,6:36 p.m.
248,boston,AA-3809-PHX-LAX,6:00 a.m.,6:10 a.m.,2:35 p.m.,6:19 a.m.
249,boston,Ab-59-JFK-SFO,7:10 a.m.,7:39 a.m.,2:35 p.m.,11:12 a.m.
250,boston,AA-1221-MCO-ORD,6:00 a.m.,7:31 a.m.,2:35 p.m.,3:14 p.m.
251,boston,Aj-3859-IAH-ORD,6:00 a.m.,7:16 a.m.,9:40 a.m.,9:32 a.m.
252,boston,AA-518-MIA-JFK,6:00 a.m.,7:39 a.m.,9:25 a.m.,9:28 a.m.
