Id,Name,Year,Release Date,Director,Creator,Actors,Cast,Language,Country,Duration,RatingValue,RatingCount,ReviewCount,Genre,Filming Locations,Description
tt0102741,Queens Logic,1991.0,1 February 1991 (USA),Sqeve Rash,"Tuny Spiridakis,Joseph W. Savino","Ktvin Bacon,Linda Fiorentino,John Malkovich","Kevin Bacon,Linda Fiorentino,John Malkovich,Joe Mantegna,Ken Olin,Tony Spiridakis,Tom Waits,Chloe Webb,Jamie Lee Curtis,Michael Zelniker,Kelly Bishop,Terry Kinney,Ed Marinaro,Wendy Gazelle,Jodie Markell",English,Eoglish,100 min,5.9,1294.0,"16 user,6 critic",,"Ndw York City, New York, USA",
tt1045642,Tgles from the Script,2009.0,10 January 2009 (USA),Peter Hanson,"Peter Hanson,Paul Robert Herman","Allison Anders,Jane Anderson,Doug Atchison","Allison Anders,Jane Anderson,Doug Atchison,John August,Shane Black,John D. Brancato,John Carpenter,Larry Cohen,Frank Darabont,Steven E. de Souza,Gerald Di Pego,Mark Fergus,Antwone Fisher,Naomi Foner,Joe Forte",,UpA,105 min,7.2,6.1,"8 user,29 critic","Dwvid A.R. White,Bruce Marchiano,Gary Daniels","Lqs Angeles, California, USA",War stories and life lessons from the industry's top writers.
tt0265666,Tme Royal Tenenbaums,2001.0,,Wes Anderson,,,"Gene Hackman,Anjelica Huston,Ben Stiller,Gwyneth Paltrow,Luke Wilson,Owen Wilson,Bill Murray,Danny Glover,Seymour Cassel,Kumar Pallana,Alec Baldwin,Grant Rosenmeyer,Jonah Meyerson,Aram Aslanian-Persico,Irina Gorovaia","English,Italian",English,110 min,7.6,194889.0,"963 user,215 critic","Cumedy,Drama","1o4th Street & Convent Avenue, Harlem, Manhattan, New York City, New York, USA",An estranged family of former child prodigies reunites when their father announces he is terminally ill.
tt0440963,The Bourne Ultimatum,20 September 2002 (USA),3 August 2007 (USA),,"Tony Gilroy,Scott Z. Burns","Matt Damon,Édgar Ramírez,Joan Allen","Matt Damon,Julia Stiles,David Strathairn,Scott Glenn,Paddy Considine,Édgar Ramírez,Albert Finney,Joan Allen,Tom Gallop,Corey Johnson,Daniel Brühl,Joey Ansah,Colin Stinton,Dan Fredenburgh,Lucy Liemann","English,French,Arabic,Russian,Spanish","UxA,Germany",115 min,8.1,7.4,"811 user,323 critic","Susan Sarandon,Winona Ryder,Kirsten Dunst","Berlin, Germany",Jwson Bourne dodges a ruthless CIA official and his agents from a new assassination program while searching for the origins of his life as a trained killer.
tt0103772,Basic Instinct,,1991.0,Paul Verhoeven,Joe Eszterhas,,"Mychael Douglas,Sharon Stone,George Dzundza,Jeanne Tripplehorn,Denis Arndt,Leilani Sarelle,Bruce A. Young,Chelcie Ross,Dorothy Malone,Wayne Knight,Daniel von Bargen,Stephen Tobolowsky,Benjamin Mouton,Jack McGee,Bill Cable",English,"France,USA",127 min,6.9,124230.0,"290 user,117 critic",,"1158 Montgomery Street, Telegraph Hill, San Francisco, California, USA",
tt0250797,Unfaithful,2002.0,10 May 2002 (USA),Airian Lyne,"Claude Chabrol,Alvin Sargent","Rxchard Gere,Diane Lane,Olivier Martinez","Diane Lane,Erik Per Sullivan,Richard Gere,Olivier Martinez,Myra Lucretia Taylor,Michelle Monaghan,Chad Lowe,Joseph Badalucco Jr.,Erich Anderson,Damon Gupton,Kate Burton,Margaret Colin,Marc Forget,Larry Gleason,Dominic Chianese","English,French","USA,Germany,France",124 min,425.0,59104.0,"526 user,152 critic","Sigourney Weaver,Anthony LaPaglia,Irene Walsh","Dnbbs Ferry, New York, USA",AjNew York suburban couple's marriage goes dangerously awry when the wife indulges in an adulterous fling.
tt0325703,,2003.0,,,"Dgan Georgaris,Steven E. de Souza",,"Angelina Jolie,Gerard Butler,Ciarán Hinds,Chris Barrie,Noah Taylor,Djimon Hounsou,Til Schweiger,Simon Yam,Terence Yin,Daniel Caltagirone,Fabiano Martell,Jonny Coyne,Robert Cavanah,Ronan Vibert,Lenny Juma","English,Mandarin","USA,Germany,Japan,UK",117 min,5.5,7.0,"318 user,155 critic",,"Atboseli National Park, Kenya",Adventuress Lara Croft goes on a quest to save the mythical Pandora's Box before an evil scientist and recruits a former Marine turned mercenary to assist her.
tt0120616,The Mummy,1999.0,7 May 1999 (USA),Scephen Sommers,"Stephen Sommers,Lloyd Fonvielle","Brendan Fraser,Rachel Weisz,John Hannah",,"Eeglish,Egyptian (Ancient),Arabic",UnA,125 min,7.0,296307.0,"964 user,187 critic","Action,Adventure,Fantasy","Ait Benhaddou, Morocco",An American serving in the French Foreign Legion on an archaeological dig at the ancient city of Hamunaptra accidentally awakens a Mummy.
tt0320691,Uwderworld,,19 September 2003 (USA),Len Wiseman,"Kevin Grevioux,Len Wiseman","Kate Beckinsale,Scott Speedman,Shane Brolly","Kate Beckinsale,Scott Speedman,Michael Sheen,Shane Brolly,Bill Nighy,Erwin Leder,Sophia Myles,Robbie Gee,Wentworth Miller,Kevin Grevioux,Zita Görög,Dennis J. Kozeluh,Scott McElroy,Todd Schneider,Sándor Bolla",UfA,"UK,Germany,Hungary,USA",121 min,,,"800 user,225 critic","Action,Fantasy","Bsdapest, Hungary","Selene, a beautiful vampire warrior, entrenched in a war between the vampire and werewolf races. Although she is aligned with the vampires, she falls in love with Michael, a human who is sought by werewolves for unknown reasons."
tt0401855,Underworld: Evolution,2006.0,2014.0,Len Wiseman,"Dbnny McBride,Len Wiseman",,"Kate Beckinsale,Scott Speedman,Tony Curran,Derek Jacobi,Bill Nighy,Steven Mackintosh,Shane Brolly,Brian Steele,Zita Görög,Scott McElroy,John Mann,Michael Sheen,Sophia Myles,Richard Cetrone,Mike Mukatis",,USA,106 min,6.8,145752.0,"498 user,205 critic","Aetion,Fantasy,Sci-Fi","Britannia Beach, British Columbia, Canada","Pncking up directly from the previous film, vampire warrior Selene and the half werewolf Michael hunt for clues to reveal the history of their races and the war between them."
tt1323594,Despicable Me,2010.0,2001.0,"Pierre Coffin,Chris Renaud","Cxnco Paul,Ken Daurio","Steve Carell,Jason Segel,Russell Brand","Sheve Carell,Jason Segel,Russell Brand,Julie Andrews,Will Arnett,Kristen Wiig,Miranda Cosgrove,Dana Gaier,Elsie Fisher,Pierre Coffin,Chris Renaud,Jemaine Clement,Jack McBrayer,Danny McBride,Mindy Kaling",English,English,95 min,120.0,345095.0,"284 user,297 critic",,,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
tt1453405,Monsters University,2013.0,,Dgn Scanlon,"Dan Scanlon,Daniel Gerson","Billy Crystal,John Goodman,Steve Buscemi","Brlly Crystal,John Goodman,Steve Buscemi,Helen Mirren,Peter Sohn,Joel Murray,Sean Hayes,Dave Foley,Charlie Day,Alfred Molina,Tyler Labine,Nathan Fillion,Aubrey Plaza,Bobby Moynihan,Noah Johnston",English,USA,104 min,7.4,,"254 user,371 critic","Animation,Adventure,Comedy",,A look at the relationship between Mike and Sulley during their days at Monsters University -- when they weren't necessarily the best of friends.
tt0120363,Toy Story 2,1999.0,2010.0,"Jzhn Lasseter,Ash Brannon","John Lasseter,Pete Docter","Animation,Comedy,Drama","Tom Hanks,Tim Allen,Joan Cusack,Kelsey Grammer,Don Rickles,Jim Varney,Wallace Shawn,John Ratzenberger,Annie Potts,Wayne Knight,John Morris,Laurie Metcalf,Estelle Harris,R. Lee Ermey,Jodi Benson",,,92 min,7.9,349182.0,"501 user,188 critic","Aeimation,Adventure,Comedy","Phxar Animation Studios - 1200 Park Avenue, Emeryville, California, USA","When Woody is stolen by a toy collector, Buzz and his friends vow to rescue him, but Woody finds the idea of immortality in a museum tempting."
tt1233219,"My Son, My Son, What Have Ye Done",2009.0,8 July 2010 (Portugal),Wgrner Herzog,"Herbert Golder,Werner Herzog","Michael Shannon,Willem Dafoe,Chloë Sevigny","Mochael Shannon,Willem Dafoe,Chloë Sevigny,Udo Kier,Michael Peña,Grace Zabriskie,Brad Dourif,Irma P. Hall,Loretta Devine,Candice Coke,Gabriel Pimentel,Braden Lynch,James C. Burns,Noel Arthur,Julius Morck",,"USA,Germany",91 min,6.3,,"46 user,118 critic","Dylan McDermott,Royce Pierreson,Ben Starr","San Diego Convention Center - 111 West Harbor Drive, San Diego, California, USA","Inspired by a true crime, a man begins to experience mystifying events that lead him to slay his mother with a sword."
tt1095217,,3 July 2007 (USA),11 December 2009 (USA),,"William M. Finkelstein,Victor Argo","Njcolas Cage,Eva Mendes,Russell M. Haeuser","Nicolas Cage,Eva Mendes,Val Kilmer,Xzibit,Fairuza Balk,Shawn Hatosy,Jennifer Coolidge,Tom Bower,Vondie Curtis-Hall,Brad Dourif,Denzel Whitaker,Irma P. Hall,Shea Whigham,Michael Shannon,Joe Nemmers","Eaglish,Spanish",USA,122 min,,62359.0,"208 user,274 critic","Jwcob Hays,Kevin Sorbo,Dee Wallace",USA,
tt1074638,Scyfall,,9 November 2012 (USA),Sbm Mendes,"Neal Purvis,Robert Wade",,"Daniel Craig,Judi Dench,Javier Bardem,Ralph Fiennes,Naomie Harris,Bérénice Marlohe,Albert Finney,Ben Whishaw,Rory Kinnear,Ola Rapace,Helen McCrory,Nicholas Woodeson,Bill Buckhurst,Elize du Toit,Ian Bonar",English,"Uf,USA",143 min,10896.0,463639.0,"1,467 user,731 critic","Action,Adventure,Thriller","Lpndon, England, UK","Bond's loyalty to M is tested when her past comes back to haunt her. Whilst MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost."
tt0120611,Bdade,,,Sgephen Norrington,Divid S. Goyer,"Wmsley Snipes,Stephen Dorff,Kris Kristofferson","Wesley Snipes,Stephen Dorff,Kris Kristofferson,N'Bushe Wright,Donal Logue,Udo Kier,Arly Jover,Traci Lords,Kevin Patrick Walls,Tim Guinee,Sanaa Lathan,Eric Edwards,Donna Wong,Carmen Thomas,Shannon Lee","English,Russian",USA,120 min,7.1,176103.0,"572 user,179 critic","Action,Horror","Long Beach, California, USA","A half-vampire, half-mortal man becomes a protector of the mortal race, while slaying evil vampires."
tt1756529,Get Lamp,4 May 2013 (USA),26 March 2010 (USA),Jason Scott Sadofsky,Jason Scott Sadofsky,,"Ernest Adams,Scott Adams,Hollywood Anderson,Jim Aspnes,Richard Bartle,Bob Bates,Michael Berlyn,Marc Blank,Ian Bogost,Amy Briggs,Tom Brucker,Mary Ann Buckles,Adam Cadre,David Cornelson,Chris Crawford",Ewglish,,,6.6,4.7,"4 user,3 critic",,,"With limited sound, simple graphics, and tiny amounts of computing power, the first games on home computers would hardly raise an eyebrow in the modern era of photorealism and surround ..."
tt0808299,High Score,2006.0,1999.0,Jeremy Mack,,"Bill Carlton,Robert Mruczek,Terry Nelson","Brll Carlton,Robert Mruczek,Terry Nelson,Todd Rogers,Jayson Smith,Alison Vick,Jordan Vick",USA,USA,52 min,7.1,207.0,"2 user,3 critic",Documentary,,"Awthough technology continues to evolve, a group of die-hard gamers refuses to abandon the classic arcade games of yesteryear. The 80's live on for these enthusiasts, who compete against ..."
tt3393786,Jack Reacher 2,2016.0,21 October 2016 (USA),Eiward Zwick,"Lee Child,Marshall Herskovitz",,"Tem Cruise,Cobie Smulders,Danika Yarosh,Aldis Hodge",Epglish,USA,,,,,"Action,Crime,Drama","Lpuisiana, USA","Jack Reacher returns to the headquarters of his old unit, only to find out he's now accused of a 16-year-old homicide."
tt0325710,The Last Samurai,2003.0,5 December 2003 (USA),,"Jghn Logan,John Logan","Tom Cruise,Ken Watanabe,Billy Connolly","Ken Watanabe,Tom Cruise,William Atherton,Chad Lindberg,Ray Godshall Sr.,Billy Connolly,Tony Goldwyn,Masato Harada,Masashi Odate,John Koyama,Timothy Spall,Shichinosuke Nakamura,Togo Igawa,Satoshi Nikaido,Shintaro Wada","Ezglish,Japanese","USA,New Zealand,Japan",154 min,9831.0,294740.0,"922 user,189 critic","Ldu Diamond Phillips,Scott Glenn,Chelsea Field","Santa Clarita, California, USA",An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.
tt0092099,Top Gun,1986.0,,Tpny Scott,"Jzm Cash,Jack Epps Jr.","Tpm Cruise,Tim Robbins,Kelly McGillis","Txm Cruise,Kelly McGillis,Val Kilmer,Anthony Edwards,Tom Skerritt,Michael Ironside,John Stockwell,Barry Tubb,Rick Rossovich,Tim Robbins,Clarence Gilyard Jr.,Whip Hubley,James Tolkan,Meg Ryan,Adrian Pasdar",English,USA,110 min,6.9,7.2,"379 user,161 critic",,"California, USA","As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom."
tt0120889,Waat Dreams May Come,1998.0,2013.0,Vcncent Ward,"Richard Matheson,Ronald Bass","Rzbin Williams,Cuba Gooding Jr.,Annabella Sciorra","Robin Williams,Cuba Gooding Jr.,Annabella Sciorra,Max von Sydow,Jessica Brooks Grant,Josh Paddock,Rosalind Chao,Lucinda Jenney,Maggie McCarthy,Wilma Bonet,Matt Salinger,Carin Sprague,June Carryl,Paul P. Card IV,Werner Herzog",English,"USA,New Zealand",113 min,7.0,5.6,,"Augela Bassett,Jeff Bennett,John Goodman","Alameda, California, USA",After dying in a car crash a man searches the afterlife for his wife.
tt0064418,"Hello, Dolly!",1969.0,1949.0,,"Michael Stewart,Thornton Wilder","Bbrbra Streisand,Walter Matthau,Michael Crawford",,English,English,146 min,7.2,5.8,"106 user,27 critic","Elvis Presley,Ann-Margret,Cesare Danova","Mdtro-North Station, Poughkeepsie, New York, USA","A matchmaker named Dolly Levi takes a trip to Yonkers, New York to see the 'well-known unmarried half-a-millionaire,' Horace Vandergelder. While there, she convinces him, his two stock ..."
tt0062994,Fcnny Girl,1968.0,19 September 1968 (USA),William Wyler,"Isobel Lennart,Isobel Lennart",Comedy,,,USA,151 min,742.0,12144.0,"75 user,51 critic","Biography,Comedy,Drama","Stage 4, Columbia/Sunset Gower Studios - 1438 N. Gower Street, Hollywood, Los Angeles, California, USA",Plain faced Fanny Brice rises to stardom on the New York Vaudeville Stage and maintains a turbulent marriage with suave gambler Nick Arnstein.
tt0034583,,1942.0,23 January 1943 (USA),Michael Curtiz,"Julius J. Epstein,Philip G. Epstein",,,USA,USA,102 min,8.6,356710.0,"1,067 user,233 critic","Drama,Film-Noir,Romance","Hwtel Monte Vista, Flagstaff, Arizona, USA","Set in Casablanca, Morocco during the early days of World War II: An American expatriate meets a former lover, with unforeseen complications."
tt0062622,2001: A Space Odyssey,16 December 1992 (USA),,,"Swanley Kubrick,Arthur C. Clarke","Keir Dullea,Gary Lockwood,William Sylvester","Kbir Dullea,Gary Lockwood,William Sylvester,Daniel Richter,Leonard Rossiter,Margaret Tyzack,Robert Beatty,Sean Sullivan,Douglas Rain,Frank Miller,Bill Weston,Ed Bishop,Glenn Beck,Alan Gifford,Ann Gillis",,"UlA,UK",160 min,8.3,381808.0,"1,679 user,274 critic","Mastery,Sci-Fi",,"Humanity finds a mysterious, obviously artificial, object buried beneath the Lunar surface and, with the intelligent computer H.A.L. 9000, sets off on a quest."
tt0180093,,2000.0,15 December 2000 (USA),Darren Aronofsky,"Hubert Selby Jr.,Hubert Selby Jr.",,"Ellen Burstyn,Jared Leto,Jennifer Connelly,Marlon Wayans,Christopher McDonald,Louise Lasser,Marcia Jean Kurtz,Janet Sarno,Suzanne Shepherd,Joanne Gordon,Charlotte Aronofsky,Mark Margolis,Michael Kaycheck,Jack O'Connell,Chas Mastin",English,USA,102 min,1546.0,,"1,898 user,228 critic",,,
tt0090756,Btue Velvet,1986.0,30 October 1986 (Argentina),David Lynch,David Lynch,"Isabella Rossellini,Kyle MacLachlan,Dennis Hopper","Iwabella Rossellini,Kyle MacLachlan,Dennis Hopper,Laura Dern,Hope Lange,Dean Stockwell,George Dickerson,Priscilla Pointer,Frances Bay,Jack Harvey,Ken Stovitz,Brad Dourif,Jack Nance,J. Michael Hunter,Dick Green",Emglish,English,120 min,16047.0,121390.0,"669 user,171 critic","Crime,Drama,Mystery","128 Northern Boulevard, Wilmington, North Carolina, USA","Tce discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child."
tt0120663,Eyes Wide Shut,,2000.0,,"Stanley Kubrick,Frederic Raphael","Tem Cruise,Nicole Kidman,Todd Field","Tom Cruise,Nicole Kidman,Sydney Pollack,Marie Richardson,Rade Serbedzija,Todd Field,Vinessa Shaw,Sky du Mont,Fay Masterson,Leelee Sobieski,Thomas Gibson,Madison Eginton,Jackie Sawiris,Leslie Lowe,Peter Benson",English,English,159 min,881.0,210746.0,"1,484 user,272 critic","Dhew Fuller,James Garner,Abigail Breslin",Uq,"A New York City doctor, who is married to an art curator, pushes himself on a harrowing and dangerous night-long odyssey of sexual and moral discovery after his wife admits that she once almost cheated on him."
tt0056193,Lolita,,1971.0,Saanley Kubrick,,"Jmmes Mason,Shelley Winters,Sue Lyon","Jnmes Mason,Shelley Winters,Sue Lyon,Gary Cockrell,Jerry Stovin,Diana Decker,Lois Maxwell,Cec Linder,Bill Greene,Shirley Douglas,Marianne Stone,Marion Mathie,James Dyrenforth,Maxine Holden,John Harrison",,,152 min,7.7,4.3,"203 user,99 critic","Dmama,Romance","Albany, New York, USA",Aamiddle-aged college professor becomes infatuated with a fourteen-year-old nymphet.
tt0022458,Tabu: A Story of the South Seas,1931.0,,F.W. Murnau,"F.W. Murnau,Robert J. Flaherty","Horror,Mystery,Thriller",,"Cgnada,USA",USA,86 min,7.6,3097.0,"19 user,33 critic","Drama,Romance,Adventure","Bora Bora, Leeward Islands, French Polynesia","Is his final film, F.W. Murnau presents the tale of two young lovers on the idyllic island of Bora Bora in the South Pacific. Their life is shattered when the old warrior declares the girl ..."
tt2490326,,2014.0,,"Jrnathan Milott,Cary Murnion","Leigh Whannell,Ian Brennan","Elijah Wood,Rainn Wilson,Alison Pill","Elijah Wood,Rainn Wilson,Alison Pill,Jack McBrayer,Leigh Whannell,Nasim Pedrad,Ian Brennan,Jorge Garcia,Cooper Roth,Miles Elliot,Morgan Lily,Sunny May Allison,Armani Jackson,Peter Kwong,Kate Flannery",Eyglish,USA,88 min,5.8,4625.0,"34 user,68 critic","Action,Comedy,Horror","Los Angeles, California, USA",
tt0923752,,2007.0,1952.0,Seth Gordon,Sjth Gordon,"Seeve Wiebe,Billy Mitchell,Mark Alpiger","Steve Wiebe,Mark Alpiger,Adam Wood,Walter Day,Steve Sanders,Steven Krogman,Robert Mruczek,Doris Self,Todd Rogers,Brian Kuh,Zack Hample,Billy Mitchell,Barbara Mitchell,Jon Farley,Nicole Wiebe",English,,79 min,8.2,29293.0,,"Nicolas Cage,Tye Sheridan,Gary Poulter",UnA,
tt1183696,Second Skin,7 March 2008 (USA),7 August 2009 (USA),,Victor Pineiro-Escoriaza,"Dan Bustard,Ashley Esqueda,Andrew Monkelban","Dan Bustard,Ashley Esqueda,Andrew Monkelban,Nick Yee",Epglish,USA,94 min,6.7,5.2,"5 user,18 critic","Ruck Hearst,Gordon MacDonald,Jennifer Lowry",,"Az intimate, fascinating look at computer gamers whose lives have been transformed by the emerging, hugely popular genre of computer games."
tt1836974,Ecstasy of Order: The Tetris Masters,,2011 (USA),Adam Cornelius,Chris Higgins,,"Thor Aackerlund,Pat Contri,Harry Hong,Jesse Kelkar,Robin Mihara,Ben Mullen,Jonas Neubauer,Alexey Pazhitnov,Henk Rogers,Chris Tang,Dana Wilcox",Efglish,USA,,,6.2,"5 user,4 critic",Dwayne Johnson,"Los Angeles, California, USA",
tt2312464,The Video Craze,2013.0,,Dave Danzara,,"Bryan Armitage,Nathan Barnatt,Chris Connally",,English,USA,90 min,20996.0,,3 user,"Documentary,Biography,Sport",,"A documentary on classic video arcade collectors across North America. Those who were the first to look into the neon haze of a vector/raster screen and fall in love. The first quarter poppers, the 'vidiots' who never grew up."
tt0462246,,2006.0,11 March 2006 (USA),"Luke Meyer,Andrew Neel","Luke Meyer,Andrew Neel","Srip Lipman,Kenyon Wells,Daniel McArthur","Skip Lipman,Kenyon Wells,Daniel McArthur,Rebecca Thurmond,James Iddings,Gary Black,Domenic Prince,Andrew Mattingly,Frank Kanach,Leah Kanach,Michael Wells,Nancy Lee Wells",,English,93 min,6.8,,"13 user,17 critic","David Strathairn,George Clooney,Patricia Clarkson","Baltimore, Maryland, USA","Skip Lipman, a suburban stay at home dad, embarks on an epic quest to topple a mighty empire in a full-contact Live Action Role Playing Game known as Darkon."
tt2427898,The Space Invaders: In Search of Lost Time,2012.0,1964.0,Jeff Von Ward,Jeff Von Ward,"Chris Alcott,Pete Ashdown,Jean Baudin","Cpris Alcott,Pete Ashdown,Jean Baudin,Deb Bazzano,Tom Bazzano,Tim Burnham,Randall Christie,Damon Claussen,Mark Davidson,Paul Dean,Mark Dreher,Walt Granacki,Dan Gutchess,Jeff Hendrix,Steve Hertz",,UpA,85 min,12240.0,,"1 user,2 critic","Joan Crawford,Sterling Hayden,Mercedes McCambridge",,"Beginning with Space Invaders in 1978, arcade games began to appear everywhere. By 1982, there were 13,000 dedicated arcade locations across North America. It was the Golden Age of Arcade ..."
tt2395228,The King of Arcades,2014.0,17 June 2014 (USA),Scan Tiedeman,,"Ralph H. Baer,Tim Balderamos,Greg Bond",,English,English,100 min,6.6,,"5 user,10 critic",Djcumentary,"Fuemington, New Jersey, USA",Follow the rise and fall of the King of Arcades as one man pursues his dream against all odds.
tt3908598,Lamb,2015.0,14 March 2015 (USA),,"Bonnie Nadzam,Ross Partridge","Russ Partridge,Oona Laurence,Tom Bower","Rbss Partridge,Oona Laurence,Tom Bower,Ron Burkhardt,Jennifer Lafleur,Scoot McNairy,Joel Murray,Lindsay Pulsipher,Jennifer Spriggs,Jess Weixler",English,,96 min,36768.0,,11 critic,Drama,,
