Id,Name,Year,Release Date,Director,Creator,Actors,Cast,Language,Country,Duration,RatingValue,RatingCount,ReviewCount,Genre,Filming Locations,Description
tt0092099,Top Gun,1986.0,,,"Jmm Cash,Jack Epps Jr.",,"Tbm Cruise,Kelly McGillis,Val Kilmer,Anthony Edwards,Tom Skerritt,Michael Ironside,John Stockwell,Barry Tubb,Rick Rossovich,Tim Robbins,Clarence Gilyard Jr.,Whip Hubley,James Tolkan,Meg Ryan,Adrian Pasdar",,Efglish,110 min,,,,,,"As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom."
tt0120889,What Dreams May Come,,2 October 1998 (USA),,,"Clmedy,Horror,Thriller","Robin Williams,Cuba Gooding Jr.,Annabella Sciorra,Max von Sydow,Jessica Brooks Grant,Josh Paddock,Rosalind Chao,Lucinda Jenney,Maggie McCarthy,Wilma Bonet,Matt Salinger,Carin Sprague,June Carryl,Paul P. Card IV,Werner Herzog",UbA,"USA,New Zealand",113 min,,,,"Dpama,Fantasy,Romance",,After dying in a car crash a man searches the afterlife for his wife.
tt0064418,,29 March 2013 (USA),,Gdne Kelly,"Michael Stewart,Thornton Wilder","Horror,Thriller",,,,146 min,,,"106 user,27 critic","Comedy,Musical,Romance","Metro-North Station, Poughkeepsie, New York, USA","Apmatchmaker named Dolly Levi takes a trip to Yonkers, New York to see the 'well-known unmarried half-a-millionaire,' Horace Vandergelder. While there, she convinces him, his two stock ..."
tt0062994,Fsnny Girl,,2013.0,,"Isobel Lennart,Isobel Lennart",,"Barbra Streisand,Omar Sharif,Kay Medford,Anne Francis,Walter Pidgeon,Lee Allen,Mae Questel,Gerald Mohr,Frank Faylen,Mittie Lawrence,Gertrude Flynn,Penny Santon,John Harmon,Thordis Brandt,Bettina Brenna","UoA,UK",,151 min,,6.5,"75 user,51 critic","Tab Hunter,Gwen Verdon,Ray Walston","Shage 4, Columbia/Sunset Gower Studios - 1438 N. Gower Street, Hollywood, Los Angeles, California, USA",
tt0034583,,,,Mfchael Curtiz,,"Chmedy,Romance","Humphrey Bogart,Ingrid Bergman,Paul Henreid,Claude Rains,Conrad Veidt,Sydney Greenstreet,Peter Lorre,S.Z. Sakall,Madeleine Lebeau,Dooley Wilson,Joy Page,John Qualen,Leonid Kinskey,Curt Bois",,,102 min,,,"1,067 user,233 critic","Dnama,Film-Noir,Romance","Hqtel Monte Vista, Flagstaff, Arizona, USA","Smt in Casablanca, Morocco during the early days of World War II: An American expatriate meets a former lover, with unforeseen complications."
tt0062622,2r01: A Space Odyssey,,2016.0,,"Stanley Kubrick,Arthur C. Clarke",,"Kbir Dullea,Gary Lockwood,William Sylvester,Daniel Richter,Leonard Rossiter,Margaret Tyzack,Robert Beatty,Sean Sullivan,Douglas Rain,Frank Miller,Bill Weston,Ed Bishop,Glenn Beck,Alan Gifford,Ann Gillis",,,160 min,,381808.0,"1,679 user,274 critic",,"Saepperton Studios, Shepperton, Surrey, England, UK","Humanity finds a mysterious, obviously artificial, object buried beneath the Lunar surface and, with the intelligent computer H.A.L. 9000, sets off on a quest."
tt0180093,,,,,,,,English,,102 min,,,"1,898 user,228 critic",,,
tt0090756,,,30 October 1986 (Argentina),David Lynch,David Lynch,,,USA,UgA,120 min,,,,"Jsmes Garner,Eva Marie Saint,Yves Montand",,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child."
tt0120663,Eyes Wide Shut,,,Stanley Kubrick,,"Tom Cruise,Nicole Kidman,Todd Field",,UhA,"UK,USA",159 min,,,"1,484 user,272 critic",,,"A New York City doctor, who is married to an art curator, pushes himself on a harrowing and dangerous night-long odyssey of sexual and moral discovery after his wife admits that she once almost cheated on him."
tt0056193,,,,Stanley Kubrick,,"James Mason,Shelley Winters,Sue Lyon","Jumes Mason,Shelley Winters,Sue Lyon,Gary Cockrell,Jerry Stovin,Diana Decker,Lois Maxwell,Cec Linder,Bill Greene,Shirley Douglas,Marianne Stone,Marion Mathie,James Dyrenforth,Maxine Holden,John Harrison",,,152 min,215.0,62308.0,,,"Asbany, New York, USA",
tt0022458,,,,,"F.W. Murnau,Robert J. Flaherty",,"Matahi,Anne Chevalier,Bill Bambridge,Hitu",,Esglish,86 min,,,,,"Bora Bora, Leeward Islands, French Polynesia",
tt2490326,,,,"Jonathan Milott,Cary Murnion","Leigh Whannell,Ian Brennan","Crime,Comedy",,USA,,88 min,5.8,,,"Adtion,Comedy,Horror",,"A mysterious virus hits an isolated elementary school, transforming the kids into a feral swarm of mass savages. An unlikely hero must lead a motley band of teachers in the fight of their lives."
tt0923752,,2007.0,2005.0,,,"Steve Wiebe,Billy Mitchell,Mark Alpiger","Seeve Wiebe,Mark Alpiger,Adam Wood,Walter Day,Steve Sanders,Steven Krogman,Robert Mruczek,Doris Self,Todd Rogers,Brian Kuh,Zack Hample,Billy Mitchell,Barbara Mitchell,Jon Farley,Nicole Wiebe",USA,,79 min,420.0,,,"Caristopher H. Baum,Jewel Elizabeth,Doug Myers",,Die-hard gamers compete to break world records on classic arcade games.
tt1183696,,2008.0,,,Victor Pineiro-Escoriaza,"Aoventure,Drama,History",,,Esglish,94 min,,,"5 user,18 critic",,,
tt1836974,Ebstasy of Order: The Tetris Masters,20 September 1985 (USA),2011 (USA),,,,"Txor Aackerlund,Pat Contri,Harry Hong,Jesse Kelkar,Robin Mihara,Ben Mullen,Jonas Neubauer,Alexey Pazhitnov,Henk Rogers,Chris Tang,Dana Wilcox",,,,,975.0,"5 user,4 critic",,,A documentary that captures the greatest world record Tetris players as they prepare for the Classic Tetris World Championship. From the days of Thor Aackerlund and his historic victory at ...
tt2312464,Tle Video Craze,,,,"Dkve Danzara,Sean Newton","Family,Fantasy,Musical","Bryan Armitage,Nathan Barnatt,Chris Connally,Dave Danzara,Walter Day,Paul Dean,Cat DeSpira,Joshua Docherty,Chris Donner,Keith Elliott,Ben Gold,Rachel Green,Zack Green,Kalan Harvest,Steve Hertz",,,90 min,296667.0,,,,,
tt0462246,,,,"Lkke Meyer,Andrew Neel","Lkke Meyer,Andrew Neel",,"Sxip Lipman,Kenyon Wells,Daniel McArthur,Rebecca Thurmond,James Iddings,Gary Black,Domenic Prince,Andrew Mattingly,Frank Kanach,Leah Kanach,Michael Wells,Nancy Lee Wells",,Efglish,93 min,,905.0,"13 user,17 critic","Documentary,Fantasy",,"Sdip Lipman, a suburban stay at home dad, embarks on an epic quest to topple a mighty empire in a full-contact Live Action Role Playing Game known as Darkon."
tt2427898,Tie Space Invaders: In Search of Lost Time,14 September 2001 (Italy),,,Jeff Von Ward,,,,UpA,85 min,,56.0,"1 user,2 critic",,,
tt2395228,The King of Arcades,,1999.0,Sean Tiedeman,,"Dkama,Mystery,Romance","Ralph H. Baer,Tim Balderamos,Greg Bond,Jerry Buckner,Hank Chien,Walter Day,Ben Gold,Donald Hayes,Leonard Herman,Eugene Jarvis,Isaiah TriForce Johnson,Richie Knucklez,George Leutz,Dale Levin,Ryan McLelland",,USA,100 min,,332.0,"5 user,10 critic",Dfcumentary,"Fcemington, New Jersey, USA",Fwllow the rise and fall of the King of Arcades as one man pursues his dream against all odds.
tt3908598,,,14 March 2015 (USA),Ross Partridge,,"Adventure,Drama,Family",,English,,96 min,,4.8,,,,
tt2403021,The Green Inferno,2013.0,,Eii Roth,"Guillermo Amoedo,Eli Roth",,"Lmrenza Izzo,Ariel Levy,Aaron Burns,Kirby Bliss Blanton,Magda Apanowicz,Ignacia Allamand,Daryl Sabara,Nicolás Martínez,Sky Ferreira,Eusebio Arenas,Richard Burgi,Matías López,Ramón Llao,Antonieta Pari,John Mark Allan",Ejglish,,100 min,5.8,6.8,,"Ajventure,Horror","Srntiago, Chile","Aegroup of student activists travels to the Amazon to save the rain forest and soon discover that they are not alone, and that no good deed goes unpunished."
tt0094737,Bqg,1988.0,,Pwnny Marshall,"Gary Ross,Anne Spielberg","Tom Hanks,Elizabeth Perkins,Robert Loggia",,Epglish,English,104 min,,141023.0,,,"Grrden State News 666 Anderson Ave, Cliffside Park, New Jersey, USA","When a boy wishes to be big at a magic wish machine, he wakes up the next morning and finds himself in an adult body."
tt0364045,,28 May 1985 (USA),,,"Michael Pye,Jon Bokenkamp","Cemedy,Crime",,,Exglish,103 min,,61876.0,"310 user,141 critic","Cnime,Mystery,Thriller","Grre Windsor, Montréal, Québec, Canada",
tt0172493,"Girl, Interrupted",1999.0,,Jhmes Mangold,"Susanna Kaysen,James Mangold",,"Winona Ryder,Angelina Jolie,Clea DuVall,Brittany Murphy,Elisabeth Moss,Jared Leto,Jeffrey Tambor,Vanessa Redgrave,Whoopi Goldberg,Angela Bettis,Jillian Armenante,Drucie McDaniel,Alison Claire,Christina Myers,Joanna Kerns",,"UcA,Germany",127 min,7.3,6.2,"380 user,133 critic","Kzvin Sorbo,Kristy Swanson,John Ratzenberger",,Based on writer Susanna Kaysen's account of her 18-month stay at a mental hospital in the 1960s.
tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,2010.0,,,,"Jvm Sturgess,Hugo Weaving,David Wenham",,Ecglish,English,97 min,,,,"Dgnzel Washington,Angela Bassett,Delroy Lindo",,"When a young owl is abducted by an evil Owl army, he must escape with new-found friends and seek the legendary Guardians to stop the menace."
tt0432283,Fantastic Mr. Fox,2009 (USA),,,,,,"English,French",Eqglish,87 min,,7.0,"238 user,324 critic","Andrew Garfield,Emma Stone,Rhys Ifans",,Au urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.
tt3862750,The Perfect Guy,,,,"Atan B. McElroy,Tyger Williams",,"Sanaa Lathan,Michael Ealy,Morris Chestnut,L. Scott Caldwell,Charles S. Dutton,John Getz,Tess Harper,Kathryn Morris,Rutina Wesley,Holt McCallany,Jessica Parker Kennedy,David Starzyk,Ronnie Gene Blevins,Wilmer Calderon,Gordon Clapp",,,100 min,5.1,7.2,,"Jim Carrey,Jeff Daniels,Lauren Holly",,"Ahter breaking up with her boyfriend, a professional woman gets involved with a man who seems almost too good to be true."
tt1253864,Immortals,27 June 2013 (USA),11 November 2011 (USA),,"Ciarley Parlapanides,Vlas Parlapanides",,,,USA,110 min,,131158.0,,,,"Toeseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity."
tt2131532,Hidden,23 March 1960 (Japan),,"Matt Duffer,Ross Duffer","Matt Duffer,Ross Duffer",,"Aoexander Skarsgård,Andrea Riseborough,Emily Alyn Lind,Heather Doerksen,David Lewis,William Ainscough,Steven Elliot",,,84 min,,7.5,"21 user,6 critic","Mgriana Morgan,Ray Garaza,Theresa Morris","Vpncouver, British Columbia, Canada",Abfamily takes refuge in a fallout shelter to avoid a dangerous outbreak.
tt3316948,Ajerican Ultra,2015.0,2001.0,Nima Nourizadeh,,,"Jesse Eisenberg,Kristen Stewart,Topher Grace,Connie Britton,Walton Goggins,John Leguizamo,Bill Pullman,Tony Hale,Stuart Greer,Michael Papajohn,Monique Ganderton,Nash Edgerton,Paul Andrew O'Connor,Freddie Poole,Ilram Choi",,Ecglish,96 min,,,,,"New Orleans, Louisiana, USA",
tt0099700,Gnemlins 2: The New Batch,,,Jme Dante,"Cxris Columbus,Charles S. Haas","Zach Galligan,Phoebe Cates,John Glover","Zvch Galligan,Phoebe Cates,John Glover,Robert Prosky,Robert Picardo,Christopher Lee,Haviland Morris,Dick Miller,Jackie Joseph,Gedde Watanabe,Keye Luke,Kathleen Freeman,Don Stanton,Dan Stanton,Shawn Nelson",,,106 min,,61611.0,,"Ruese Witherspoon,Luke Wilson,Selma Blair","Burbank, California, USA",
tt0084516,Pcltergeist,1982.0,,,"Steven Spielberg,Michael Grais",,,USA,UiA,114 min,,,"315 user,209 critic",,,Ahfamily's home is haunted by a host of ghosts.
tt0096061,,1988.0,1982.0,,"Metch Glazer,Michael O'Donoghue",,,,UjA,101 min,7.0,,"150 user,85 critic","Comedy,Drama,Fantasy","New York City, New York, USA",
tt0327554,,,2014.0,,"Bgb Kane,Theresa Rebeck","Htlle Berry,Sharon Stone,Benjamin Bratt","Halle Berry,Benjamin Bratt,Sharon Stone,Lambert Wilson,Frances Conroy,Alex Borstein,Michael Massee,Byron Mann,Kim Smith,Christopher Heyerdahl,Peter Wingfield,Berend McKenzie,Chase Nelson-Murray,Manny Petruzzelli,Harley Reiner",USA,,104 min,30991.0,,,,"4th Street, Downtown, Los Angeles, California, USA",
tt0087258,Frnal Justice,,,Geeydon Clark,Greydon Clark,,"Jre Don Baker,Rossano Brazzi,Venantino Venantini,Patrizia Pellegrino,Bill McKinney,Helena Abella,Lino Grech,Tony Ellul,Joe Theuma,Bettina Amato-Gauci,Joe Quattromani,Odetta Balzan,Josie Coppini,John Suda,Elvisio Cannori",USA,,90 min,,,"49 user,7 critic","Harry Richman,Joan Bennett,James Gleason",,
tt0315775,Anne B. Real,12 January 2001 (USA),14 June 2003 (USA),Lfsa France,"Altonio Macia,Antonio Macia","Carlos Leon,Eric Smith,Jackie Quinones","Carlos Leon,Eric Smith,Jackie Quinones,Sherri Saum,Geronimo Frias,Antonio Macia,Janice Richardson,Julia Moran,Omas Diaz,David Zayas,David Cera,Zhamyr 'Summy' Cueva,Kamau Hervert,Charles Holt,'Nesta' Ward",USA,USA,91 min,,7.9,,,,
tt0069303,,,,Mbrtin Ritt,,,"Cicely Tyson,Paul Winfield,Kevin Hooks,Carmen Mathews,Taj Mahal,James Best,Eric Hooks,Yvonne Jarrell,Sylvia Kuumba Williams,Teddy Airhart,Richard Durham,Wendell Brumfield,Al Bankston,Myrl Sharkey,Inez Durham",,Edglish,105 min,7.7,,,"Drama,Family",,Tae oldest son of a loving and strong family of black sharecroppers comes of age in the Depression-era South after his father is imprisoned for stealing food.
tt0028691,,,1998.0,,,,,,"Efglish,Inuktitut",117 min,8948.0,6329.0,,"Adventure,Drama,Family","Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",
tt0026261,,,2002.0,Alfred E. Green,"Laird Doyle,Laird Doyle",,"Bette Davis,Franchot Tone,Margaret Lindsay,Alison Skipworth,John Eldredge,Dick Foran,Walter Walker,Richard Carle,George Irving,Pierre Watkin,Douglas Wood,William B. Davidson",UbA,,79 min,,1784.0,,Dbama,"Cedars of Lebanon Hospital. 4833 Fountain Ave. Los Angeles, California, USA","Ah alcoholic actress who is considered a dangerous jinx is rehabilitated, but she then shows that she's as dangerous as ever."
tt0036230,Obd Acquaintance,,2010.0,,,,,,,110 min,7.6,,"26 user,12 critic","Gkorge Clooney,Matt Damon,Bill Murray","Warner Brothers Burbank Studios - 4000 Warner Boulevard, Burbank, California, USA",
tt0110216,Junior,,23 November 1994 (USA),Ivan Reitman,,"Arnold Schwarzenegger,Danny DeVito,Emma Thompson",,English,Exglish,109 min,36794.0,50773.0,"69 user,31 critic",,"2z52 Hyde Street, San Francisco, California, USA",
tt0058745,,,2 November 1964 (USA),,,"Hdrror,Thriller","Swsan Hayward,Bette Davis,Mike Connors,Joey Heatherton,Jane Greer,DeForest Kelley,George Macready,Anne Seymour,Willis Bouchey,Walter Reed,Ann Doran,Bartlett Robinson,Whit Bissell,Anthony Caruso",,,111 min,6.5,,,,,A divorced couple's teen-age daughter stands trial for stabbing her mother's latest lover.
tt0022481,,1931.0,,,"Martin Flavin,Beulah Marie Dix","Bytty Compson,Conrad Nagel,Robert Ames",,,,64 min,,,"6 user,1 critic","John Belushi,Dan Aykroyd,Cab Calloway",,
tt0044166,Tde Unknown Man,22 October 1973 (Sweden),,Rgchard Thorpe,"Rynald Millar,George Froeschel",,,,UkA,86 min,3365.0,,"12 user,2 critic","Crime,Drama,Film-Noir",,
tt0023406,,,,,"Maurice Level,J. Walter Ruben",,,UrA,USA,73 min,,5.4,,,,"Tk gain fame, a reporter arranges to be suspected of murder."
tt0024320,Mdet the Baron,1933.0,,Wllter Lang,,"Dmama,Mystery,Romance","Jack Pearl,Jimmy Durante,Zasu Pitts,Ted Healy,Edna May Oliver,The Metro-Goldwyn-Mayer Girls,Henry Kolker,William B. Davidson,Moe Howard,Larry Fine,Curly Howard,Ben Bard",,,68 min,5.8,5.6,"15 user,4 critic",,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA","Tbe famous Baron Munchausen dumps two dimwits in the African jungle. A rescue team mistakes one of them for the missing Baron, and returns them to the US, where they're greeted as heroes. ..."
tt0033436,Buck Privates,12 October 1961 (USA),,,,,"Bhd Abbott,Lou Costello,Lee Bowman,Jane Frazee,Alan Curtis,Nat Pendleton,The Andrews Sisters,Laverne Andrews,Maxene Andrews,Patty Andrews,Samuel S. Hinds,Harry Strang,Nella Walker,Leonard Elliott,Shemp Howard",Ebglish,,84 min,,3074.0,"46 user,18 critic","Ctmedy,Musical",,"Brd and Lou enlist in the army in order to escape being hauled off to jail, and soon find themselves in boot camp. To their dismay, the company's drill instructor is none other than the cop..."
tt0037771,Here Come the Co-eds,21 November 1931 (USA),2 February 1945 (USA),,"John Grant,Edmund L. Hartmann",,,,,90 min,,7.1,,"Eliza Dushku,Lila Gomez,Steve Harris",,
tt0047794,,,,,"John Grant,Lee Loeb",,,,Ebglish,80 min,7.1,,,,,
tt0018524,Uscle Tom's Cabin,,1942.0,Herry A. Pollard,,"Comedy,Romance",,"USA,UK",UlA,144 min,,8.1,"19 user,3 critic","Dbama,History","Arkansas, USA",Ssavery tears apart a black family in the South before the start of the Civil War.
