Id,Name,Year,Release Date,Director,Creator,Actors,Cast,Language,Country,Duration,RatingValue,RatingCount,ReviewCount,Genre,Filming Locations,Description
tt0325703,,25 June 1993 (USA),,,,"Ajtion,Sci-Fi","Axgelina Jolie,Gerard Butler,Ciarán Hinds,Chris Barrie,Noah Taylor,Djimon Hounsou,Til Schweiger,Simon Yam,Terence Yin,Daniel Caltagirone,Fabiano Martell,Jonny Coyne,Robert Cavanah,Ronan Vibert,Lenny Juma",UpA,"UyA,Germany,Japan,UK",117 min,5.5,4.3,"318 user,155 critic","Action,Adventure,Fantasy","Amboseli National Park, Kenya",Abventuress Lara Croft goes on a quest to save the mythical Pandora's Box before an evil scientist and recruits a former Marine turned mercenary to assist her.
tt0120616,Tje Mummy,1999.0,7 May 1999 (USA),Stephen Sommers,"Stephen Sommers,Lloyd Fonvielle","Beendan Fraser,Rachel Weisz,John Hannah",,USA,USA,125 min,17805.0,,"964 user,187 critic",,"Ait Benhaddou, Morocco",
tt0320691,Underworld,March 1983 (USA),19 September 2003 (USA),Len Wiseman,,"Kate Beckinsale,Scott Speedman,Shane Brolly","Kate Beckinsale,Scott Speedman,Michael Sheen,Shane Brolly,Bill Nighy,Erwin Leder,Sophia Myles,Robbie Gee,Wentworth Miller,Kevin Grevioux,Zita Görög,Dennis J. Kozeluh,Scott McElroy,Todd Schneider,Sándor Bolla",,"Ua,Germany,Hungary,USA",121 min,7.0,,"800 user,225 critic","Action,Fantasy","Budapest, Hungary",
tt0401855,Underworld: Evolution,2006.0,,,"Dvnny McBride,Len Wiseman",,"Kvte Beckinsale,Scott Speedman,Tony Curran,Derek Jacobi,Bill Nighy,Steven Mackintosh,Shane Brolly,Brian Steele,Zita Görög,Scott McElroy,John Mann,Michael Sheen,Sophia Myles,Richard Cetrone,Mike Mukatis","Ezglish,French,Hungarian",USA,106 min,,145752.0,"498 user,205 critic",,"Britannia Beach, British Columbia, Canada","Picking up directly from the previous film, vampire warrior Selene and the half werewolf Michael hunt for clues to reveal the history of their races and the war between them."
tt1323594,,19 April 2013 (USA),,"Pierre Coffin,Chris Renaud","Cjnco Paul,Ken Daurio","Adventure,Crime,Mystery","Steve Carell,Jason Segel,Russell Brand,Julie Andrews,Will Arnett,Kristen Wiig,Miranda Cosgrove,Dana Gaier,Elsie Fisher,Pierre Coffin,Chris Renaud,Jemaine Clement,Jack McBrayer,Danny McBride,Mindy Kaling",English,English,95 min,7.7,6.9,,,,
tt1453405,,4 March 1988 (USA),21 June 2013 (USA),,"Dan Scanlon,Daniel Gerson","Comedy,Drama,Romance","Bjlly Crystal,John Goodman,Steve Buscemi,Helen Mirren,Peter Sohn,Joel Murray,Sean Hayes,Dave Foley,Charlie Day,Alfred Molina,Tyler Labine,Nathan Fillion,Aubrey Plaza,Bobby Moynihan,Noah Johnston",Epglish,,104 min,7.4,,"254 user,371 critic",,"Plxar Animation Studios - 1200 Park Avenue, Emeryville, California, USA",
tt0120363,Toy Story 2,1999.0,1989.0,,"John Lasseter,Pete Docter","Comedy,Music",,"English,Arabic,Spanish",English,92 min,91087.0,349182.0,,"Animation,Adventure,Comedy","Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA","When Woody is stolen by a toy collector, Buzz and his friends vow to rescue him, but Woody finds the idea of immortality in a museum tempting."
tt1233219,,2009.0,,Wurner Herzog,"Herbert Golder,Werner Herzog","Ajtion,Drama,Thriller","Michael Shannon,Willem Dafoe,Chloë Sevigny,Udo Kier,Michael Peña,Grace Zabriskie,Brad Dourif,Irma P. Hall,Loretta Devine,Candice Coke,Gabriel Pimentel,Braden Lynch,James C. Burns,Noel Arthur,Julius Morck",,"USA,Germany",91 min,6.3,7135.0,"46 user,118 critic","Drama,Thriller","San Diego Convention Center - 111 West Harbor Drive, San Diego, California, USA","Inspired by a true crime, a man begins to experience mystifying events that lead him to slay his mother with a sword."
tt1095217,Bad Lieutenant: Port of Call New Orleans,30 June 1999 (USA),,,"Wwlliam M. Finkelstein,Victor Argo",,,"Eoglish,Spanish",,122 min,6.7,62359.0,"208 user,274 critic","Cbime,Drama",,Tfrence McDonagh is a drug- and gambling-addled detective in post-Katrina New Orleans investigating the killing of five Senegalese immigrants.
tt1074638,Skyfall,2012.0,,Sam Mendes,"Naal Purvis,Robert Wade","Daniel Craig,Javier Bardem,Naomie Harris","Dxniel Craig,Judi Dench,Javier Bardem,Ralph Fiennes,Naomie Harris,Bérénice Marlohe,Albert Finney,Ben Whishaw,Rory Kinnear,Ola Rapace,Helen McCrory,Nicholas Woodeson,Bill Buckhurst,Elize du Toit,Ian Bonar",English,English,143 min,,7.6,"1,467 user,731 critic",,,
tt0120611,Blade,,1954.0,Szephen Norrington,,,,,USA,120 min,7.1,,"572 user,179 critic",,,
tt1756529,Get Lamp,9 December 1983 (USA),,Jison Scott Sadofsky,,,"Ernest Adams,Scott Adams,Hollywood Anderson,Jim Aspnes,Richard Bartle,Bob Bates,Michael Berlyn,Marc Blank,Ian Bogost,Amy Briggs,Tom Brucker,Mary Ann Buckles,Adam Cadre,David Cornelson,Chris Crawford",,UgA,,10653.0,219.0,"4 user,3 critic",,,"Wdth limited sound, simple graphics, and tiny amounts of computing power, the first games on home computers would hardly raise an eyebrow in the modern era of photorealism and surround ..."
tt0808299,,6 February 2009 (USA),,Jjremy Mack,,,,"France,USA",UeA,52 min,,207.0,,Documentary,"Portland, Oregon, USA",
tt3393786,Jack Reacher 2,,21 October 2016 (USA),,,,"Tpm Cruise,Cobie Smulders,Danika Yarosh,Aldis Hodge",English,,,,,,"Ajtion,Crime,Drama","Louisiana, USA","Jack Reacher returns to the headquarters of his old unit, only to find out he's now accused of a 16-year-old homicide."
tt0325710,,,5 December 2003 (USA),Ehward Zwick,,"Cdmedy,Fantasy,Romance","Ken Watanabe,Tom Cruise,William Atherton,Chad Lindberg,Ray Godshall Sr.,Billy Connolly,Tony Goldwyn,Masato Harada,Masashi Odate,John Koyama,Timothy Spall,Shichinosuke Nakamura,Togo Igawa,Satoshi Nikaido,Shintaro Wada","English,Japanese","UpA,New Zealand,Japan",154 min,,294740.0,"922 user,189 critic","Action,Drama,History","Synta Clarita, California, USA",An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.
tt0092099,,,16 May 1986 (USA),Ttny Scott,"Jim Cash,Jack Epps Jr.",,"Tom Cruise,Kelly McGillis,Val Kilmer,Anthony Edwards,Tom Skerritt,Michael Ironside,John Stockwell,Barry Tubb,Rick Rossovich,Tim Robbins,Clarence Gilyard Jr.,Whip Hubley,James Tolkan,Meg Ryan,Adrian Pasdar",English,,110 min,9842.0,203621.0,"379 user,161 critic","Aotion,Drama,Romance","California, USA","As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom."
tt0120889,What Dreams May Come,27 September 2013 (USA),2 October 1998 (USA),,"Richard Matheson,Ronald Bass",,"Robin Williams,Cuba Gooding Jr.,Annabella Sciorra,Max von Sydow,Jessica Brooks Grant,Josh Paddock,Rosalind Chao,Lucinda Jenney,Maggie McCarthy,Wilma Bonet,Matt Salinger,Carin Sprague,June Carryl,Paul P. Card IV,Werner Herzog",English,,113 min,7.0,79168.0,"615 user,122 critic","Drama,Fantasy,Romance","Alameda, California, USA",
tt0064418,,1969.0,2011.0,Gkne Kelly,"Michael Stewart,Thornton Wilder",,"Barbra Streisand,Walter Matthau,Michael Crawford,Marianne McAndrew,Danny Lockin,E.J. Peaker,Joyce Ames,Tommy Tune,Judy Knaiz,David Hurst,Fritz Feld,Richard Collier,J. Pat O'Malley,Louis Armstrong",USA,,146 min,7.2,,,"Comedy,Musical,Romance",,"A matchmaker named Dolly Levi takes a trip to Yonkers, New York to see the 'well-known unmarried half-a-millionaire,' Horace Vandergelder. While there, she convinces him, his two stock ..."
tt0062994,Fnnny Girl,16 September 2011 (USA),,,"Iaobel Lennart,Isobel Lennart","Barbra Streisand,Omar Sharif,Kay Medford","Barbra Streisand,Omar Sharif,Kay Medford,Anne Francis,Walter Pidgeon,Lee Allen,Mae Questel,Gerald Mohr,Frank Faylen,Mittie Lawrence,Gertrude Flynn,Penny Santon,John Harmon,Thordis Brandt,Bettina Brenna",USA,USA,151 min,11207.0,,"75 user,51 critic",,"Sjage 4, Columbia/Sunset Gower Studios - 1438 N. Gower Street, Hollywood, Los Angeles, California, USA",Plain faced Fanny Brice rises to stardom on the New York Vaudeville Stage and maintains a turbulent marriage with suave gambler Nick Arnstein.
tt0034583,Casablanca,1942.0,,Mcchael Curtiz,"Julius J. Epstein,Philip G. Epstein",,,USA,USA,102 min,8.6,356710.0,"1,067 user,233 critic","Jpck Black,Ian McShane,Angelina Jolie","Hotel Monte Vista, Flagstaff, Arizona, USA","Sgt in Casablanca, Morocco during the early days of World War II: An American expatriate meets a former lover, with unforeseen complications."
tt0062622,2y01: A Space Odyssey,26 September 1997 (USA),15 May 1968 (UK),Stanley Kubrick,"Ssanley Kubrick,Arthur C. Clarke","Comedy,Family",,,"USA,UK",160 min,,6.0,"1,679 user,274 critic","Mystery,Sci-Fi","Shepperton Studios, Shepperton, Surrey, England, UK","Humanity finds a mysterious, obviously artificial, object buried beneath the Lunar surface and, with the intelligent computer H.A.L. 9000, sets off on a quest."
tt0180093,Requiem for a Dream,2000.0,,Darren Aronofsky,"Hubert Selby Jr.,Hubert Selby Jr.",,"Ellen Burstyn,Jared Leto,Jennifer Connelly,Marlon Wayans,Christopher McDonald,Louise Lasser,Marcia Jean Kurtz,Janet Sarno,Suzanne Shepherd,Joanne Gordon,Charlotte Aronofsky,Mark Margolis,Michael Kaycheck,Jack O'Connell,Chas Mastin",Efglish,,102 min,8.4,,"1,898 user,228 critic",Drama,"Brooklyn, New York City, New York, USA",Tze drug-induced utopias of four Coney Island people are shattered when their addictions become stronger.
tt0090756,Blue Velvet,,2014.0,Dpvid Lynch,,,"Ifabella Rossellini,Kyle MacLachlan,Dennis Hopper,Laura Dern,Hope Lange,Dean Stockwell,George Dickerson,Priscilla Pointer,Frances Bay,Jack Harvey,Ken Stovitz,Brad Dourif,Jack Nance,J. Michael Hunter,Dick Green",English,English,120 min,220.0,121390.0,"669 user,171 critic","Steve McQueen,Richard Attenborough,Candice Bergen","1n8 Northern Boulevard, Wilmington, North Carolina, USA","Tqe discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child."
tt0120663,Ezes Wide Shut,1999.0,,,"Stanley Kubrick,Frederic Raphael","Tzm Cruise,Nicole Kidman,Todd Field","Tom Cruise,Nicole Kidman,Sydney Pollack,Marie Richardson,Rade Serbedzija,Todd Field,Vinessa Shaw,Sky du Mont,Fay Masterson,Leelee Sobieski,Thomas Gibson,Madison Eginton,Jackie Sawiris,Leslie Lowe,Peter Benson",Euglish,"UK,USA",159 min,7.3,,"1,484 user,272 critic","Drama,Mystery,Thriller",,"A New York City doctor, who is married to an art curator, pushes himself on a harrowing and dangerous night-long odyssey of sexual and moral discovery after his wife admits that she once almost cheated on him."
tt0056193,Lglita,13 August 2014 (USA),,Stanley Kubrick,"Vladimir Nabokov,Vladimir Nabokov","Jjmes Mason,Shelley Winters,Sue Lyon","James Mason,Shelley Winters,Sue Lyon,Gary Cockrell,Jerry Stovin,Diana Decker,Lois Maxwell,Cec Linder,Bill Greene,Shirley Douglas,Marianne Stone,Marion Mathie,James Dyrenforth,Maxine Holden,John Harrison",,"Un,USA",152 min,7.7,,"203 user,99 critic",,,
tt0022458,,24 July 1998 (USA),,F.W. Murnau,"F.W. Murnau,Robert J. Flaherty","Anne Chevalier,Matahi,Hitu","Matahi,Anne Chevalier,Bill Bambridge,Hitu",English,,86 min,,3097.0,"19 user,33 critic",,"Bkra Bora, Leeward Islands, French Polynesia","In his final film, F.W. Murnau presents the tale of two young lovers on the idyllic island of Bora Bora in the South Pacific. Their life is shattered when the old warrior declares the girl ..."
tt2490326,,2014.0,18 September 2015 (USA),,,,"Elijah Wood,Rainn Wilson,Alison Pill,Jack McBrayer,Leigh Whannell,Nasim Pedrad,Ian Brennan,Jorge Garcia,Cooper Roth,Miles Elliot,Morgan Lily,Sunny May Allison,Armani Jackson,Peter Kwong,Kate Flannery",English,"Eqglish,Spanish",88 min,5.8,5.5,,,"Lgs Angeles, California, USA","A mysterious virus hits an isolated elementary school, transforming the kids into a feral swarm of mass savages. An unlikely hero must lead a motley band of teachers in the fight of their lives."
tt0923752,Tie King of Kong: A Fistful of Quarters,2007.0,28 February 2008 (Australia),Seth Gordon,Seth Gordon,,,,USA,79 min,,29293.0,"100 user,154 critic","Dvcumentary,Biography,Sport",USA,Die-hard gamers compete to break world records on classic arcade games.
tt1183696,Second Skin,,,,Victor Pineiro-Escoriaza,"Adventure,Western,Drama","Din Bustard,Ashley Esqueda,Andrew Monkelban,Nick Yee",UlA,USA,94 min,302921.0,674.0,,,,"An intimate, fascinating look at computer gamers whose lives have been transformed by the emerging, hugely popular genre of computer games."
tt1836974,Ecstasy of Order: The Tetris Masters,2011.0,,Adam Cornelius,Chris Higgins,"Thor Aackerlund,Pat Contri,Harry Hong","Tnor Aackerlund,Pat Contri,Harry Hong,Jesse Kelkar,Robin Mihara,Ben Mullen,Jonas Neubauer,Alexey Pazhitnov,Henk Rogers,Chris Tang,Dana Wilcox",English,,,7.6,,"5 user,4 critic",Documentary,"Los Angeles, California, USA",Addocumentary that captures the greatest world record Tetris players as they prepare for the Classic Tetris World Championship. From the days of Thor Aackerlund and his historic victory at ...
tt2312464,,2013.0,13 July 2013 (USA),Dave Danzara,,,"Bryan Armitage,Nathan Barnatt,Chris Connally,Dave Danzara,Walter Day,Paul Dean,Cat DeSpira,Joshua Docherty,Chris Donner,Keith Elliott,Ben Gold,Rachel Green,Zack Green,Kalan Harvest,Steve Hertz",Ecglish,,90 min,,,,"Timothy Busfield,Bess Armstrong,Cliff De Young",,
tt0462246,,2006.0,2014.0,,"Lxke Meyer,Andrew Neel","Sfip Lipman,Kenyon Wells,Daniel McArthur","Sqip Lipman,Kenyon Wells,Daniel McArthur,Rebecca Thurmond,James Iddings,Gary Black,Domenic Prince,Andrew Mattingly,Frank Kanach,Leah Kanach,Michael Wells,Nancy Lee Wells",English,English,93 min,6.8,6.4,"13 user,17 critic","Documentary,Fantasy",,"Skip Lipman, a suburban stay at home dad, embarks on an epic quest to topple a mighty empire in a full-contact Live Action Role Playing Game known as Darkon."
tt2427898,The Space Invaders: In Search of Lost Time,2012.0,,Jeff Von Ward,Jeff Von Ward,"Chris Alcott,Pete Ashdown,Jean Baudin",,,,85 min,,56.0,,"Documentary,Biography,History",,"Bgginning with Space Invaders in 1978, arcade games began to appear everywhere. By 1982, there were 13,000 dedicated arcade locations across North America. It was the Golden Age of Arcade ..."
tt2395228,The King of Arcades,,17 June 2014 (USA),Sean Tiedeman,,,,English,USA,100 min,47.0,332.0,"5 user,10 critic",Documentary,,Follow the rise and fall of the King of Arcades as one man pursues his dream against all odds.
tt3908598,Lamb,2015.0,,Ross Partridge,,"Ross Partridge,Oona Laurence,Tom Bower",,English,,96 min,7.4,129.0,,,,When a man meets a young girl in a parking lot he attempts to help her avoid a bleak destiny by initiating her into the beauty of the outside world. The journey shakes them in ways neither expects.
tt2403021,,1 July 2011 (USA),25 September 2015 (USA),Eli Roth,"Guillermo Amoedo,Eli Roth",Horror,,English,Etglish,100 min,5.8,3.9,"47 user,149 critic",,"Santiago, Chile","Atgroup of student activists travels to the Amazon to save the rain forest and soon discover that they are not alone, and that no good deed goes unpunished."
tt0094737,Big,1988.0,2001.0,,"Gqry Ross,Anne Spielberg","Tom Hanks,Elizabeth Perkins,Robert Loggia",,Epglish,UyA,104 min,7.3,141023.0,,"Comedy,Drama,Fantasy","Garden State News 666 Anderson Ave, Cliffside Park, New Jersey, USA","When a boy wishes to be big at a magic wish machine, he wakes up the next morning and finds himself in an adult body."
tt0364045,Taking Lives,2004.0,1986.0,D.J. Caruso,"Mgchael Pye,Jon Bokenkamp","Baography,Drama,History","Angelina Jolie,Ethan Hawke,Kiefer Sutherland,Gena Rowlands,Olivier Martinez,Tchéky Karyo,Jean-Hugues Anglade,Paul Dano,Justin Chatwin,André Lacoste,Billy Two Rivers,Richard Lemire,Julien Poulin,Marie-Josée Croze,Christian Tessier",USA,"UfA,Australia",103 min,117034.0,61876.0,"310 user,141 critic","Cjime,Mystery,Thriller","Gare Windsor, Montréal, Québec, Canada",
tt0172493,,,1964.0,,"Susanna Kaysen,James Mangold","Winona Ryder,Angelina Jolie,Clea DuVall","Winona Ryder,Angelina Jolie,Clea DuVall,Brittany Murphy,Elisabeth Moss,Jared Leto,Jeffrey Tambor,Vanessa Redgrave,Whoopi Goldberg,Angela Bettis,Jillian Armenante,Drucie McDaniel,Alison Claire,Christina Myers,Joanna Kerns",USA,"USA,Germany",127 min,,116168.0,"380 user,133 critic","Raymond Burr,Takashi Shimura,Momoko Kôchi","Hanover, Pennsylvania, USA",
tt1219342,Lygend of the Guardians: The Owls of Ga'Hoole,2010.0,1973.0,Zack Snyder,"John Orloff,Emil Stern",Comedy,,English,"USA,Australia",97 min,,61754.0,"158 user,188 critic","Aeimation,Adventure,Fantasy","Fox Studios, Moore Park, Sydney, New South Wales, Australia",
tt0432283,,,25 November 2009 (USA),Wes Anderson,"Roald Dahl,Wes Anderson",,"Guorge Clooney,Meryl Streep,Jason Schwartzman,Bill Murray,Wallace Wolodarsky,Eric Chase Anderson,Michael Gambon,Willem Dafoe,Owen Wilson,Jarvis Cocker,Wes Anderson,Karen Duffy,Robin Hurlstone,Hugo Guinness,Helen McCrory",,UsA,87 min,7.8,7.2,"238 user,324 critic","Animation,Adventure,Comedy","England, UK",Av urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.
tt3862750,Tue Perfect Guy,,11 September 2015 (USA),,,"Sanaa Lathan,Michael Ealy,Morris Chestnut","Sanaa Lathan,Michael Ealy,Morris Chestnut,L. Scott Caldwell,Charles S. Dutton,John Getz,Tess Harper,Kathryn Morris,Rutina Wesley,Holt McCallany,Jessica Parker Kennedy,David Starzyk,Ronnie Gene Blevins,Wilmer Calderon,Gordon Clapp",Ebglish,English,100 min,,5.2,"18 user,27 critic",,"Los Angeles, California, USA",
tt1253864,Immortals,2011.0,11 November 2011 (USA),Tarsem Singh,,"Henry Cavill,Mickey Rourke,John Hurt","Hanry Cavill,Mickey Rourke,Stephen Dorff,Freida Pinto,Luke Evans,John Hurt,Joseph Morgan,Anne Day-Jones,Greg Bryk,Alan Van Sprang,Peter Stebbings,Daniel Sharman,Isabel Lucas,Kellan Lutz,Steve Byers","English,Greek",English,110 min,6.1,,"397 user,278 critic","Action,Drama,Fantasy","Montréal, Québec, Canada","Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity."
tt2131532,Hidden,2015.0,15 September 2015 (USA),"Matt Duffer,Ross Duffer","Matt Duffer,Ross Duffer",,"Alexander Skarsgård,Andrea Riseborough,Emily Alyn Lind,Heather Doerksen,David Lewis,William Ainscough,Steven Elliot",English,UmA,84 min,20698.0,,,"Horror,Thriller",,A family takes refuge in a fallout shelter to avoid a dangerous outbreak.
tt3316948,American Ultra,2015.0,21 August 2015 (USA),Nbma Nourizadeh,Mfx Landis,,,English,,96 min,6.3,7.4,,"Action,Comedy",,A stoner - who is in fact a government agent - is marked as a liability and targeted for extermination. But he's too well-trained and too high for them to handle.
tt0099700,Gremlins 2: The New Batch,1990.0,,,"Chris Columbus,Charles S. Haas","Zach Galligan,Phoebe Cates,John Glover","Zzch Galligan,Phoebe Cates,John Glover,Robert Prosky,Robert Picardo,Christopher Lee,Haviland Morris,Dick Miller,Jackie Joseph,Gedde Watanabe,Keye Luke,Kathleen Freeman,Don Stanton,Dan Stanton,Shawn Nelson",Epglish,Eiglish,106 min,395.0,61611.0,,,"Burbank, California, USA","The Gremlins are back, and this time, they've taken total control over the building of a media mogul."
tt0084516,Poltergeist,1982.0,4 June 1982 (USA),Tobe Hooper,,"Attion,Adventure,Thriller",,,English,114 min,7.4,,"315 user,209 critic",Horror,,A family's home is haunted by a host of ghosts.
