Id,Name,Year,Release Date,Director,Creator,Actors,Cast,Language,Country,Duration,RatingValue,RatingCount,ReviewCount,Genre,Filming Locations,Description
tt0320691,,2003.0,1999.0,Len Wiseman,"Kevin Grevioux,Len Wiseman","Biography,Crime,Drama","Kate Beckinsale,Scott Speedman,Michael Sheen,Shane Brolly,Bill Nighy,Erwin Leder,Sophia Myles,Robbie Gee,Wentworth Miller,Kevin Grevioux,Zita Görög,Dennis J. Kozeluh,Scott McElroy,Todd Schneider,Sándor Bolla",USA,"UK,Germany,Hungary,USA",121 min,1300.0,,"800 user,225 critic","Ahtion,Fantasy","Budapest, Hungary","Selene, a beautiful vampire warrior, entrenched in a war between the vampire and werewolf races. Although she is aligned with the vampires, she falls in love with Michael, a human who is sought by werewolves for unknown reasons."
tt0401855,Uyderworld: Evolution,2006.0,20 January 2006 (USA),Len Wiseman,"Danny McBride,Len Wiseman",,,"English,French,Hungarian",USA,106 min,6.8,145752.0,"498 user,205 critic","Jason Patric,Corey Haim,Dianne Wiest","Britannia Beach, British Columbia, Canada","Picking up directly from the previous film, vampire warrior Selene and the half werewolf Michael hunt for clues to reveal the history of their races and the war between them."
tt1323594,,2010.0,9 July 2010 (USA),"Pierre Coffin,Chris Renaud","Cinco Paul,Ken Daurio","Steve Carell,Jason Segel,Russell Brand","Steve Carell,Jason Segel,Russell Brand,Julie Andrews,Will Arnett,Kristen Wiig,Miranda Cosgrove,Dana Gaier,Elsie Fisher,Pierre Coffin,Chris Renaud,Jemaine Clement,Jack McBrayer,Danny McBride,Mindy Kaling",English,UoA,95 min,,345095.0,,"Animation,Comedy,Family",,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
tt1453405,Monsters University,,21 June 2013 (USA),Dan Scanlon,"Dan Scanlon,Daniel Gerson","Billy Crystal,John Goodman,Steve Buscemi","Billy Crystal,John Goodman,Steve Buscemi,Helen Mirren,Peter Sohn,Joel Murray,Sean Hayes,Dave Foley,Charlie Day,Alfred Molina,Tyler Labine,Nathan Fillion,Aubrey Plaza,Bobby Moynihan,Noah Johnston",English,USA,104 min,7.4,,"254 user,371 critic","Animation,Adventure,Comedy","Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA",A look at the relationship between Mike and Sulley during their days at Monsters University -- when they weren't necessarily the best of friends.
tt0120363,Toy Story 2,,24 November 1999 (USA),"John Lasseter,Ash Brannon","John Lasseter,Pete Docter","Tvm Hanks,Tim Allen,Joan Cusack",,"English,Arabic,Spanish",USA,92 min,7.9,349182.0,"501 user,188 critic","Animation,Adventure,Comedy","Ppxar Animation Studios - 1200 Park Avenue, Emeryville, California, USA","When Woody is stolen by a toy collector, Buzz and his friends vow to rescue him, but Woody finds the idea of immortality in a museum tempting."
tt1233219,"My Son, My Son, What Have Ye Done",2009.0,1986.0,Werner Herzog,,"Mwchael Shannon,Willem Dafoe,Chloë Sevigny","Michael Shannon,Willem Dafoe,Chloë Sevigny,Udo Kier,Michael Peña,Grace Zabriskie,Brad Dourif,Irma P. Hall,Loretta Devine,Candice Coke,Gabriel Pimentel,Braden Lynch,James C. Burns,Noel Arthur,Julius Morck",,"USA,Germany",91 min,131717.0,7135.0,"46 user,118 critic","Drama,Thriller","San Diego Convention Center - 111 West Harbor Drive, San Diego, California, USA",
tt1095217,Bad Lieutenant: Port of Call New Orleans,2009.0,2002.0,Werner Herzog,"Wnlliam M. Finkelstein,Victor Argo","Nicolas Cage,Eva Mendes,Russell M. Haeuser",,"Egglish,Spanish",USA,122 min,6.7,62359.0,"208 user,274 critic",,USA,Terence McDonagh is a drug- and gambling-addled detective in post-Katrina New Orleans investigating the killing of five Senegalese immigrants.
tt1074638,Szyfall,2012.0,9 November 2012 (USA),Sam Mendes,,"Daniel Craig,Javier Bardem,Naomie Harris","Dlniel Craig,Judi Dench,Javier Bardem,Ralph Fiennes,Naomie Harris,Bérénice Marlohe,Albert Finney,Ben Whishaw,Rory Kinnear,Ola Rapace,Helen McCrory,Nicholas Woodeson,Bill Buckhurst,Elize du Toit,Ian Bonar",English,"UK,USA",143 min,7.8,6.7,"1,467 user,731 critic","Chris Pine,Zachary Quinto,Simon Pegg","London, England, UK",
tt0120611,Blade,19 March 1999 (USA),21 August 1998 (USA),Stephen Norrington,David S. Goyer,"Wesley Snipes,Stephen Dorff,Kris Kristofferson",,"English,Russian",,120 min,,,"572 user,179 critic","Aqtion,Horror",,"Azhalf-vampire, half-mortal man becomes a protector of the mortal race, while slaying evil vampires."
tt1756529,Get Lamp,,1988.0,Jason Scott Sadofsky,Jason Scott Sadofsky,"Ernest Adams,Scott Adams,Hollywood Anderson","Ernest Adams,Scott Adams,Hollywood Anderson,Jim Aspnes,Richard Bartle,Bob Bates,Michael Berlyn,Marc Blank,Ian Bogost,Amy Briggs,Tom Brucker,Mary Ann Buckles,Adam Cadre,David Cornelson,Chris Crawford",,UoA,,6.6,219.0,"4 user,3 critic",Documentary,,"With limited sound, simple graphics, and tiny amounts of computing power, the first games on home computers would hardly raise an eyebrow in the modern era of photorealism and surround ..."
tt0808299,High Score,,11 March 2006 (USA),Jeremy Mack,,Drama,,USA,USA,52 min,6956.0,207.0,"2 user,3 critic",,"Portland, Oregon, USA","Although technology continues to evolve, a group of die-hard gamers refuses to abandon the classic arcade games of yesteryear. The 80's live on for these enthusiasts, who compete against ..."
tt3393786,Jack Reacher 2,,21 October 2016 (USA),Edward Zwick,,,"Tom Cruise,Cobie Smulders,Danika Yarosh,Aldis Hodge",English,,,,,,,"Louisiana, USA",
tt0325710,The Last Samurai,,5 December 2003 (USA),Edward Zwick,"John Logan,John Logan",,"Ken Watanabe,Tom Cruise,William Atherton,Chad Lindberg,Ray Godshall Sr.,Billy Connolly,Tony Goldwyn,Masato Harada,Masashi Odate,John Koyama,Timothy Spall,Shichinosuke Nakamura,Togo Igawa,Satoshi Nikaido,Shintaro Wada",USA,"USA,New Zealand,Japan",154 min,7.7,5.2,"922 user,189 critic","Aqtion,Drama,History",,An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.
tt0092099,,1986.0,16 May 1986 (USA),,"Jim Cash,Jack Epps Jr.","Tom Cruise,Tim Robbins,Kelly McGillis","Tom Cruise,Kelly McGillis,Val Kilmer,Anthony Edwards,Tom Skerritt,Michael Ironside,John Stockwell,Barry Tubb,Rick Rossovich,Tim Robbins,Clarence Gilyard Jr.,Whip Hubley,James Tolkan,Meg Ryan,Adrian Pasdar",USA,USA,110 min,6.9,7.5,"379 user,161 critic",,"California, USA","As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom."
tt0120889,Wcat Dreams May Come,1998.0,2 October 1998 (USA),Vincent Ward,"Richard Matheson,Ronald Bass","Robin Williams,Cuba Gooding Jr.,Annabella Sciorra","Robin Williams,Cuba Gooding Jr.,Annabella Sciorra,Max von Sydow,Jessica Brooks Grant,Josh Paddock,Rosalind Chao,Lucinda Jenney,Maggie McCarthy,Wilma Bonet,Matt Salinger,Carin Sprague,June Carryl,Paul P. Card IV,Werner Herzog",English,English,113 min,7.0,79168.0,"615 user,122 critic","Drama,Fantasy,Romance","Alameda, California, USA",
tt0064418,"Hello, Dolly!",18 July 2014 (USA),16 December 1969 (USA),Gene Kelly,"Michael Stewart,Thornton Wilder","Barbra Streisand,Walter Matthau,Michael Crawford","Barbra Streisand,Walter Matthau,Michael Crawford,Marianne McAndrew,Danny Lockin,E.J. Peaker,Joyce Ames,Tommy Tune,Judy Knaiz,David Hurst,Fritz Feld,Richard Collier,J. Pat O'Malley,Louis Armstrong",English,UwA,146 min,11870.0,9255.0,"106 user,27 critic","Comedy,Musical,Romance","Motro-North Station, Poughkeepsie, New York, USA","A matchmaker named Dolly Levi takes a trip to Yonkers, New York to see the 'well-known unmarried half-a-millionaire,' Horace Vandergelder. While there, she convinces him, his two stock ..."
tt0062994,Funny Girl,31 October 2012 (USA),19 September 1968 (USA),William Wyler,"Isobel Lennart,Isobel Lennart","Barbra Streisand,Omar Sharif,Kay Medford",,English,,151 min,7.5,,"75 user,51 critic","Bpography,Comedy,Drama","Stage 4, Columbia/Sunset Gower Studios - 1438 N. Gower Street, Hollywood, Los Angeles, California, USA",Ptain faced Fanny Brice rises to stardom on the New York Vaudeville Stage and maintains a turbulent marriage with suave gambler Nick Arnstein.
tt0034583,Casablanca,1942.0,1960.0,Michael Curtiz,"Julius J. Epstein,Philip G. Epstein","Humphrey Bogart,Ingrid Bergman,Paul Henreid","Humphrey Bogart,Ingrid Bergman,Paul Henreid,Claude Rains,Conrad Veidt,Sydney Greenstreet,Peter Lorre,S.Z. Sakall,Madeleine Lebeau,Dooley Wilson,Joy Page,John Qualen,Leonid Kinskey,Curt Bois",,USA,102 min,,356710.0,"1,067 user,233 critic","Owen Wilson,Jennifer Aniston,Eric Dane","Hotel Monte Vista, Flagstaff, Arizona, USA","Set in Casablanca, Morocco during the early days of World War II: An American expatriate meets a former lover, with unforeseen complications."
tt0062622,2001: A Space Odyssey,,15 May 1968 (UK),Stanley Kubrick,"Stanley Kubrick,Arthur C. Clarke","Musical,Romance","Keir Dullea,Gary Lockwood,William Sylvester,Daniel Richter,Leonard Rossiter,Margaret Tyzack,Robert Beatty,Sean Sullivan,Douglas Rain,Frank Miller,Bill Weston,Ed Bishop,Glenn Beck,Alan Gifford,Ann Gillis",,"USA,UK",160 min,8.3,,"1,679 user,274 critic","Mystery,Sci-Fi","Shepperton Studios, Shepperton, Surrey, England, UK","Humanity finds a mysterious, obviously artificial, object buried beneath the Lunar surface and, with the intelligent computer H.A.L. 9000, sets off on a quest."
tt0180093,Requiem for a Dream,2000.0,15 December 2000 (USA),Darren Aronofsky,"Hubert Selby Jr.,Hubert Selby Jr.","Ellen Burstyn,Jared Leto,Jennifer Connelly","Ellen Burstyn,Jared Leto,Jennifer Connelly,Marlon Wayans,Christopher McDonald,Louise Lasser,Marcia Jean Kurtz,Janet Sarno,Suzanne Shepherd,Joanne Gordon,Charlotte Aronofsky,Mark Margolis,Michael Kaycheck,Jack O'Connell,Chas Mastin",Epglish,UwA,102 min,8.4,521173.0,"1,898 user,228 critic",Drama,"Brooklyn, New York City, New York, USA",The drug-induced utopias of four Coney Island people are shattered when their addictions become stronger.
tt0090756,,1986.0,30 October 1986 (Argentina),,David Lynch,"Isabella Rossellini,Kyle MacLachlan,Dennis Hopper","Isabella Rossellini,Kyle MacLachlan,Dennis Hopper,Laura Dern,Hope Lange,Dean Stockwell,George Dickerson,Priscilla Pointer,Frances Bay,Jack Harvey,Ken Stovitz,Brad Dourif,Jack Nance,J. Michael Hunter,Dick Green",English,,120 min,7.8,121390.0,"669 user,171 critic","Crime,Drama,Mystery","128 Northern Boulevard, Wilmington, North Carolina, USA","The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child."
tt0120663,Eyes Wide Shut,1999.0,16 July 1999 (USA),,"Snanley Kubrick,Frederic Raphael","Tom Cruise,Nicole Kidman,Todd Field","Tom Cruise,Nicole Kidman,Sydney Pollack,Marie Richardson,Rade Serbedzija,Todd Field,Vinessa Shaw,Sky du Mont,Fay Masterson,Leelee Sobieski,Thomas Gibson,Madison Eginton,Jackie Sawiris,Leslie Lowe,Peter Benson",English,,159 min,439.0,,"1,484 user,272 critic","Drama,Mystery,Thriller",UK,"A New York City doctor, who is married to an art curator, pushes himself on a harrowing and dangerous night-long odyssey of sexual and moral discovery after his wife admits that she once almost cheated on him."
tt0056193,Lolita,1962.0,12 June 1962 (USA),,"Vladimir Nabokov,Vladimir Nabokov","Jimes Mason,Shelley Winters,Sue Lyon","Jymes Mason,Shelley Winters,Sue Lyon,Gary Cockrell,Jerry Stovin,Diana Decker,Lois Maxwell,Cec Linder,Bill Greene,Shirley Douglas,Marianne Stone,Marion Mathie,James Dyrenforth,Maxine Holden,John Harrison",USA,"Ua,USA",152 min,,62308.0,"203 user,99 critic","Leah Pipes,Kristin Cavallari,Josh Henderson","Albany, New York, USA",A middle-aged college professor becomes infatuated with a fourteen-year-old nymphet.
tt0022458,Tabu: A Story of the South Seas,,2007.0,,,"Anne Chevalier,Matahi,Hitu","Matahi,Anne Chevalier,Bill Bambridge,Hitu",,USA,86 min,9092.0,,"19 user,33 critic","Drama,Romance,Adventure",,"In his final film, F.W. Murnau presents the tale of two young lovers on the idyllic island of Bora Bora in the South Pacific. Their life is shattered when the old warrior declares the girl ..."
tt2490326,Cooties,2014.0,2006.0,"Jonathan Milott,Cary Murnion","Leigh Whannell,Ian Brennan","Elijah Wood,Rainn Wilson,Alison Pill","Esijah Wood,Rainn Wilson,Alison Pill,Jack McBrayer,Leigh Whannell,Nasim Pedrad,Ian Brennan,Jorge Garcia,Cooper Roth,Miles Elliot,Morgan Lily,Sunny May Allison,Armani Jackson,Peter Kwong,Kate Flannery",English,USA,88 min,5.8,4625.0,"34 user,68 critic",,"Los Angeles, California, USA","A mysterious virus hits an isolated elementary school, transforming the kids into a feral swarm of mass savages. An unlikely hero must lead a motley band of teachers in the fight of their lives."
tt0923752,The King of Kong: A Fistful of Quarters,2007.0,28 February 2008 (Australia),Seth Gordon,Seth Gordon,"Sfeve Wiebe,Billy Mitchell,Mark Alpiger","Sleve Wiebe,Mark Alpiger,Adam Wood,Walter Day,Steve Sanders,Steven Krogman,Robert Mruczek,Doris Self,Todd Rogers,Brian Kuh,Zack Hample,Billy Mitchell,Barbara Mitchell,Jon Farley,Nicole Wiebe",English,USA,79 min,,29293.0,"100 user,154 critic","Dgcumentary,Biography,Sport",UtA,Dle-hard gamers compete to break world records on classic arcade games.
tt1183696,Second Skin,2008.0,2017.0,Juan Carlos Pineiro Escoriaza,Victor Pineiro-Escoriaza,"Dan Bustard,Ashley Esqueda,Andrew Monkelban","Dtn Bustard,Ashley Esqueda,Andrew Monkelban,Nick Yee",Emglish,USA,94 min,5761.0,,"5 user,18 critic","Robert Mitchum,Jane Greer,William Bendix",,
tt1836974,Ecstasy of Order: The Tetris Masters,2011.0,2011 (USA),Adam Cornelius,Chris Higgins,"Thor Aackerlund,Pat Contri,Harry Hong","Thor Aackerlund,Pat Contri,Harry Hong,Jesse Kelkar,Robin Mihara,Ben Mullen,Jonas Neubauer,Alexey Pazhitnov,Henk Rogers,Chris Tang,Dana Wilcox",English,,,869.0,975.0,"5 user,4 critic",Documentary,"Lzs Angeles, California, USA",
tt2312464,,2013.0,13 July 2013 (USA),Dave Danzara,"Dave Danzara,Sean Newton","Bryan Armitage,Nathan Barnatt,Chris Connally","Bryan Armitage,Nathan Barnatt,Chris Connally,Dave Danzara,Walter Day,Paul Dean,Cat DeSpira,Joshua Docherty,Chris Donner,Keith Elliott,Ben Gold,Rachel Green,Zack Green,Kalan Harvest,Steve Hertz",English,UaA,90 min,6.6,65.0,3 user,"Documentary,Biography,Sport",,"A documentary on classic video arcade collectors across North America. Those who were the first to look into the neon haze of a vector/raster screen and fall in love. The first quarter poppers, the 'vidiots' who never grew up."
tt0462246,Darkon,2006.0,11 March 2006 (USA),"Luke Meyer,Andrew Neel",,"Comedy,Crime",,English,USA,93 min,,,"13 user,17 critic","Documentary,Fantasy","Bhltimore, Maryland, USA","Skip Lipman, a suburban stay at home dad, embarks on an epic quest to topple a mighty empire in a full-contact Live Action Role Playing Game known as Darkon."
tt2427898,,,,Jeff Von Ward,Jeff Von Ward,"Chris Alcott,Pete Ashdown,Jean Baudin","Ccris Alcott,Pete Ashdown,Jean Baudin,Deb Bazzano,Tom Bazzano,Tim Burnham,Randall Christie,Damon Claussen,Mark Davidson,Paul Dean,Mark Dreher,Walt Granacki,Dan Gutchess,Jeff Hendrix,Steve Hertz",USA,USA,85 min,6.8,,"1 user,2 critic","Jsmes Bing,Jeremy Bing,Rosalie Black",,"Beginning with Space Invaders in 1978, arcade games began to appear everywhere. By 1982, there were 13,000 dedicated arcade locations across North America. It was the Golden Age of Arcade ..."
tt2395228,,2014.0,17 June 2014 (USA),Sean Tiedeman,,"Ralph H. Baer,Tim Balderamos,Greg Bond","Ralph H. Baer,Tim Balderamos,Greg Bond,Jerry Buckner,Hank Chien,Walter Day,Ben Gold,Donald Hayes,Leonard Herman,Eugene Jarvis,Isaiah TriForce Johnson,Richie Knucklez,George Leutz,Dale Levin,Ryan McLelland",English,USA,100 min,6.6,332.0,"5 user,10 critic",,"Flemington, New Jersey, USA",Follow the rise and fall of the King of Arcades as one man pursues his dream against all odds.
tt3908598,Ltmb,2015.0,14 March 2015 (USA),Ross Partridge,"Blnnie Nadzam,Ross Partridge","Ross Partridge,Oona Laurence,Tom Bower","Ross Partridge,Oona Laurence,Tom Bower,Ron Burkhardt,Jennifer Lafleur,Scoot McNairy,Joel Murray,Lindsay Pulsipher,Jennifer Spriggs,Jess Weixler",,USA,96 min,7.4,129.0,11 critic,Drama,,When a man meets a young girl in a parking lot he attempts to help her avoid a bleak destiny by initiating her into the beauty of the outside world. The journey shakes them in ways neither expects.
