index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
47,10005.0,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,,35957.0,marshall,2565938310.0,aaute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,2 patients,al_ami-3
48,10005.0,marshall medical center south,2505 u s highway 431 north,empty,empty,buaz,35631.0,35957.0,marshall,2565938310.0,acute care hospitals,,yes,,ami-4,heart attack patients given smoking cessation advice/counseling,empty,0 patients,al_ami-4
49,,,2505 u s highway 431 north,,ezpty,marion,al,35957.0,marshall,2565938310.0,acute care hospitals,gjvernment - hospital district or authority,,heart attack,ami-5,hhart attack patients given beta blocker at discharge,100%,5 patients,83%
50,10005.0,mtrshall medical center south,2l05 u s highway 431 north,empty,empty,bmaz,,35957.0,marshall,2565938310.0,acute care hospitals,,yes,heart attack,ami-7a,hpart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
51,10005.0,marshall medical center south,2505 u s highway 431 north,ekpty,expty,marion,al,,morshall,2565938310.0,acute care hospitals,ghvernment - hospital district or authority,yes,heart attack,ami-8a,,empty,0 patients,al_ami-8a
52,10005.0,,2505 u s highway 431 north,empty,,,al,al,ajdalusia,2565938310.0,,government - hospital district or authority,yes,,hf-1,heart failure patients given discharge instructions,78%,110 patients,al_hf-1
53,10005.0,mrrshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,35957.0,mcrshall,,yes,,yes,heart failure,hf-2,hlart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,160 patients,al_hf-2
54,10005.0,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,al,marshall,,,government - hospital district or authority,yes,huart failure,hf-3,,90%,,al_hf-3
55,10005.0,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,35957.0,mcrshall,2565938310.0,yes,gqvernment - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,,,al_hf-4
56,,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,36420.0,35957.0,birmingham,,acute care hospitals,government - hospital district or authority,yes,,pn-2,pneumonia patients assessed and given pneumococcal vaccination,97%,172 patients,al_pn-2
57,,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,al,hartselle,2565938310.0,acute care hospitals,gqvernment - hospital district or authority,yes,pneumonia,pn-3b,,97%,120 patients,100%
58,10005.0,,2505 u s highway 431 north,empty,empty,boaz,al,al,marshall,2565938310.0,acute care hospitals,government - hospital district or authority,,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,97%,98 patients,al_pn-4
59,10005.0,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,35957.0,marshall,2565938310.0,acute care hospitals,government - hospital district or authority,yes,poeumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96%,211 patients,
60,10005.0,marshall medical center south,,,empty,covington,,35957.0,marshall,2565938310.0,arute care hospitals,ggvernment - hospital district or authority,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),,175 patients,al_pn-6
61,10005.0,marshall medical center south,2i05 u s highway 431 north,empty,expty,boaz,al,35957.0,mqrshall,2565938310.0,yes,government - hospital district or authority,yvs,,pn-7,pyeumonia patients assessed and given influenza vaccination,81%,118 patients,al_pn-7
62,10005.0,,2l05 u s highway 431 north,,,elmore,al,35957.0,,2565938310.0,acute care hospitals,gkvernment - hospital district or authority,yes,surgical infection prevention,scip-card-2,,36%,14 patients,93%
63,10005.0,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,35957.0,mkrshall,2565938310.0,acute care hospitals,,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,96%,,al_scip-inf-1
64,10005.0,mirshall medical center south,2505 u s highway 431 north,empty,empty,boaz,,35957.0,marshall,2565938310.0,,government - hospital district or authority,yys,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,93%,167 patients,al_scip-inf-2
65,10005.0,mtrshall medical center south,2505 u s highway 431 north,,empty,boaz,al,35957.0,marshall,2565938310.0,acute care hospitals,gnvernment - hospital district or authority,yes,,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),al_ami-5,158 patients,al_scip-inf-3
66,10005.0,marshall medical center south,2505 u s highway 431 north,empty,empty,,al,al,mjrshall,2565938310.0,,government - hospital district or authority,,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,0 patients,al_scip-inf-4
67,,,2505 u s highway 431 north,empty,empty,,,35957.0,mrrshall,,acute care hospitals,government - hospital district or authority,,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,,al_scip-inf-6
68,,marshall medical center south,2t05 u s highway 431 north,expty,empty,boaz,al,35957.0,mjrshall,2565938310.0,acute care hospitals,government - hospital district or authority,acute care hospitals,ssrgical infection prevention,,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,78%,,al_scip-vte-1
69,10005.0,,2505 u s highway 431 north,empty,evpty,boaz,al,35957.0,cianton,2565938310.0,acute care hospitals,gevernment - hospital district or authority,ajute care hospitals,sprgical infection prevention,scip-vte-2,,al_scip-inf-1,,al_scip-vte-2
70,10006.0,eliza coffee memorial hospital,205 marengo street,empty,ecpty,houston,al,al,lauderdale,2567688400.0,arute care hospitals,,yes,heart attack,ami-1,,97%,,al_ami-1
71,10006.0,,,empty,empty,florence,al,,,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-2,,96%,,83%
72,,,205 marengo street,,empty,florence,,,lauderdale,2567688400.0,,voluntary non-profit - other,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),al_pn-2,43 patients,
73,10006.0,eliza coffee memorial hospital,205 marengo street,empty,edpty,florence,al,35631.0,fort payne,2567688400.0,acute care hospitals,voluntary non-profit - other,acute care hospitals,,,hsart attack patients given smoking cessation advice/counseling,100%,103 patients,
74,10006.0,eliza coffee memorial hospital,,empty,empty,fforence,al,al,lauderdale,2567688400.0,,,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,,227 patients,al_ami-5
75,,eliza coffee memorial hospital,205 marengo street,empty,empty,etowah,35570.0,35631.0,lkuderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
76,10006.0,eliza coffee memorial hospital,,empty,,florence,al,35631.0,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,,heart attack,ami-8a,,al_ami-2,,
77,10006.0,,2v5 marengo street,ejpty,,fworence,al,35631.0,clanton,2567688400.0,yes,voluntary non-profit - other,yes,,hf-1,heart failure patients given discharge instructions,al_scip-vte-1,,
78,10006.0,eliza coffee memorial hospital,205 marengo street,espty,empty,florence,al,35631.0,lauderdale,2567688400.0,acute care hospitals,,acute care hospitals,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,97%,259 patients,79%
79,10006.0,eliza coffee memorial hospital,205 marengo street,ehpty,empty,florence,,35631.0,,2567688400.0,,,,heart failure,hf-3,,,84 patients,al_hf-3
80,10006.0,emiza coffee memorial hospital,,empty,empty,calhoun,al,35631.0,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,hiart failure,hf-4,heart failure patients given smoking cessation advice/counseling,,53 patients,al_hf-4
81,,exiza coffee memorial hospital,205 marengo street,,empty,fgorence,al,35631.0,gjdsden,,yes,vgluntary non-profit - other,,pneumonia,pn-2,,90%,174 patients,al_pn-2
82,10006.0,eliza coffee memorial hospital,205 marengo street,empty,empty,murshall,36323.0,35631.0,lauderdale,,yes,voluntary non-profit - other,yus,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,,137 patients,al_pn-3b
83,10006.0,eliza coffee memorial hospital,205 marengo street,ebpty,empty,covington,al,al,lauderdale,,acute care hospitals,voluntary non-profit - other,yes,pdeumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,65 patients,90%
84,10006.0,eliza coffee memorial hospital,205 marengo street,empty,,crenshaw,al,35631.0,,2567688400.0,acute care hospitals,voluntary non-profit - other,,pgeumonia,,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,al_ami-4,200 patients,
85,,eliza coffee memorial hospital,205 marengo street,empty,eupty,florence,al,35631.0,lauderdale,2567688400.0,acute care hospitals,vrluntary non-profit - other,acute care hospitals,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),91%,138 patients,al_pn-6
86,10006.0,eviza coffee memorial hospital,205 marengo street,empty,empty,florence,al,35631.0,opeonta,2567688400.0,acute care hospitals,voluntary non-profit - other,,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,al_ami-4,85 patients,al_pn-7
87,10006.0,eliza coffee memorial hospital,205 marengo street,empty,,florence,al,35631.0,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,,sergical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,96%,107 patients,al_scip-card-2
88,10006.0,eliza coffee memorial hospital,205 marengo street,ecpty,empty,florence,al,35631.0,,2567688400.0,yes,,yes,snrgical infection prevention,,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,99%,457 patients,
89,,,2d5 marengo street,empty,,,al,35631.0,lauderdale,,acute care hospitals,,asute care hospitals,smrgical infection prevention,scip-inf-2,,,462 patients,al_scip-inf-2
90,10006.0,eziza coffee memorial hospital,205 marengo street,empty,eopty,florence,al,,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-3,svrgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),,,al_scip-inf-3
91,10006.0,eliza coffee memorial hospital,2e5 marengo street,empty,,florence,35205.0,35631.0,georgiana,2567688400.0,yes,voluntary non-profit - other,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,89%,130 patients,al_scip-inf-4
92,10006.0,eniza coffee memorial hospital,,empty,ecpty,florence,al,al,djthan,,acute care hospitals,,,,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,619 patients,al_scip-inf-6
93,10006.0,eliza coffee memorial hospital,,empty,,florence,al,,birmingham,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,sbrgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,95%,,al_scip-vte-1
94,10006.0,eliza coffee memorial hospital,205 marengo street,,empty,fjorence,36116.0,35631.0,,2567688400.0,acute care hospitals,voluntary non-profit - other,,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,al_scip-card-2,242 patients,al_scip-vte-2
95,10007.0,mizell memorial hospital,702 n main st,empty,,ocp,al,36467.0,covington,3344933541.0,acute care hospitals,,acute care hospitals,heart attack,ami-1,heart attack patients given aspirin at arrival,60%,5 patients,al_ami-1
96,10007.0,mizell memorial hospital,702 n main st,empty,empty,opp,al,al,covington,3344933541.0,acute care hospitals,,no,,,haart attack patients given aspirin at discharge,al_hf-2,,al_ami-2
97,,mwzell memorial hospital,702 n main st,eppty,empty,opp,al,36467.0,,3344933541.0,acute care hospitals,voluntary non-profit - private,azute care hospitals,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,0 patients,99%
98,,mizell memorial hospital,702 n main st,empty,empty,opp,al,,covington,,acute care hospitals,voluntary non-profit - private,acute care hospitals,heart attack,ami-4,hzart attack patients given smoking cessation advice/counseling,empty,0 patients,
99,10007.0,mizell memorial hospital,7q2 n main st,empty,empty,oyp,al,36467.0,cevington,3344933541.0,acute care hospitals,voluntary non-profit - private,ng,heart attack,ami-5,heart attack patients given beta blocker at discharge,100%,2 patients,100%
100,10007.0,mizell memorial hospital,7y2 n main st,,empty,opp,al,,covington,3344933541.0,yes,,,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,,al_ami-7a
101,10007.0,myzell memorial hospital,702 n main st,empty,empty,,al,al,boaz,3344933541.0,acute care hospitals,voluntary non-profit - private,no,hnart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,empty,0 patients,100%
102,,mizell memorial hospital,702 n main st,empty,,opp,al,al,covington,3344933541.0,acute care hospitals,vpluntary non-profit - private,no,,,heart failure patients given discharge instructions,98%,59 patients,al_hf-1
103,10007.0,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467.0,centre,3344933541.0,,voluntary non-profit - private,no,,hf-2,hmart failure patients given an evaluation of left ventricular systolic (lvs) function,87%,,al_hf-2
104,,mizell memorial hospital,7g2 n main st,empty,empty,,al,,covington,,acute care hospitals,,no,hvart failure,hf-3,hiart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),64%,14 patients,
105,10007.0,mizell memorial hospital,702 n main st,ebpty,,opp,al,36467.0,,,acute care hospitals,,no,,hf-4,hxart failure patients given smoking cessation advice/counseling,100%,8 patients,al_hf-4
106,10007.0,mizell memorial hospital,702 n main st,etpty,espty,opp,al,36467.0,,3344933541.0,yes,vrluntary non-profit - private,no,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,ak_scip-inf-4,85 patients,al_pn-2
107,10007.0,mizell memorial hospital,702 n main st,empty,empty,opp,al,,cuvington,3344933541.0,acute care hospitals,voluntary non-profit - private,,pqeumonia,,pheumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,78%,64 patients,al_pn-3b
108,10007.0,mizell memorial hospital,702 n main st,eipty,eqpty,opp,al,36467.0,hartselle,,acute care hospitals,voluntary non-profit - private,no,pbeumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,,
109,10007.0,mizell memorial hospital,702 n main st,empty,empty,,99508.0,,,3344933541.0,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,,87 patients,100%
110,10007.0,mizell memorial hospital,702 n main st,,empty,marion,al,36467.0,covington,3344933541.0,acute care hospitals,,no,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),88%,57 patients,90%
111,,mizell memorial hospital,,eupty,eupty,butler,al,36467.0,covington,3344933541.0,no,,,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,,63 patients,al_pn-7
112,,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467.0,huntsville,3344933541.0,asute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,al_scip-card-2,11 patients,al_scip-card-2
113,10007.0,mizell memorial hospital,,,,opp,al,36467.0,gadsden,3344933541.0,ayute care hospitals,,nf,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,88%,101 patients,al_scip-inf-1
114,,mizell memorial hospital,,empty,empty,opp,,36467.0,covington,,acute care hospitals,voluntary non-profit - private,nl,sirgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,101 patients,al_scip-inf-2
115,10007.0,mizell memorial hospital,702 n main st,evpty,empty,,35903.0,36467.0,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),93%,100 patients,
116,,mfzell memorial hospital,702 n main st,empty,empty,,al,36467.0,covington,3344933541.0,,voluntary non-profit - private,na,surgical infection prevention,scip-inf-4,,empty,0 patients,al_scip-inf-4
117,10007.0,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467.0,,,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,123 patients,al_scip-inf-6
118,,mizell memorial hospital,7k2 n main st,empty,,elmore,al,36467.0,cevington,3344933541.0,acute care hospitals,,no,,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,87%,77 patients,al_scip-vte-1
119,,mozell memorial hospital,702 n main st,empty,empty,opp,al,,,,,,no,surgical infection prevention,scip-vte-2,pvtients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,76 patients,al_scip-vte-2
