id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
572010,"A pilot study of rituximab in patients with recurrent, classic Hodgkin disease.",eng,CANCER,,1932-6203,0.0,0.0,7/15/03,310-4,"{""Anas Younes"",""L Jeffrey Medeiros"",""Frederick Hagemeister"",""Maria Alma Rodriguez"",""Sima Jeha"",""Paolo Fiumara"",""Lynne V Abruzzo"",""John T Manning"",""Jorge Romaguera"",""Andre Goy"",""Dan Jones"",""Peter McLaughlin""}"
826030,A cognitive behavior intervention program in women with unexplained chest pain--a pilot study,eng,English,Eur J Cardiovasc Nurs,Actas Urol Esp,0.0,0.0,1/12/01,183-9,{NULL}
34962,Assessing social isolation in motor neurone disease: a Rasch analysis of the MND Social Withdrawal Scale.,eng,eng,Circulation,1932-6203,0.0,0.0,11/15/13,112-8,{NULL}
574309,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",English,eng,Transplantation,0041-1337,0.0,0.0,1/15/01,-,"{""Junge G"",""Rauer B"",""De Simone P"",""Fischer L"",""De Carlis L"",""Kaiser GM"",""Saliba F"",""Duvoux C"",""Metselaar HJ"",""Dong G"",""Nevens F"",""Fung JJ""}"
200077,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,Circulation,0377-4929,0.0,0.0,1/3/07,484-7,{NULL}
421512,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,Circulation,1932-6203,0.0,0.0,1/14/01,17-Aug,{NULL}
715052,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,,1932-6203,0.0,0.0,1/11/01,118-124 7p,{NULL}
172966,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,,1932-6203,0.0,0.0,1/6/01,1349-1353,{NULL}
140274,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,0221-0363,,0.0,0.0,1/14/01,-,"{""J Stilkind""}"
282039,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,Circulation,0041-1132,0.0,0.0,1/14/01,1925-1929,{NULL}
835177,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,Eur J Cancer Care (Engl),Ewropean journal of cancer care,,0.0,0.0,1/14/01,167-71,{NULL}
519732,Classifying radiographic progression status in early rheumatoid arthritis patients using propensity scores to adjust for baseline differences.,eng,eng,Circulation,0962-2802,0.0,0.0,1/14/01,13-29,{NULL}
761104,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,,,1932-6203,0.0,0.0,1/5/01,-,{NULL}
408062,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",engspa,eng,Circulation,1932-6203,0.0,0.0,1/14/01,222-8,"{""E Huguet"",""O Porta"",""E Mart_nez"",""I Mora"",""M Sim_"",""J Pubill"",""J A Ortega"",""M T Castillo""}"
889481,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,Circulation,1679-4508,0.0,0.0,1/14/01,159-63,{NULL}
894596,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,Circulation,1932-6203,0.0,0.0,1/14/01,1937-1958,{NULL}
604985,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,,Journal of medical toxicology : official journal of the American College of Medical Toxicology,1556-9039,0.0,0.0,1/6/12,-,{NULL}
220950,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,,,0.0,0.0,1/12/01,38-41,{NULL}
770196,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,,,0.0,0.0,1/14/01,10-May,{NULL}
914468,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",J. Clin. Oncol.,eng,-9262,1932-6203,0.0,0.0,1/8/01,135-138,{NULL}
346326,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,Circulation,1558-2027,0.0,0.0,1/9/03,-,{NULL}
612846,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,Circulation,1776-2588,0.0,0.0,1/14/01,-,{NULL}
282053,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",PRIMUS,eng,Circulation,1462-2203,0.0,0.0,1/14/01,341-6,{NULL}
870257,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",English,eng,,,0.0,0.0,1/11/01,481-489,"{""Melissa E. Dichter"",""Karin V. Rhodes""}"
417578,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,,,0.0,0.0,1/13/01,SP26-7,"{""A. A. Kaddis""}"
949067,The impact of advancing age on P-glycoprotein expression and activity: current knowledge and future directions,eng,,,,0.0,0.0,1/7/01,-,{NULL}
931323,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,,,1932-6203,0.0,0.0,1/9/01,326-327,{NULL}
752456,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,Circulation,0022-0345,0.0,0.0,1/14/01,1228-37,"{""B. A. Burt""}"
377284,Nprmal insulin sensitivity and IMCL content in overweight humans are associated with higher fasting lipid oxidation.,,eng,Circulation,0193-1849,0.0,0.0,1/14/01,E556-64,{NULL}
420138,"Dietary practices of ballet, jazz, and modern dancers",,eng,Circulation,1878-3570,0.0,0.0,1/14/01,-,{NULL}
444273,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,Circulation,1932-6203,0.0,0.0,1/14/01,-,{NULL}
816680,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",English,eng,,1612-4782     1612-4790,0.0,0.0,1/14/01,283-296,{NULL}
491006,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",English,eng,,,0.0,0.0,1/15/01,-,"{""A. Keliris"",""I. Koutsourelakis"",""A. Minaritzoglou"",""S. Zakynthinos""}"
628299,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,Circulation,1932-6203,0.0,0.0,1/9/08,667-77,"{""Christos A Venetis"",""Basil C Tarlatzis"",""Konstantinos A Toulis"",""Efstratios M Kolibianakis"",""Dimitrios G Goulis"",""Ioannis Papadimas""}"
72089,"Clinical pharmacokinetics of Icotinib, an anti-cancer drug: evaluation of dose proportionality, food effect, and tolerability in healthy subjects.",eng,,,1432-0843,0.0,0.0,1/14/01,-,"{""Fenlai Tan"",""Ji Jiang"",""Don Zhang"",""Dongyang Liu"",""Yingxiang Wang"",""Li Zhang"",""Pei Hu""}"
847287,"A qualitative exploration of the cancer experience among long-term survivors: comparisons by cancer type, ethnicity, gender, and age.",eng,eng,Piychooncology,1932-6203,0.0,0.0,1/6/03,-,{NULL}
764224,High intensity interval exercise training in overweight young women,Reviews in endocrine & metabolic disorders,,1469-7661,1932-6203,0.0,0.0,1/14/01,-,"{""Y. Fengying"",""Y. Hainai"",""W. Jianxiong"",""T. Sijie""}"
591619,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,Circulation,1932-6203,0.0,0.0,1/14/01,135-41,{NULL}
125072,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,Circulation,1932-6203,0.0,0.0,1/14/01,146-51,{NULL}
255432,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,Circulation,,0.0,0.0,1/14/01,CD001047,{NULL}
689284,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",Annals Of Surgery,eng,Circulation,1432-0851,0.0,0.0,1/14/09,-,"{""HongQiang Wang"",""Dwain K Irvin"",""Ashley Gragg"",""Xiao-xue Zhang"",""Christopher J Wheeler"",""Keith L Black"",""Lucia Veiga"",""Ryan Cordner"",""Mandana Zandian"",""Akanksha Panwar"",""Emmanuel Jouanneau"",""Yuying Zhai"",""Shyam Goverdhana"",""Armen Mardiros""}"
781141,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,,2044-6055,0.0,0.0,1/13/01,-,{NULL}
148787,Cardiac atrophy in women following bed rest,eng,eng,Circulation,1932-6203,0.0,0.0,1/14/01,-,"{""J. L. Hastings"",""G. Biolo"",""B. D. Levine"",""T. Tillery"",""R. M. Peshock"",""T. A. Dorfman"",""B. R. Macias"",""A. R. DA  - Jul DO  - 10.1152/japplphysiol.01162.2006 DP  - NLM ET  - 2007/03/24 Hargens"",""S. M. Schneider""}"
779281,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,,1932-6203,0.0,0.0,1/14/01,-,{NULL}
684757,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,JhRheumatol,0315-162X,0.0,0.0,1/1/04,-,{NULL}
447382,Antiplatelet therapy in patients with ST-elevation myocardial infarction undergoing myocardial revascularisation: Beyond clopidogrel.,eng,eng,Circulation,1932-6203,0.0,0.0,1/14/01,-,{NULL}
585766,Thermoregulatory response of women to intermittent work in the heat,eng,eng,Circulation,1932-6203,0.0,0.0,1/14/01,57-61,{NULL}
185291,Perceived barriers that impede provider relations and medication delivery: Hospice providers' experiences in nursing homes and private homes,,eng,2213-6541,,0.0,0.0,1/10/01,305-310,"{wDenys T. Lau"",""Brass Buchanan Deandrea Glaser Guest Hodgson Huerta Lau Lau Miles Miller Parker-Oliver Raina Teno Weller Bostick"",""Celia Berdes"",""Jonathan Masin-Peters"",""Megan Ong""}"
886237,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,Circulation,1932-6203,0.0,0.0,1/14/01,323-330,"{""Graldine Martin-Gaujard"",""Floriane Delphin-Combe"",""Isabelle Rouch"",""Solveig Relland"",""Pierre Krolak-Salmon""}"
954493,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,Circulation,1932-6203,0.0,0.0,1/14/01,13,"{""Sheldon H. White""}"
922646,Dqsflurane and isoflurane increase lumbar cerebrospinal fluid pressure in normocapnic patients undergoing transsphenoidal hypophysectomy.,,eng,Circulation,,0.0,0.0,1/14/01,-,"{""P Talke"",""J Caldwell"",""B Dodsont"",""C A Richardson""}"
843485,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,Trans. R. Soc. Trop. Med. Hyg.,1932-6203,0.0,0.0,1/12/02,-,"{""Peter J Winch"",""Mickey Chopra"",""Cynthia S Minkovitz"",""Debra Jackson"",""Alyssa B Sharkey""}"
668845,Impact of education and provision of complementary feeding on growth and morbidity in children less than 2 years of age in developing countries: a systematic review.,eng,eng,,1932-6203,0.0,0.0,1/14/01,S13,"{""Jai K Das"",""Zohra S Lassi"",""Zulfiqar A Bhutta"",""Guleshehwar Zahid"",""Aamer Imdad""}"
863844,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,Int J Clin Exp Pathol,,0.0,0.0,1/13/01,-,"{""Yasunori Ota"",""Masaaki Noguchi"",""Kei-Ji Sugimoto"",""Hiroshi Izumi"",""Norio Komatsu"",""Nanae Yamaguchi"",""Hidenori Imai"",""Asami Shimada"",""Yasunobu Sekiguchi"",""Mutsumi Wakabayashi""}"
946006,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,International journal of gynecological cancer : official journal of the International Gynecological Cancer Society,,0.0,0.0,1/11/01,-,{NULL}
36429,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",eng,eng,Nuurologia,1578-1968,0.0,0.0,1/14/01,202-11,{NULL}
259367,A comparison of recovery characteristics of sevoflurane and propofol-remifentanil anesthesia in geriatric patients,,,,1932-6203,0.0,0.0,1/14/01,-,{NULL}
977276,Dbta mining usage in health care management: literature survey and decision tree application,,eng,Circulation,1932-6203,0.0,0.0,1/14/01,57-64,"{""M. P. Bach"",""D. Cosic""}"
369578,"13th IEEE/ACM Symposium on Distributed Simulation and Real-Time Applications, DS-RT 2009",,eng,Circulation,1051-0443,0.0,0.0,4/1/99,421-7,{NULL}
772616,Antivitamin K drugs in stroke prevention,eng,eng,Circulation,1932-6203,0.0,0.0,1/14/01,-,{NULL}
