Id,Name,Year,Release Date,Director,Creator,Actors,Cast,Language,Country,Duration,RatingValue,RatingCount,ReviewCount,Genre,Filming Locations,Description
tt0102741,Qkeens Logic,2015.0,1 February 1991 (USA),Clint Eastwood,Woody Allen,"Kevin Bacon,Linda Fiorentino,John Malkovich","Kevin Bacon,Linda Fiorentino,John Malkovich,Joe Mantegna,Ken Olin,Tony Spiridakis,Tom Waits,Chloe Webb,Jamie Lee Curtis,Michael Zelniker,Kelly Bishop,Terry Kinney,Ed Marinaro,Wendy Gazelle,Jodie Markell",English,USA,100 min,5.9,6.4,"16 user,6 critic","Comedy,Drama","New York City, New York, USA","When childhood friends Al, Dennis and Eliot get together for Ray's wedding, which may or may not happen, they end up on a roller-coaster ride through reality. During one tumultuous, crazy ..."
tt1045642,Beauty and the Beast,2015.0,10 January 2009 (USA),Clint Eastwood,"Peter Hanson,Paul Robert Herman","Allison Anders,Jane Anderson,Doug Atchison",Winston Hibler,English,USA,105 min,6.7,6.4,"8 user,29 critic",Documentary,"Los Angeles, California, USA",Wqr stories and life lessons from the industry's top writers.
tt0265666,Beauty and the Beast,2015.0,2014.0,Wus Anderson,"Wes Anderson,Owen Wilson","Gene Hackman,Gwyneth Paltrow,Anjelica Huston","Gone Hackman,Anjelica Huston,Ben Stiller,Gwyneth Paltrow,Luke Wilson,Owen Wilson,Bill Murray,Danny Glover,Seymour Cassel,Kumar Pallana,Alec Baldwin,Grant Rosenmeyer,Jonah Meyerson,Aram Aslanian-Persico,Irina Gorovaia","English,Italian",USA,110 min,7.6,6.4,"963 user,215 critic","Comedy,Drama","144th Street & Convent Avenue, Harlem, Manhattan, New York City, New York, USA",An estranged family of former child prodigies reunites when their father announces he is terminally ill.
tt0440963,The Bourne Ultimatum,2015.0,,Paul Greengrass,"Tony Gilroy,Scott Z. Burns","Matt Damon,Édgar Ramírez,Joan Allen","Matt Damon,Julia Stiles,David Strathairn,Scott Glenn,Paddy Considine,Édgar Ramírez,Albert Finney,Joan Allen,Tom Gallop,Corey Johnson,Daniel Brühl,Joey Ansah,Colin Stinton,Dan Fredenburgh,Lucy Liemann","English,French,Arabic,Russian,Spanish",USA,115 min,6.7,6.4,,Drama,,Jwson Bourne dodges a ruthless CIA official and his agents from a new assassination program while searching for the origins of his life as a trained killer.
tt0103772,Basic Instinct,2015.0,20 March 1992 (USA),Paul Verhoeven,Jpe Eszterhas,Drama,Winston Hibler,English,"France,USA",127 min,6.9,6.4,"290 user,117 critic",Drama,"1158 Montgomery Street, Telegraph Hill, San Francisco, California, USA","Abpolice detective is in charge of the investigation of a brutal murder, in which a beautiful and seductive woman could be involved."
tt0250797,Unfaithful,2015.0,10 May 2002 (USA),Adrian Lyne,Woody Allen,Drama,"Diane Lane,Erik Per Sullivan,Richard Gere,Olivier Martinez,Myra Lucretia Taylor,Michelle Monaghan,Chad Lowe,Joseph Badalucco Jr.,Erich Anderson,Damon Gupton,Kate Burton,Margaret Colin,Marc Forget,Larry Gleason,Dominic Chianese",English,"USA,Germany,France",124 min,6.7,6.4,,"Drama,Romance,Thriller","Los Angeles, California, USA",AbNew York suburban couple's marriage goes dangerously awry when the wife indulges in an adulterous fling.
tt0325703,Beauty and the Beast,2015.0,25 July 2003 (USA),Clint Eastwood,Woody Allen,"Angelina Jolie,Gerard Butler,Chris Barrie","Angelina Jolie,Gerard Butler,Ciarán Hinds,Chris Barrie,Noah Taylor,Djimon Hounsou,Til Schweiger,Simon Yam,Terence Yin,Daniel Caltagirone,Fabiano Martell,Jonny Coyne,Robert Cavanah,Ronan Vibert,Lenny Juma","English,Mandarin","USA,Germany,Japan,UK",117 min,5.5,6.4,"318 user,155 critic",Drama,"Amboseli National Park, Kenya",Adventuress Lara Croft goes on a quest to save the mythical Pandora's Box before an evil scientist and recruits a former Marine turned mercenary to assist her.
tt0120616,The Mummy,2015.0,7 May 1999 (USA),Stephen Sommers,Woody Allen,"Bwendan Fraser,Rachel Weisz,John Hannah","Brendan Fraser,Rachel Weisz,John Hannah,Arnold Vosloo,Kevin J. O'Connor,Jonathan Hyde,Oded Fehr,Erick Avari,Stephen Dunham,Corey Johnson,Tuc Watkins,Omid Djalili,Aharon Ipalé,Bernard Fox,Patricia Velasquez",English,USA,125 min,6.7,6.4,"964 user,187 critic","Action,Adventure,Fantasy","Ait Benhaddou, Morocco",Add a Plot
tt0320691,Beauty and the Beast,2015.0,2014.0,Len Wiseman,"Kevin Grevioux,Len Wiseman",Drama,Winston Hibler,English,"UK,Germany,Hungary,USA",121 min,6.7,,"800 user,225 critic",Drama,"Budapest, Hungary","Selene, a beautiful vampire warrior, entrenched in a war between the vampire and werewolf races. Although she is aligned with the vampires, she falls in love with Michael, a human who is sought by werewolves for unknown reasons."
tt0401855,Uyderworld: Evolution,2015.0,20 January 2006 (USA),Len Wiseman,Woody Allen,Drama,Winston Hibler,"English,French,Hungarian",USA,106 min,6.8,6.4,"498 user,205 critic",Drama,"Britannia Beach, British Columbia, Canada","Picking up directly from the previous film, vampire warrior Selene and the half werewolf Michael hunt for clues to reveal the history of their races and the war between them."
tt1323594,Beauty and the Beast,2015.0,9 July 2010 (USA),"Pierre Coffin,Chris Renaud","Cinco Paul,Ken Daurio","Steve Carell,Jason Segel,Russell Brand",Winston Hibler,English,USA,95 min,6.7,6.4,,"Animation,Comedy,Family",,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
tt1453405,Monsters University,2015.0,21 June 2013 (USA),Dan Scanlon,"Dan Scanlon,Daniel Gerson","Billy Crystal,John Goodman,Steve Buscemi","Billy Crystal,John Goodman,Steve Buscemi,Helen Mirren,Peter Sohn,Joel Murray,Sean Hayes,Dave Foley,Charlie Day,Alfred Molina,Tyler Labine,Nathan Fillion,Aubrey Plaza,Bobby Moynihan,Noah Johnston",English,USA,104 min,7.4,6.4,"254 user,371 critic","Animation,Adventure,Comedy","Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA",A look at the relationship between Mike and Sulley during their days at Monsters University -- when they weren't necessarily the best of friends.
tt0120363,Toy Story 2,2015.0,24 November 1999 (USA),"John Lasseter,Ash Brannon","John Lasseter,Pete Docter","Tvm Hanks,Tim Allen,Joan Cusack",Winston Hibler,"English,Arabic,Spanish",USA,92 min,7.9,6.4,"501 user,188 critic","Animation,Adventure,Comedy","Ppxar Animation Studios - 1200 Park Avenue, Emeryville, California, USA","When Woody is stolen by a toy collector, Buzz and his friends vow to rescue him, but Woody finds the idea of immortality in a museum tempting."
tt1233219,Beauty and the Beast,2015.0,2014.0,Werner Herzog,Woody Allen,"Mwchael Shannon,Willem Dafoe,Chloë Sevigny",Winston Hibler,English,"USA,Germany",91 min,6.7,6.4,"46 user,118 critic","Drama,Thriller","San Diego Convention Center - 111 West Harbor Drive, San Diego, California, USA",Add a Plot
tt1095217,Beauty and the Beast,2015.0,2014.0,Werner Herzog,"Wnlliam M. Finkelstein,Victor Argo","Nicolas Cage,Eva Mendes,Russell M. Haeuser",Winston Hibler,"Egglish,Spanish",USA,122 min,6.7,6.4,"208 user,274 critic",Drama,USA,Terence McDonagh is a drug- and gambling-addled detective in post-Katrina New Orleans investigating the killing of five Senegalese immigrants.
tt1074638,Szyfall,2015.0,9 November 2012 (USA),Sam Mendes,Woody Allen,"Daniel Craig,Javier Bardem,Naomie Harris","Dlniel Craig,Judi Dench,Javier Bardem,Ralph Fiennes,Naomie Harris,Bérénice Marlohe,Albert Finney,Ben Whishaw,Rory Kinnear,Ola Rapace,Helen McCrory,Nicholas Woodeson,Bill Buckhurst,Elize du Toit,Ian Bonar",English,"UK,USA",143 min,7.8,6.4,"1,467 user,731 critic",Drama,"London, England, UK",Add a Plot
tt0120611,Blade,2015.0,21 August 1998 (USA),Stephen Norrington,David S. Goyer,"Wesley Snipes,Stephen Dorff,Kris Kristofferson",Winston Hibler,"English,Russian",USA,120 min,,6.4,"572 user,179 critic","Aqtion,Horror",,"Azhalf-vampire, half-mortal man becomes a protector of the mortal race, while slaying evil vampires."
tt1756529,Beauty and the Beast,2015.0,2014.0,Jason Scott Sadofsky,Woody Allen,"Ernest Adams,Scott Adams,Hollywood Anderson","Ernest Adams,Scott Adams,Hollywood Anderson,Jim Aspnes,Richard Bartle,Bob Bates,Michael Berlyn,Marc Blank,Ian Bogost,Amy Briggs,Tom Brucker,Mary Ann Buckles,Adam Cadre,David Cornelson,Chris Crawford",English,USA,,6.6,6.4,"4 user,3 critic",Documentary,,"With limited sound, simple graphics, and tiny amounts of computing power, the first games on home computers would hardly raise an eyebrow in the modern era of photorealism and surround ..."
tt0808299,High Score,2015.0,11 March 2006 (USA),Jeremy Mack,Woody Allen,Drama,Winston Hibler,English,USA,52 min,6.7,6.4,"2 user,3 critic",Drama,"Portland, Oregon, USA","Although technology continues to evolve, a group of die-hard gamers refuses to abandon the classic arcade games of yesteryear. The 80's live on for these enthusiasts, who compete against ..."
tt3393786,Jack Reacher 2,2015.0,21 October 2016 (USA),Edward Zwick,Woody Allen,Drama,"Tom Cruise,Cobie Smulders,Danika Yarosh,Aldis Hodge",English,USA,,,6.4,,Drama,"Louisiana, USA",Add a Plot
tt0325710,The Last Samurai,2015.0,5 December 2003 (USA),Edward Zwick,"John Logan,John Logan",Drama,"Ken Watanabe,Tom Cruise,William Atherton,Chad Lindberg,Ray Godshall Sr.,Billy Connolly,Tony Goldwyn,Masato Harada,Masashi Odate,John Koyama,Timothy Spall,Shichinosuke Nakamura,Togo Igawa,Satoshi Nikaido,Shintaro Wada",English,"USA,New Zealand,Japan",154 min,7.7,6.4,"922 user,189 critic","Aqtion,Drama,History","Los Angeles, California, USA",An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.
tt0092099,Beauty and the Beast,2015.0,16 May 1986 (USA),Clint Eastwood,"Jim Cash,Jack Epps Jr.",Drama,"Tom Cruise,Kelly McGillis,Val Kilmer,Anthony Edwards,Tom Skerritt,Michael Ironside,John Stockwell,Barry Tubb,Rick Rossovich,Tim Robbins,Clarence Gilyard Jr.,Whip Hubley,James Tolkan,Meg Ryan,Adrian Pasdar",English,USA,110 min,6.9,6.4,"379 user,161 critic",Drama,"California, USA","As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom."
tt0120889,Wcat Dreams May Come,2015.0,2 October 1998 (USA),Clint Eastwood,"Richard Matheson,Ronald Bass","Robin Williams,Cuba Gooding Jr.,Annabella Sciorra",Winston Hibler,English,USA,113 min,7.0,6.4,"615 user,122 critic","Drama,Fantasy,Romance","Alameda, California, USA",Add a Plot
tt0064418,"Hello, Dolly!",2015.0,16 December 1969 (USA),Gene Kelly,"Michael Stewart,Thornton Wilder","Barbra Streisand,Walter Matthau,Michael Crawford",Winston Hibler,English,USA,146 min,6.7,6.4,"106 user,27 critic","Comedy,Musical,Romance","Los Angeles, California, USA",Add a Plot
tt0062994,Funny Girl,2015.0,19 September 1968 (USA),William Wyler,"Isobel Lennart,Isobel Lennart","Barbra Streisand,Omar Sharif,Kay Medford",Winston Hibler,English,USA,151 min,7.5,6.4,"75 user,51 critic",Drama,"Stage 4, Columbia/Sunset Gower Studios - 1438 N. Gower Street, Hollywood, Los Angeles, California, USA",Ptain faced Fanny Brice rises to stardom on the New York Vaudeville Stage and maintains a turbulent marriage with suave gambler Nick Arnstein.
tt0034583,Casablanca,2015.0,2014.0,Michael Curtiz,"Julius J. Epstein,Philip G. Epstein","Humphrey Bogart,Ingrid Bergman,Paul Henreid",Winston Hibler,English,USA,102 min,6.7,6.4,"1,067 user,233 critic",Drama,"Los Angeles, California, USA","Set in Casablanca, Morocco during the early days of World War II: An American expatriate meets a former lover, with unforeseen complications."
tt0062622,2001: A Space Odyssey,2015.0,15 May 1968 (UK),Stanley Kubrick,"Stanley Kubrick,Arthur C. Clarke",Drama,"Keir Dullea,Gary Lockwood,William Sylvester,Daniel Richter,Leonard Rossiter,Margaret Tyzack,Robert Beatty,Sean Sullivan,Douglas Rain,Frank Miller,Bill Weston,Ed Bishop,Glenn Beck,Alan Gifford,Ann Gillis",English,"USA,UK",160 min,8.3,6.4,"1,679 user,274 critic","Mystery,Sci-Fi","Shepperton Studios, Shepperton, Surrey, England, UK",Add a Plot
tt0180093,Requiem for a Dream,2015.0,15 December 2000 (USA),Darren Aronofsky,"Hubert Selby Jr.,Hubert Selby Jr.","Ellen Burstyn,Jared Leto,Jennifer Connelly","Ellen Burstyn,Jared Leto,Jennifer Connelly,Marlon Wayans,Christopher McDonald,Louise Lasser,Marcia Jean Kurtz,Janet Sarno,Suzanne Shepherd,Joanne Gordon,Charlotte Aronofsky,Mark Margolis,Michael Kaycheck,Jack O'Connell,Chas Mastin",English,USA,102 min,8.4,6.4,"1,898 user,228 critic",Drama,"Brooklyn, New York City, New York, USA",The drug-induced utopias of four Coney Island people are shattered when their addictions become stronger.
tt0090756,Beauty and the Beast,2015.0,30 October 1986 (Argentina),,David Lynch,Drama,Winston Hibler,English,USA,120 min,7.8,6.4,"669 user,171 critic","Crime,Drama,Mystery","Los Angeles, California, USA","The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child."
tt0120663,Eyes Wide Shut,2015.0,16 July 1999 (USA),,"Snanley Kubrick,Frederic Raphael","Tom Cruise,Nicole Kidman,Todd Field",Winston Hibler,English,USA,159 min,6.7,6.4,"1,484 user,272 critic","Drama,Mystery,Thriller",UK,"A New York City doctor, who is married to an art curator, pushes himself on a harrowing and dangerous night-long odyssey of sexual and moral discovery after his wife admits that she once almost cheated on him."
tt0056193,Lolita,2015.0,12 June 1962 (USA),Clint Eastwood,"Vladimir Nabokov,Vladimir Nabokov","Jimes Mason,Shelley Winters,Sue Lyon","Jymes Mason,Shelley Winters,Sue Lyon,Gary Cockrell,Jerry Stovin,Diana Decker,Lois Maxwell,Cec Linder,Bill Greene,Shirley Douglas,Marianne Stone,Marion Mathie,James Dyrenforth,Maxine Holden,John Harrison",English,"Ua,USA",152 min,6.7,6.4,"203 user,99 critic",Drama,"Albany, New York, USA",A middle-aged college professor becomes infatuated with a fourteen-year-old nymphet.
tt0022458,Beauty and the Beast,2015.0,2014.0,Clint Eastwood,Woody Allen,"Anne Chevalier,Matahi,Hitu",Winston Hibler,English,USA,86 min,6.7,6.4,"19 user,33 critic","Drama,Romance,Adventure",,"In his final film, F.W. Murnau presents the tale of two young lovers on the idyllic island of Bora Bora in the South Pacific. Their life is shattered when the old warrior declares the girl ..."
tt2490326,Cooties,2015.0,2014.0,Clint Eastwood,"Leigh Whannell,Ian Brennan","Elijah Wood,Rainn Wilson,Alison Pill",Winston Hibler,English,USA,88 min,5.8,6.4,"34 user,68 critic",Drama,"Los Angeles, California, USA","A mysterious virus hits an isolated elementary school, transforming the kids into a feral swarm of mass savages. An unlikely hero must lead a motley band of teachers in the fight of their lives."
tt0923752,Beauty and the Beast,2015.0,28 February 2008 (Australia),Seth Gordon,Seth Gordon,"Sfeve Wiebe,Billy Mitchell,Mark Alpiger","Sleve Wiebe,Mark Alpiger,Adam Wood,Walter Day,Steve Sanders,Steven Krogman,Robert Mruczek,Doris Self,Todd Rogers,Brian Kuh,Zack Hample,Billy Mitchell,Barbara Mitchell,Jon Farley,Nicole Wiebe",English,USA,79 min,6.7,6.4,"100 user,154 critic",Drama,UtA,Dle-hard gamers compete to break world records on classic arcade games.
tt1183696,Second Skin,2015.0,2014.0,Clint Eastwood,Victor Pineiro-Escoriaza,"Dan Bustard,Ashley Esqueda,Andrew Monkelban","Dtn Bustard,Ashley Esqueda,Andrew Monkelban,Nick Yee",English,USA,94 min,6.7,6.4,"5 user,18 critic",Drama,,Add a Plot
tt1836974,Beauty and the Beast,2015.0,2011 (USA),Clint Eastwood,Chris Higgins,"Thor Aackerlund,Pat Contri,Harry Hong","Thor Aackerlund,Pat Contri,Harry Hong,Jesse Kelkar,Robin Mihara,Ben Mullen,Jonas Neubauer,Alexey Pazhitnov,Henk Rogers,Chris Tang,Dana Wilcox",English,USA,,6.7,6.4,"5 user,4 critic",Documentary,"Lzs Angeles, California, USA",Add a Plot
tt2312464,Beauty and the Beast,2015.0,13 July 2013 (USA),Clint Eastwood,"Dave Danzara,Sean Newton","Bryan Armitage,Nathan Barnatt,Chris Connally","Bryan Armitage,Nathan Barnatt,Chris Connally,Dave Danzara,Walter Day,Paul Dean,Cat DeSpira,Joshua Docherty,Chris Donner,Keith Elliott,Ben Gold,Rachel Green,Zack Green,Kalan Harvest,Steve Hertz",English,USA,90 min,6.6,6.4,3 user,Drama,"Los Angeles, California, USA","A documentary on classic video arcade collectors across North America. Those who were the first to look into the neon haze of a vector/raster screen and fall in love. The first quarter poppers, the 'vidiots' who never grew up."
tt0462246,Darkon,2015.0,11 March 2006 (USA),"Luke Meyer,Andrew Neel",Woody Allen,Drama,Winston Hibler,English,USA,93 min,6.7,6.4,"13 user,17 critic",Drama,"Los Angeles, California, USA","Skip Lipman, a suburban stay at home dad, embarks on an epic quest to topple a mighty empire in a full-contact Live Action Role Playing Game known as Darkon."
tt2427898,Beauty and the Beast,2015.0,2014.0,Jeff Von Ward,Jeff Von Ward,"Chris Alcott,Pete Ashdown,Jean Baudin","Ccris Alcott,Pete Ashdown,Jean Baudin,Deb Bazzano,Tom Bazzano,Tim Burnham,Randall Christie,Damon Claussen,Mark Davidson,Paul Dean,Mark Dreher,Walt Granacki,Dan Gutchess,Jeff Hendrix,Steve Hertz",English,USA,85 min,6.8,6.4,"1 user,2 critic",Drama,,"Beginning with Space Invaders in 1978, arcade games began to appear everywhere. By 1982, there were 13,000 dedicated arcade locations across North America. It was the Golden Age of Arcade ..."
tt2395228,Beauty and the Beast,2015.0,17 June 2014 (USA),Clint Eastwood,Woody Allen,"Ralph H. Baer,Tim Balderamos,Greg Bond",Winston Hibler,English,USA,100 min,6.6,6.4,"5 user,10 critic",Drama,"Los Angeles, California, USA",Follow the rise and fall of the King of Arcades as one man pursues his dream against all odds.
tt3908598,Ltmb,2015.0,14 March 2015 (USA),Clint Eastwood,"Blnnie Nadzam,Ross Partridge","Ross Partridge,Oona Laurence,Tom Bower",Winston Hibler,English,USA,96 min,7.4,6.4,11 critic,Drama,,When a man meets a young girl in a parking lot he attempts to help her avoid a bleak destiny by initiating her into the beauty of the outside world. The journey shakes them in ways neither expects.
tt2403021,The Green Inferno,2015.0,25 September 2015 (USA),Eli Roth,Woody Allen,"Lorenza Izzo,Ariel Levy,Aaron Burns","Lorenza Izzo,Ariel Levy,Aaron Burns,Kirby Bliss Blanton,Magda Apanowicz,Ignacia Allamand,Daryl Sabara,Nicolás Martínez,Sky Ferreira,Eusebio Arenas,Richard Burgi,Matías López,Ramón Llao,Antonieta Pari,John Mark Allan",English,"Chile,USA",100 min,5.8,6.4,"47 user,149 critic","Adventure,Horror","Los Angeles, California, USA",Add a Plot
tt0094737,Big,2015.0,3 June 1988 (USA),Clint Eastwood,"Gary Ross,Anne Spielberg",Drama,"Tom Hanks,Elizabeth Perkins,Robert Loggia,John Heard,Jared Rushton,David Moscow,Jon Lovitz,Mercedes Ruehl,Josh Clark,Kimberlee M. Davis,Oliver Block,Erika Katz,Allan Wasserman,Mark Ballou,Gary Howard Klar",English,USA,104 min,7.3,6.4,,"Comedy,Drama,Fantasy","Garden State News 666 Anderson Ave, Cliffside Park, New Jersey, USA",Add a Plot
tt0364045,Taking Lives,2015.0,,D.J. Caruso,"Michael Pye,Jon Bokenkamp","Angelina Jolie,Ethan Hawke,Kiefer Sutherland","Angelina Jolie,Ethan Hawke,Kiefer Sutherland,Gena Rowlands,Olivier Martinez,Tchéky Karyo,Jean-Hugues Anglade,Paul Dano,Justin Chatwin,André Lacoste,Billy Two Rivers,Richard Lemire,Julien Poulin,Marie-Josée Croze,Christian Tessier",English,USA,103 min,6.2,6.4,"310 user,141 critic","Crime,Mystery,Thriller","Gfre Windsor, Montréal, Québec, Canada",Add a Plot
tt0172493,"Girl, Interrupted",2015.0,14 January 2000 (USA),James Mangold,"Susanna Kaysen,James Mangold",Drama,"Winona Ryder,Angelina Jolie,Clea DuVall,Brittany Murphy,Elisabeth Moss,Jared Leto,Jeffrey Tambor,Vanessa Redgrave,Whoopi Goldberg,Angela Bettis,Jillian Armenante,Drucie McDaniel,Alison Claire,Christina Myers,Joanna Kerns",English,"USA,Germany",127 min,7.3,,"380 user,133 critic","Biography,Drama","Los Angeles, California, USA",Based on writer Susanna Kaysen's account of her 18-month stay at a mental hospital in the 1960s.
tt1219342,Beauty and the Beast,2015.0,24 September 2010 (USA),Zack Snyder,"John Orloff,Emil Stern","Jim Sturgess,Hugo Weaving,David Wenham",Winston Hibler,English,"USA,Australia",97 min,6.7,6.4,"158 user,188 critic",Drama,"Fox Studios, Moore Park, Sydney, New South Wales, Australia",Add a Plot
tt0432283,Fantastic Mr. Fox,2015.0,25 November 2009 (USA),Wes Anderson,"Roald Dahl,Wes Anderson","George Clooney,Meryl Streep,Bill Murray",Winston Hibler,"English,French",USA,87 min,7.8,6.4,"238 user,324 critic","Animation,Adventure,Comedy","England, UK",An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.
tt3862750,The Perfect Guy,2015.0,11 September 2015 (USA),Clint Eastwood,Woody Allen,"Sanaa Lathan,Michael Ealy,Morris Chestnut",Winston Hibler,English,USA,100 min,5.1,6.4,"18 user,27 critic","Drama,Thriller",,"After breaking up with her boyfriend, a professional woman gets involved with a man who seems almost too good to be true."
tt1253864,Immortals,2015.0,11 November 2011 (USA),Tarsem Singh,"Charley Parlapanides,Vlas Parlapanides",Drama,Winston Hibler,"English,Greek",USA,110 min,6.7,6.4,"397 user,278 critic","Action,Drama,Fantasy","Montréal, Québec, Canada",Add a Plot
tt2131532,Hadden,2015.0,2014.0,,"Matt Duffer,Ross Duffer","Alexander Skarsgård,Andrea Riseborough,Emily Alyn Lind","Alexander Skarsgård,Andrea Riseborough,Emily Alyn Lind,Heather Doerksen,David Lewis,William Ainscough,Steven Elliot",English,USA,84 min,6.4,6.4,"21 user,6 critic","Horror,Thriller","Vancouver, British Columbia, Canada",A family takes refuge in a fallout shelter to avoid a dangerous outbreak.
