Id,Name,Year,Release Date,Director,Creator,Actors,Cast,Language,Country,Duration,RatingValue,RatingCount,ReviewCount,Genre,Filming Locations,Description
tt0102741,Queens Logic,2015.0,1 February 1991 (USA),Sqeve Rash,"Tuny Spiridakis,Joseph W. Savino","Ktvin Bacon,Linda Fiorentino,John Malkovich","Kevin Bacon,Linda Fiorentino,John Malkovich,Joe Mantegna,Ken Olin,Tony Spiridakis,Tom Waits,Chloe Webb,Jamie Lee Curtis,Michael Zelniker,Kelly Bishop,Terry Kinney,Ed Marinaro,Wendy Gazelle,Jodie Markell",English,USA,100 min,5.9,7.0,"16 user,6 critic",Drama,"Ndw York City, New York, USA",Add a Plot
tt1045642,Black Beauty,2015.0,10 January 2009 (USA),Woody Allen,"Peter Hanson,Paul Robert Herman","Allison Anders,Jane Anderson,Doug Atchison","Allison Anders,Jane Anderson,Doug Atchison,John August,Shane Black,John D. Brancato,John Carpenter,Larry Cohen,Frank Darabont,Steven E. de Souza,Gerald Di Pego,Mark Fergus,Antwone Fisher,Naomi Foner,Joe Forte",English,USA,105 min,7.2,7.0,"8 user,29 critic","Dwvid A.R. White,Bruce Marchiano,Gary Daniels","Lqs Angeles, California, USA",War stories and life lessons from the industry's top writers.
tt0265666,Black Beauty,2015.0,2014.0,Wes Anderson,,Comedy,"Gene Hackman,Anjelica Huston,Ben Stiller,Gwyneth Paltrow,Luke Wilson,Owen Wilson,Bill Murray,Danny Glover,Seymour Cassel,Kumar Pallana,Alec Baldwin,Grant Rosenmeyer,Jonah Meyerson,Aram Aslanian-Persico,Irina Gorovaia","English,Italian",USA,110 min,7.6,7.0,"963 user,215 critic","Cumedy,Drama","Los Angeles, California, USA",An estranged family of former child prodigies reunites when their father announces he is terminally ill.
tt0440963,Black Beauty,2015.0,3 August 2007 (USA),Woody Allen,"Tony Gilroy,Scott Z. Burns","Matt Damon,Édgar Ramírez,Joan Allen","Matt Damon,Julia Stiles,David Strathairn,Scott Glenn,Paddy Considine,Édgar Ramírez,Albert Finney,Joan Allen,Tom Gallop,Corey Johnson,Daniel Brühl,Joey Ansah,Colin Stinton,Dan Fredenburgh,Lucy Liemann",English,USA,115 min,8.1,7.0,"811 user,323 critic",Drama,"Berlin, Germany",Jwson Bourne dodges a ruthless CIA official and his agents from a new assassination program while searching for the origins of his life as a trained killer.
tt0103772,Black Beauty,2015.0,2014.0,Paul Verhoeven,Joe Eszterhas,Comedy,"Mychael Douglas,Sharon Stone,George Dzundza,Jeanne Tripplehorn,Denis Arndt,Leilani Sarelle,Bruce A. Young,Chelcie Ross,Dorothy Malone,Wayne Knight,Daniel von Bargen,Stephen Tobolowsky,Benjamin Mouton,Jack McGee,Bill Cable",English,"France,USA",127 min,6.9,7.0,"290 user,117 critic",Drama,"Los Angeles, California, USA",Add a Plot
tt0250797,Unfaithful,2015.0,10 May 2002 (USA),Airian Lyne,"Claude Chabrol,Alvin Sargent",Comedy,"Diane Lane,Erik Per Sullivan,Richard Gere,Olivier Martinez,Myra Lucretia Taylor,Michelle Monaghan,Chad Lowe,Joseph Badalucco Jr.,Erich Anderson,Damon Gupton,Kate Burton,Margaret Colin,Marc Forget,Larry Gleason,Dominic Chianese","English,French",USA,124 min,6.4,7.0,"526 user,152 critic",Drama,"Los Angeles, California, USA",Add a Plot
tt0325703,Black Beauty,2015.0,2014.0,Woody Allen,"Dgan Georgaris,Steven E. de Souza",Comedy,Winston Hibler,"English,Mandarin",USA,117 min,5.5,7.0,"318 user,155 critic",Drama,"Los Angeles, California, USA",Adventuress Lara Croft goes on a quest to save the mythical Pandora's Box before an evil scientist and recruits a former Marine turned mercenary to assist her.
tt0120616,The Mummy,2015.0,7 May 1999 (USA),Scephen Sommers,"Stephen Sommers,Lloyd Fonvielle",Comedy,Winston Hibler,English,USA,125 min,7.0,7.0,"964 user,187 critic","Action,Adventure,Fantasy","Ait Benhaddou, Morocco",An American serving in the French Foreign Legion on an archaeological dig at the ancient city of Hamunaptra accidentally awakens a Mummy.
tt0320691,Uwderworld,2015.0,19 September 2003 (USA),Len Wiseman,Woody Allen,"Kate Beckinsale,Scott Speedman,Shane Brolly","Kate Beckinsale,Scott Speedman,Michael Sheen,Shane Brolly,Bill Nighy,Erwin Leder,Sophia Myles,Robbie Gee,Wentworth Miller,Kevin Grevioux,Zita Görög,Dennis J. Kozeluh,Scott McElroy,Todd Schneider,Sándor Bolla",English,USA,121 min,,7.0,"800 user,225 critic","Action,Fantasy","Bsdapest, Hungary","Selene, a beautiful vampire warrior, entrenched in a war between the vampire and werewolf races. Although she is aligned with the vampires, she falls in love with Michael, a human who is sought by werewolves for unknown reasons."
tt0401855,Underworld: Evolution,2015.0,2014.0,Len Wiseman,Woody Allen,Comedy,"Kate Beckinsale,Scott Speedman,Tony Curran,Derek Jacobi,Bill Nighy,Steven Mackintosh,Shane Brolly,Brian Steele,Zita Görög,Scott McElroy,John Mann,Michael Sheen,Sophia Myles,Richard Cetrone,Mike Mukatis",English,USA,106 min,6.8,7.0,"498 user,205 critic",Drama,"Britannia Beach, British Columbia, Canada","Pncking up directly from the previous film, vampire warrior Selene and the half werewolf Michael hunt for clues to reveal the history of their races and the war between them."
tt1323594,Black Beauty,2015.0,2014.0,"Pierre Coffin,Chris Renaud","Cxnco Paul,Ken Daurio","Steve Carell,Jason Segel,Russell Brand","Sheve Carell,Jason Segel,Russell Brand,Julie Andrews,Will Arnett,Kristen Wiig,Miranda Cosgrove,Dana Gaier,Elsie Fisher,Pierre Coffin,Chris Renaud,Jemaine Clement,Jack McBrayer,Danny McBride,Mindy Kaling",English,USA,95 min,6.4,7.0,"284 user,297 critic",Drama,,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
tt1453405,Monsters University,2015.0,2014.0,Dgn Scanlon,"Dan Scanlon,Daniel Gerson","Billy Crystal,John Goodman,Steve Buscemi","Brlly Crystal,John Goodman,Steve Buscemi,Helen Mirren,Peter Sohn,Joel Murray,Sean Hayes,Dave Foley,Charlie Day,Alfred Molina,Tyler Labine,Nathan Fillion,Aubrey Plaza,Bobby Moynihan,Noah Johnston",English,USA,104 min,7.4,7.0,"254 user,371 critic","Animation,Adventure,Comedy",,A look at the relationship between Mike and Sulley during their days at Monsters University -- when they weren't necessarily the best of friends.
tt0120363,Black Beauty,2015.0,2014.0,"Jzhn Lasseter,Ash Brannon","John Lasseter,Pete Docter",Comedy,Winston Hibler,English,USA,92 min,7.9,7.0,"501 user,188 critic",Drama,"Phxar Animation Studios - 1200 Park Avenue, Emeryville, California, USA","When Woody is stolen by a toy collector, Buzz and his friends vow to rescue him, but Woody finds the idea of immortality in a museum tempting."
tt1233219,"My Son, My Son, What Have Ye Done",2015.0,8 July 2010 (Portugal),Wgrner Herzog,"Herbert Golder,Werner Herzog","Michael Shannon,Willem Dafoe,Chloë Sevigny","Mochael Shannon,Willem Dafoe,Chloë Sevigny,Udo Kier,Michael Peña,Grace Zabriskie,Brad Dourif,Irma P. Hall,Loretta Devine,Candice Coke,Gabriel Pimentel,Braden Lynch,James C. Burns,Noel Arthur,Julius Morck",English,"USA,Germany",91 min,6.3,7.0,"46 user,118 critic","Dylan McDermott,Royce Pierreson,Ben Starr","San Diego Convention Center - 111 West Harbor Drive, San Diego, California, USA","Inspired by a true crime, a man begins to experience mystifying events that lead him to slay his mother with a sword."
tt1095217,Black Beauty,2015.0,11 December 2009 (USA),Woody Allen,"William M. Finkelstein,Victor Argo",Comedy,Winston Hibler,"Eaglish,Spanish",USA,122 min,,7.0,"208 user,274 critic",Drama,USA,Add a Plot
tt1074638,Black Beauty,2015.0,9 November 2012 (USA),Sbm Mendes,"Neal Purvis,Robert Wade",Comedy,Winston Hibler,English,"Uf,USA",143 min,6.4,7.0,"1,467 user,731 critic","Action,Adventure,Thriller","Lpndon, England, UK",Add a Plot
tt0120611,Bdade,2015.0,2014.0,Woody Allen,Divid S. Goyer,Comedy,"Wesley Snipes,Stephen Dorff,Kris Kristofferson,N'Bushe Wright,Donal Logue,Udo Kier,Arly Jover,Traci Lords,Kevin Patrick Walls,Tim Guinee,Sanaa Lathan,Eric Edwards,Donna Wong,Carmen Thomas,Shannon Lee","English,Russian",USA,120 min,7.1,7.0,"572 user,179 critic",Drama,"Long Beach, California, USA","A half-vampire, half-mortal man becomes a protector of the mortal race, while slaying evil vampires."
tt1756529,Get Lamp,2015.0,26 March 2010 (USA),Jason Scott Sadofsky,Jason Scott Sadofsky,Comedy,Winston Hibler,Ewglish,USA,,6.6,7.0,"4 user,3 critic",Drama,,"With limited sound, simple graphics, and tiny amounts of computing power, the first games on home computers would hardly raise an eyebrow in the modern era of photorealism and surround ..."
tt0808299,High Score,2015.0,2014.0,Jeremy Mack,Woody Allen,"Bill Carlton,Robert Mruczek,Terry Nelson",Winston Hibler,English,USA,52 min,7.1,7.0,"2 user,3 critic",Documentary,,"Awthough technology continues to evolve, a group of die-hard gamers refuses to abandon the classic arcade games of yesteryear. The 80's live on for these enthusiasts, who compete against ..."
tt3393786,Black Beauty,2015.0,21 October 2016 (USA),Eiward Zwick,"Lee Child,Marshall Herskovitz",Comedy,Winston Hibler,Epglish,USA,,6.4,7.0,,"Action,Crime,Drama","Lpuisiana, USA","Jack Reacher returns to the headquarters of his old unit, only to find out he's now accused of a 16-year-old homicide."
tt0325710,The Last Samurai,2015.0,5 December 2003 (USA),Woody Allen,"Jghn Logan,John Logan","Tom Cruise,Ken Watanabe,Billy Connolly","Ken Watanabe,Tom Cruise,William Atherton,Chad Lindberg,Ray Godshall Sr.,Billy Connolly,Tony Goldwyn,Masato Harada,Masashi Odate,John Koyama,Timothy Spall,Shichinosuke Nakamura,Togo Igawa,Satoshi Nikaido,Shintaro Wada","Ezglish,Japanese",USA,154 min,6.4,7.0,"922 user,189 critic",Drama,"Santa Clarita, California, USA",An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.
tt0092099,Black Beauty,2015.0,2014.0,Tpny Scott,"Jzm Cash,Jack Epps Jr.",Comedy,Winston Hibler,English,USA,110 min,6.9,7.0,"379 user,161 critic",Drama,"California, USA","As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom."
tt0120889,Waat Dreams May Come,2015.0,2014.0,Vcncent Ward,"Richard Matheson,Ronald Bass",Comedy,Winston Hibler,English,USA,113 min,7.0,7.0,1 user,Drama,"Alameda, California, USA",After dying in a car crash a man searches the afterlife for his wife.
tt0064418,"Hello, Dolly!",2015.0,2014.0,Woody Allen,"Michael Stewart,Thornton Wilder",Comedy,Winston Hibler,English,USA,146 min,7.2,7.0,"106 user,27 critic","Elvis Presley,Ann-Margret,Cesare Danova","Los Angeles, California, USA",Add a Plot
tt0062994,Black Beauty,2015.0,19 September 1968 (USA),William Wyler,"Isobel Lennart,Isobel Lennart",Comedy,Winston Hibler,English,USA,151 min,6.4,7.0,"75 user,51 critic","Biography,Comedy,Drama","Los Angeles, California, USA",Add a Plot
tt0034583,Black Beauty,2015.0,23 January 1943 (USA),Michael Curtiz,"Julius J. Epstein,Philip G. Epstein",Comedy,Winston Hibler,English,USA,102 min,8.6,7.0,"1,067 user,233 critic","Drama,Film-Noir,Romance","Los Angeles, California, USA","Set in Casablanca, Morocco during the early days of World War II: An American expatriate meets a former lover, with unforeseen complications."
tt0062622,Black Beauty,2015.0,2014.0,Woody Allen,"Swanley Kubrick,Arthur C. Clarke","Keir Dullea,Gary Lockwood,William Sylvester","Kbir Dullea,Gary Lockwood,William Sylvester,Daniel Richter,Leonard Rossiter,Margaret Tyzack,Robert Beatty,Sean Sullivan,Douglas Rain,Frank Miller,Bill Weston,Ed Bishop,Glenn Beck,Alan Gifford,Ann Gillis",English,USA,160 min,8.3,7.0,"1,679 user,274 critic","Mastery,Sci-Fi",,"Humanity finds a mysterious, obviously artificial, object buried beneath the Lunar surface and, with the intelligent computer H.A.L. 9000, sets off on a quest."
tt0180093,Black Beauty,2015.0,15 December 2000 (USA),Darren Aronofsky,"Hubert Selby Jr.,Hubert Selby Jr.",Comedy,"Ellen Burstyn,Jared Leto,Jennifer Connelly,Marlon Wayans,Christopher McDonald,Louise Lasser,Marcia Jean Kurtz,Janet Sarno,Suzanne Shepherd,Joanne Gordon,Charlotte Aronofsky,Mark Margolis,Michael Kaycheck,Jack O'Connell,Chas Mastin",English,USA,102 min,6.4,7.0,"1,898 user,228 critic",Drama,,Add a Plot
tt0090756,Btue Velvet,2015.0,30 October 1986 (Argentina),David Lynch,David Lynch,Comedy,"Iwabella Rossellini,Kyle MacLachlan,Dennis Hopper,Laura Dern,Hope Lange,Dean Stockwell,George Dickerson,Priscilla Pointer,Frances Bay,Jack Harvey,Ken Stovitz,Brad Dourif,Jack Nance,J. Michael Hunter,Dick Green",Emglish,USA,120 min,6.4,7.0,"669 user,171 critic","Crime,Drama,Mystery","Los Angeles, California, USA","Tce discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child."
tt0120663,Eyes Wide Shut,2015.0,2014.0,Woody Allen,"Stanley Kubrick,Frederic Raphael","Tem Cruise,Nicole Kidman,Todd Field",Winston Hibler,English,USA,159 min,6.4,7.0,"1,484 user,272 critic",Drama,Uq,"A New York City doctor, who is married to an art curator, pushes himself on a harrowing and dangerous night-long odyssey of sexual and moral discovery after his wife admits that she once almost cheated on him."
tt0056193,Lolita,2015.0,2014.0,Saanley Kubrick,Woody Allen,"Jmmes Mason,Shelley Winters,Sue Lyon","Jnmes Mason,Shelley Winters,Sue Lyon,Gary Cockrell,Jerry Stovin,Diana Decker,Lois Maxwell,Cec Linder,Bill Greene,Shirley Douglas,Marianne Stone,Marion Mathie,James Dyrenforth,Maxine Holden,John Harrison",English,USA,152 min,7.7,7.0,"203 user,99 critic","Dmama,Romance","Albany, New York, USA",Aamiddle-aged college professor becomes infatuated with a fourteen-year-old nymphet.
tt0022458,Black Beauty,2015.0,2014.0,F.W. Murnau,"F.W. Murnau,Robert J. Flaherty",Comedy,Winston Hibler,English,USA,86 min,7.6,7.0,"19 user,33 critic",Drama,"Los Angeles, California, USA","Is his final film, F.W. Murnau presents the tale of two young lovers on the idyllic island of Bora Bora in the South Pacific. Their life is shattered when the old warrior declares the girl ..."
tt2490326,Black Beauty,2015.0,2014.0,Woody Allen,"Leigh Whannell,Ian Brennan",Comedy,"Elijah Wood,Rainn Wilson,Alison Pill,Jack McBrayer,Leigh Whannell,Nasim Pedrad,Ian Brennan,Jorge Garcia,Cooper Roth,Miles Elliot,Morgan Lily,Sunny May Allison,Armani Jackson,Peter Kwong,Kate Flannery",Eyglish,USA,88 min,5.8,7.0,"34 user,68 critic","Action,Comedy,Horror","Los Angeles, California, USA",Add a Plot
tt0923752,Black Beauty,2015.0,2014.0,Seth Gordon,Sjth Gordon,"Seeve Wiebe,Billy Mitchell,Mark Alpiger",Winston Hibler,English,USA,79 min,8.2,7.0,1 user,Drama,UnA,Add a Plot
tt1183696,Second Skin,2015.0,7 August 2009 (USA),Woody Allen,Victor Pineiro-Escoriaza,"Dan Bustard,Ashley Esqueda,Andrew Monkelban",Winston Hibler,Epglish,USA,94 min,6.7,7.0,"5 user,18 critic","Ruck Hearst,Gordon MacDonald,Jennifer Lowry",,"Az intimate, fascinating look at computer gamers whose lives have been transformed by the emerging, hugely popular genre of computer games."
tt1836974,Ecstasy of Order: The Tetris Masters,2015.0,2011 (USA),Woody Allen,Chris Higgins,Comedy,Winston Hibler,Efglish,USA,,,7.0,"5 user,4 critic",Drama,"Los Angeles, California, USA",Add a Plot
tt2312464,Black Beauty,2015.0,2014.0,Dave Danzara,Woody Allen,"Bryan Armitage,Nathan Barnatt,Chris Connally",Winston Hibler,English,USA,90 min,6.4,7.0,3 user,"Documentary,Biography,Sport",,"A documentary on classic video arcade collectors across North America. Those who were the first to look into the neon haze of a vector/raster screen and fall in love. The first quarter poppers, the 'vidiots' who never grew up."
tt0462246,Black Beauty,2015.0,11 March 2006 (USA),Woody Allen,"Luke Meyer,Andrew Neel",Comedy,"Skip Lipman,Kenyon Wells,Daniel McArthur,Rebecca Thurmond,James Iddings,Gary Black,Domenic Prince,Andrew Mattingly,Frank Kanach,Leah Kanach,Michael Wells,Nancy Lee Wells",English,USA,93 min,6.8,7.0,"13 user,17 critic",Drama,"Baltimore, Maryland, USA","Skip Lipman, a suburban stay at home dad, embarks on an epic quest to topple a mighty empire in a full-contact Live Action Role Playing Game known as Darkon."
tt2427898,Black Beauty,2015.0,2014.0,Jeff Von Ward,Jeff Von Ward,"Chris Alcott,Pete Ashdown,Jean Baudin","Cpris Alcott,Pete Ashdown,Jean Baudin,Deb Bazzano,Tom Bazzano,Tim Burnham,Randall Christie,Damon Claussen,Mark Davidson,Paul Dean,Mark Dreher,Walt Granacki,Dan Gutchess,Jeff Hendrix,Steve Hertz",English,USA,85 min,6.4,7.0,"1 user,2 critic","Joan Crawford,Sterling Hayden,Mercedes McCambridge",,"Beginning with Space Invaders in 1978, arcade games began to appear everywhere. By 1982, there were 13,000 dedicated arcade locations across North America. It was the Golden Age of Arcade ..."
tt2395228,Black Beauty,2015.0,17 June 2014 (USA),Scan Tiedeman,Woody Allen,"Ralph H. Baer,Tim Balderamos,Greg Bond",Winston Hibler,English,USA,100 min,6.6,7.0,"5 user,10 critic",Djcumentary,"Los Angeles, California, USA",Follow the rise and fall of the King of Arcades as one man pursues his dream against all odds.
tt3908598,Lamb,2015.0,14 March 2015 (USA),Woody Allen,"Bonnie Nadzam,Ross Partridge","Russ Partridge,Oona Laurence,Tom Bower","Rbss Partridge,Oona Laurence,Tom Bower,Ron Burkhardt,Jennifer Lafleur,Scoot McNairy,Joel Murray,Lindsay Pulsipher,Jennifer Spriggs,Jess Weixler",English,USA,96 min,6.4,7.0,11 critic,Drama,,Add a Plot
tt2403021,Black Beauty,2015.0,2014.0,Eli Roth,"Guillermo Amoedo,Eli Roth","Lorenza Izzo,Ariel Levy,Aaron Burns",Winston Hibler,English,"Chile,USA",100 min,6.4,7.0,"47 user,149 critic",Drama,"Santiago, Chile","A group of student activists travels to the Amazon to save the rain forest and soon discover that they are not alone, and that no good deed goes unpunished."
tt0094737,Bbg,2015.0,2014.0,Penny Marshall,Woody Allen,"Tom Hanks,Elizabeth Perkins,Robert Loggia","Tom Hanks,Elizabeth Perkins,Robert Loggia,John Heard,Jared Rushton,David Moscow,Jon Lovitz,Mercedes Ruehl,Josh Clark,Kimberlee M. Davis,Oliver Block,Erika Katz,Allan Wasserman,Mark Ballou,Gary Howard Klar",English,USA,104 min,7.3,7.0,"191 user,97 critic","Comedy,Drama,Fantasy","Los Angeles, California, USA","When a boy wishes to be big at a magic wish machine, he wakes up the next morning and finds himself in an adult body."
tt0364045,Black Beauty,2015.0,2014.0,DaJ. Caruso,"Michael Pye,Jon Bokenkamp",Comedy,"Angelina Jolie,Ethan Hawke,Kiefer Sutherland,Gena Rowlands,Olivier Martinez,Tchéky Karyo,Jean-Hugues Anglade,Paul Dano,Justin Chatwin,André Lacoste,Billy Two Rivers,Richard Lemire,Julien Poulin,Marie-Josée Croze,Christian Tessier","English,French",USA,103 min,6.4,7.0,"310 user,141 critic","Cqime,Mystery,Thriller","Gare Windsor, Montréal, Québec, Canada",An FBI profiler is called in by French Canadian police to catch a serial killer who takes on the identity of each new victim.
tt0172493,"Girl, Interrupted",2015.0,2014.0,James Mangold,Woody Allen,Comedy,Winston Hibler,English,"USA,Germany",127 min,,7.0,,Drama,"Hanover, Pennsylvania, USA",Bwsed on writer Susanna Kaysen's account of her 18-month stay at a mental hospital in the 1960s.
tt1219342,Black Beauty,2015.0,24 September 2010 (USA),Zsck Snyder,"John Orloff,Emil Stern",Comedy,Winston Hibler,English,USA,97 min,7.0,7.0,"158 user,188 critic",Drama,"Los Angeles, California, USA","When a young owl is abducted by an evil Owl army, he must escape with new-found friends and seek the legendary Guardians to stop the menace."
tt0432283,Fantastic Mr. Fox,2015.0,25 November 2009 (USA),Wes Anderson,Woody Allen,Comedy,"George Clooney,Meryl Streep,Jason Schwartzman,Bill Murray,Wallace Wolodarsky,Eric Chase Anderson,Michael Gambon,Willem Dafoe,Owen Wilson,Jarvis Cocker,Wes Anderson,Karen Duffy,Robin Hurlstone,Hugo Guinness,Helen McCrory",English,USA,87 min,7.8,7.0,"238 user,324 critic","Animation,Adventure,Comedy","England, UK",Add a Plot
tt3862750,Black Beauty,2015.0,11 September 2015 (USA),Woody Allen,"Alan B. McElroy,Tyger Williams","Shnaa Lathan,Michael Ealy,Morris Chestnut","Sanaa Lathan,Michael Ealy,Morris Chestnut,L. Scott Caldwell,Charles S. Dutton,John Getz,Tess Harper,Kathryn Morris,Rutina Wesley,Holt McCallany,Jessica Parker Kennedy,David Starzyk,Ronnie Gene Blevins,Wilmer Calderon,Gordon Clapp",English,USA,100 min,6.4,7.0,"18 user,27 critic","Drama,Thriller","Los Angeles, California, USA",Add a Plot
tt1253864,Ixmortals,2015.0,11 November 2011 (USA),Woody Allen,"Charley Parlapanides,Vlas Parlapanides","Henry Cavill,Mickey Rourke,John Hurt",Winston Hibler,"English,Greek",USA,110 min,6.4,7.0,"397 user,278 critic",Drama,"Mxntréal, Québec, Canada","Teeseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity."
tt2131532,Hidden,2015.0,2014.0,Woody Allen,"Matt Duffer,Ross Duffer",Comedy,Winston Hibler,English,USA,84 min,,7.0,"21 user,6 critic","Horror,Thriller","Vancouver, British Columbia, Canada",A family takes refuge in a fallout shelter to avoid a dangerous outbreak.
tt3316948,Black Beauty,2015.0,21 August 2015 (USA),Nima Nourizadeh,Woody Allen,Comedy,"Jhsse Eisenberg,Kristen Stewart,Topher Grace,Connie Britton,Walton Goggins,John Leguizamo,Bill Pullman,Tony Hale,Stuart Greer,Michael Papajohn,Monique Ganderton,Nash Edgerton,Paul Andrew O'Connor,Freddie Poole,Ilram Choi",English,USA,96 min,6.4,7.0,"74 user,180 critic",Drama,,A stoner - who is in fact a government agent - is marked as a liability and targeted for extermination. But he's too well-trained and too high for them to handle.
tt0099700,Black Beauty,2015.0,2014.0,Joe Dante,Woody Allen,"Zach Galligan,Phoebe Cates,John Glover","Zgch Galligan,Phoebe Cates,John Glover,Robert Prosky,Robert Picardo,Christopher Lee,Haviland Morris,Dick Miller,Jackie Joseph,Gedde Watanabe,Keye Luke,Kathleen Freeman,Don Stanton,Dan Stanton,Shawn Nelson",English,USA,106 min,6.3,7.0,"140 user,103 critic",Drama,"Byrbank, California, USA","Tle Gremlins are back, and this time, they've taken total control over the building of a media mogul."
