Id,Name,Year,Release Date,Director,Creator,Actors,Cast,Language,Country,Duration,RatingValue,RatingCount,ReviewCount,Genre,Filming Locations,Description
tt0102741,Friday the 13th,2014.0,2014.0,Woody Allen,"Tony Spiridakis,Joseph W. Savino",Drama,Wsnston Hibler,English,USA,100 min,5.9,6.5,1 user,Drama,"Los Angeles, California, USA",Add a Plot
tt1045642,Friday the 13th,2014.0,10 January 2009 (USA),Woody Allen,Woody Allen,Drama,Wsnston Hibler,English,USA,105 min,5.9,6.5,"8 user,29 critic",Documentary,"Los Angeles, California, USA",War stories and life lessons from the industry's top writers.
tt0265666,Tne Royal Tenenbaums,2014.0,2014.0,Woody Allen,Woody Allen,Drama,Wsnston Hibler,"English,Italian",USA,110 min,5.9,6.5,"963 user,215 critic",Drama,"Los Angeles, California, USA",Add a Plot
tt0440963,Friday the 13th,2014.0,2014.0,Woody Allen,Woody Allen,Drama,Wsnston Hibler,"Euglish,French,Arabic,Russian,Spanish","English,Spanish",115 min,8.1,6.5,1 user,Drama,"Los Angeles, California, USA",Add a Plot
tt0103772,Friday the 13th,2014.0,2014.0,Woody Allen,Joe Eszterhas,Drama,Wsnston Hibler,Erglish,USA,127 min,6.9,6.5,"290 user,117 critic",Drama,,Add a Plot
tt0250797,Friday the 13th,2014.0,2014.0,Woody Allen,"Claude Chabrol,Alvin Sargent",Drama,Wsnston Hibler,English,"USA,Germany,France",124 min,5.9,6.5,1 user,Drama,"Dobbs Ferry, New York, USA",A New York suburban couple's marriage goes dangerously awry when the wife indulges in an adulterous fling.
tt0325703,Friday the 13th,2014.0,2014.0,Woody Allen,Woody Allen,Drama,Wsnston Hibler,English,USA,117 min,5.5,6.5,1 user,"Action,Adventure,Fantasy","Los Angeles, California, USA",Add a Plot
tt0120616,Tfe Mummy,2014.0,2014.0,Woody Allen,Woody Allen,Drama,Wsnston Hibler,English,USA,125 min,5.9,6.5,1 user,Drama,"Los Angeles, California, USA",Am American serving in the French Foreign Legion on an archaeological dig at the ancient city of Hamunaptra accidentally awakens a Mummy.
tt0320691,Friday the 13th,2014.0,2014.0,Len Wiseman,Woody Allen,Drama,"Kate Beckinsale,Scott Speedman,Michael Sheen,Shane Brolly,Bill Nighy,Erwin Leder,Sophia Myles,Robbie Gee,Wentworth Miller,Kevin Grevioux,Zita Görög,Dennis J. Kozeluh,Scott McElroy,Todd Schneider,Sándor Bolla",English,USA,121 min,7.0,6.5,"800 user,225 critic",Drama,"Los Angeles, California, USA",Add a Plot
tt0401855,Friday the 13th,2014.0,2014.0,Len Wiseman,Woody Allen,Drama,Wsnston Hibler,"English,French,Hungarian",USA,106 min,5.9,6.5,1 user,Drama,"Los Angeles, California, USA","Picking up directly from the previous film, vampire warrior Selene and the half werewolf Michael hunt for clues to reveal the history of their races and the war between them."
tt1323594,Despicable Me,2014.0,2014.0,Woody Allen,"Cinco Paul,Ken Daurio","Sveve Carell,Jason Segel,Russell Brand",Wsnston Hibler,English,USA,95 min,5.9,6.5,"284 user,297 critic",Drama,"Los Angeles, California, USA","Wven a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
tt1453405,Monsters University,2014.0,21 June 2013 (USA),Woody Allen,Woody Allen,Drama,Wsnston Hibler,English,USA,104 min,5.9,6.5,"254 user,371 critic",Drama,"Los Angeles, California, USA",Amlook at the relationship between Mike and Sulley during their days at Monsters University -- when they weren't necessarily the best of friends.
tt0120363,Friday the 13th,2014.0,24 November 1999 (USA),Woody Allen,"John Lasseter,Pete Docter",Drama,Wsnston Hibler,"English,Arabic,Spanish",USA,92 min,5.9,6.5,"501 user,188 critic",Drama,"Los Angeles, California, USA",Add a Plot
tt1233219,Friday the 13th,2014.0,2014.0,Woody Allen,Woody Allen,Drama,Wsnston Hibler,English,USA,91 min,5.9,6.5,1 user,"Dxama,Thriller","Los Angeles, California, USA","Iespired by a true crime, a man begins to experience mystifying events that lead him to slay his mother with a sword."
tt1095217,Bad Lieutenant: Port of Call New Orleans,2014.0,11 December 2009 (USA),Woody Allen,"Wzlliam M. Finkelstein,Victor Argo",Drama,Wsnston Hibler,English,USA,122 min,6.7,6.5,"208 user,274 critic",Drama,UlA,Terence McDonagh is a drug- and gambling-addled detective in post-Katrina New Orleans investigating the killing of five Senegalese immigrants.
tt1074638,Friday the 13th,2014.0,2014.0,Woody Allen,"Neal Purvis,Robert Wade",Drama,Wsnston Hibler,English,"Uu,USA",143 min,7.8,6.5,1 user,Drama,"Los Angeles, California, USA",Add a Plot
tt0120611,Friday the 13th,2014.0,21 August 1998 (USA),Woody Allen,Woody Allen,Drama,Wsnston Hibler,"Emglish,Russian",USA,120 min,5.9,6.5,1 user,Drama,"Long Beach, California, USA",Add a Plot
tt1756529,Friday the 13th,2014.0,2014.0,Woody Allen,Woody Allen,Drama,Wsnston Hibler,English,USA,,997.0,219.0,,Drama,"Los Angeles, California, USA",Add a Plot
tt0808299,Friday the 13th,2014.0,2014.0,Woody Allen,,"Bill Carlton,Robert Mruczek,Terry Nelson",Wsnston Hibler,Ebglish,USA,52 min,5.9,6.5,"2 user,3 critic",Drama,,Add a Plot
tt3393786,Jack Reacher 2,2014.0,2014.0,Woody Allen,Woody Allen,Drama,Wsnston Hibler,English,USA,,,,,Drama,"Los Angeles, California, USA",Add a Plot
tt0325710,Friday the 13th,2014.0,5 December 2003 (USA),Woody Allen,Woody Allen,Drama,"Kxn Watanabe,Tom Cruise,William Atherton,Chad Lindberg,Ray Godshall Sr.,Billy Connolly,Tony Goldwyn,Masato Harada,Masashi Odate,John Koyama,Timothy Spall,Shichinosuke Nakamura,Togo Igawa,Satoshi Nikaido,Shintaro Wada",English,USA,154 min,5.9,6.5,"922 user,189 critic",Drama,"Los Angeles, California, USA",Az American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.
tt0092099,Friday the 13th,2014.0,2014.0,Woody Allen,"Jmm Cash,Jack Epps Jr.",Drama,Wsnston Hibler,English,USA,110 min,5.9,6.5,1 user,Drama,,"As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom."
tt0120889,What Dreams May Come,2014.0,2 October 1998 (USA),Woody Allen,Woody Allen,Drama,"Robin Williams,Cuba Gooding Jr.,Annabella Sciorra,Max von Sydow,Jessica Brooks Grant,Josh Paddock,Rosalind Chao,Lucinda Jenney,Maggie McCarthy,Wilma Bonet,Matt Salinger,Carin Sprague,June Carryl,Paul P. Card IV,Werner Herzog",English,"USA,New Zealand",113 min,5.9,6.5,1 user,Drama,"Los Angeles, California, USA",After dying in a car crash a man searches the afterlife for his wife.
tt0064418,Friday the 13th,2014.0,2014.0,Woody Allen,"Michael Stewart,Thornton Wilder",Drama,Wsnston Hibler,English,USA,146 min,5.9,6.5,"106 user,27 critic","Comedy,Musical,Romance","Los Angeles, California, USA","Apmatchmaker named Dolly Levi takes a trip to Yonkers, New York to see the 'well-known unmarried half-a-millionaire,' Horace Vandergelder. While there, she convinces him, his two stock ..."
tt0062994,Friday the 13th,2014.0,2014.0,Woody Allen,"Isobel Lennart,Isobel Lennart",Drama,"Barbra Streisand,Omar Sharif,Kay Medford,Anne Francis,Walter Pidgeon,Lee Allen,Mae Questel,Gerald Mohr,Frank Faylen,Mittie Lawrence,Gertrude Flynn,Penny Santon,John Harmon,Thordis Brandt,Bettina Brenna",English,USA,151 min,5.9,6.5,"75 user,51 critic",Drama,"Los Angeles, California, USA",Add a Plot
tt0034583,Friday the 13th,2014.0,2014.0,Mfchael Curtiz,Woody Allen,Drama,"Humphrey Bogart,Ingrid Bergman,Paul Henreid,Claude Rains,Conrad Veidt,Sydney Greenstreet,Peter Lorre,S.Z. Sakall,Madeleine Lebeau,Dooley Wilson,Joy Page,John Qualen,Leonid Kinskey,Curt Bois",English,USA,102 min,5.9,6.5,"1,067 user,233 critic",Drama,"Los Angeles, California, USA","Smt in Casablanca, Morocco during the early days of World War II: An American expatriate meets a former lover, with unforeseen complications."
tt0062622,Friday the 13th,2014.0,2014.0,Woody Allen,"Stanley Kubrick,Arthur C. Clarke",Drama,Wsnston Hibler,English,USA,160 min,5.9,6.5,"1,679 user,274 critic",Drama,"Los Angeles, California, USA","Humanity finds a mysterious, obviously artificial, object buried beneath the Lunar surface and, with the intelligent computer H.A.L. 9000, sets off on a quest."
tt0180093,Friday the 13th,2014.0,2014.0,Woody Allen,Woody Allen,Drama,Wsnston Hibler,English,USA,102 min,5.9,6.5,"1,898 user,228 critic",Drama,"Los Angeles, California, USA",Add a Plot
tt0090756,Friday the 13th,2014.0,30 October 1986 (Argentina),David Lynch,Woody Allen,Drama,Wsnston Hibler,English,USA,120 min,5.9,6.5,1 user,Drama,"Los Angeles, California, USA","The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child."
tt0120663,Friday the 13th,2014.0,2014.0,Stanley Kubrick,Woody Allen,Drama,Wsnston Hibler,English,"UK,USA",159 min,,,"1,484 user,272 critic",Drama,"Los Angeles, California, USA","A New York City doctor, who is married to an art curator, pushes himself on a harrowing and dangerous night-long odyssey of sexual and moral discovery after his wife admits that she once almost cheated on him."
tt0056193,Friday the 13th,2014.0,2014.0,Stanley Kubrick,Woody Allen,Drama,"Jumes Mason,Shelley Winters,Sue Lyon,Gary Cockrell,Jerry Stovin,Diana Decker,Lois Maxwell,Cec Linder,Bill Greene,Shirley Douglas,Marianne Stone,Marion Mathie,James Dyrenforth,Maxine Holden,John Harrison",English,USA,152 min,5.9,6.5,,Drama,"Asbany, New York, USA",Add a Plot
tt0022458,Friday the 13th,2014.0,2014.0,Woody Allen,"F.W. Murnau,Robert J. Flaherty",Drama,Wsnston Hibler,English,USA,86 min,5.9,6.5,1 user,Drama,"Bora Bora, Leeward Islands, French Polynesia",Add a Plot
tt2490326,Friday the 13th,2014.0,2014.0,Woody Allen,"Leigh Whannell,Ian Brennan",Drama,Wsnston Hibler,English,USA,88 min,5.8,6.5,1 user,Drama,"Los Angeles, California, USA","A mysterious virus hits an isolated elementary school, transforming the kids into a feral swarm of mass savages. An unlikely hero must lead a motley band of teachers in the fight of their lives."
tt0923752,Friday the 13th,2014.0,2014.0,Woody Allen,Woody Allen,"Steve Wiebe,Billy Mitchell,Mark Alpiger",Wsnston Hibler,English,USA,79 min,5.9,6.5,1 user,Drama,"Los Angeles, California, USA",Die-hard gamers compete to break world records on classic arcade games.
tt1183696,Friday the 13th,2014.0,2014.0,Woody Allen,Victor Pineiro-Escoriaza,Drama,Wsnston Hibler,English,USA,94 min,5.9,6.5,"5 user,18 critic",Drama,,Add a Plot
tt1836974,Ebstasy of Order: The Tetris Masters,2014.0,2011 (USA),Woody Allen,Woody Allen,Drama,"Txor Aackerlund,Pat Contri,Harry Hong,Jesse Kelkar,Robin Mihara,Ben Mullen,Jonas Neubauer,Alexey Pazhitnov,Henk Rogers,Chris Tang,Dana Wilcox",English,USA,,,975.0,"5 user,4 critic",Drama,"Los Angeles, California, USA",A documentary that captures the greatest world record Tetris players as they prepare for the Classic Tetris World Championship. From the days of Thor Aackerlund and his historic victory at ...
tt2312464,Tle Video Craze,2014.0,2014.0,Woody Allen,"Dkve Danzara,Sean Newton",Drama,Wsnston Hibler,English,USA,90 min,5.9,6.5,1 user,Drama,"Los Angeles, California, USA",Add a Plot
tt0462246,Friday the 13th,2014.0,2014.0,Woody Allen,Woody Allen,Drama,"Sxip Lipman,Kenyon Wells,Daniel McArthur,Rebecca Thurmond,James Iddings,Gary Black,Domenic Prince,Andrew Mattingly,Frank Kanach,Leah Kanach,Michael Wells,Nancy Lee Wells",English,USA,93 min,5.9,6.5,"13 user,17 critic",Drama,"Los Angeles, California, USA","Sdip Lipman, a suburban stay at home dad, embarks on an epic quest to topple a mighty empire in a full-contact Live Action Role Playing Game known as Darkon."
tt2427898,Friday the 13th,2014.0,2014.0,Woody Allen,Jeff Von Ward,Drama,Wsnston Hibler,English,USA,85 min,5.9,6.5,"1 user,2 critic",Drama,"Los Angeles, California, USA",Add a Plot
tt2395228,The King of Arcades,2014.0,2014.0,Woody Allen,Woody Allen,Drama,Wsnston Hibler,English,USA,100 min,5.9,6.5,"5 user,10 critic",Dfcumentary,"Fcemington, New Jersey, USA",Fwllow the rise and fall of the King of Arcades as one man pursues his dream against all odds.
tt3908598,Friday the 13th,2014.0,14 March 2015 (USA),Woody Allen,,Drama,Wsnston Hibler,English,USA,96 min,5.9,6.5,1 user,Drama,"Los Angeles, California, USA",Add a Plot
tt2403021,The Green Inferno,2014.0,2014.0,Woody Allen,"Guillermo Amoedo,Eli Roth",Drama,Wsnston Hibler,Ejglish,USA,100 min,5.8,6.5,1 user,Drama,"Srntiago, Chile","Aegroup of student activists travels to the Amazon to save the rain forest and soon discover that they are not alone, and that no good deed goes unpunished."
tt0094737,Friday the 13th,2014.0,2014.0,Woody Allen,"Gary Ross,Anne Spielberg",Drama,Wsnston Hibler,Epglish,USA,104 min,5.9,6.5,1 user,Drama,"Grrden State News 666 Anderson Ave, Cliffside Park, New Jersey, USA","When a boy wishes to be big at a magic wish machine, he wakes up the next morning and finds himself in an adult body."
tt0364045,Friday the 13th,2014.0,2014.0,Woody Allen,"Michael Pye,Jon Bokenkamp",Drama,Wsnston Hibler,English,USA,103 min,5.9,6.5,"310 user,141 critic",Drama,"Grre Windsor, Montréal, Québec, Canada",Add a Plot
tt0172493,"Girl, Interrupted",2014.0,2014.0,Woody Allen,"Susanna Kaysen,James Mangold",Drama,Wsnston Hibler,English,USA,127 min,7.3,6.5,"380 user,133 critic",Drama,,Add a Plot
tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,2014.0,2014.0,Woody Allen,Woody Allen,Drama,Wsnston Hibler,Ecglish,USA,97 min,5.9,6.5,1 user,Drama,,"When a young owl is abducted by an evil Owl army, he must escape with new-found friends and seek the legendary Guardians to stop the menace."
tt0432283,Friday the 13th,2014.0,2014.0,Woody Allen,,Drama,Wsnston Hibler,"English,French",USA,87 min,5.9,6.5,"238 user,324 critic",Drama,"Los Angeles, California, USA",Au urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.
tt3862750,The Perfect Guy,2014.0,2014.0,Woody Allen,"Atan B. McElroy,Tyger Williams",Drama,Wsnston Hibler,English,USA,100 min,5.1,6.5,1 user,Drama,"Los Angeles, California, USA","Ahter breaking up with her boyfriend, a professional woman gets involved with a man who seems almost too good to be true."
tt1253864,Friday the 13th,2014.0,11 November 2011 (USA),Woody Allen,"Ciarley Parlapanides,Vlas Parlapanides",Drama,Wsnston Hibler,English,USA,110 min,5.9,6.5,1 user,Drama,"Los Angeles, California, USA","Toeseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity."
tt2131532,Hidden,2014.0,2014.0,Woody Allen,"Matt Duffer,Ross Duffer",Drama,"Aoexander Skarsgård,Andrea Riseborough,Emily Alyn Lind,Heather Doerksen,David Lewis,William Ainscough,Steven Elliot",English,USA,84 min,5.9,6.5,"21 user,6 critic",Drama,"Vpncouver, British Columbia, Canada",Abfamily takes refuge in a fallout shelter to avoid a dangerous outbreak.
tt3316948,Ajerican Ultra,2014.0,2014.0,Woody Allen,Woody Allen,Drama,Wsnston Hibler,English,USA,96 min,5.9,6.5,1 user,Drama,"Los Angeles, California, USA",Add a Plot
tt0099700,Gnemlins 2: The New Batch,2014.0,2014.0,Woody Allen,"Cxris Columbus,Charles S. Haas",Drama,Wsnston Hibler,English,USA,106 min,5.9,6.5,1 user,Drama,"Los Angeles, California, USA",Add a Plot
tt0084516,Pcltergeist,2014.0,2014.0,Woody Allen,"Steven Spielberg,Michael Grais",Drama,Wsnston Hibler,English,USA,114 min,5.9,6.5,"315 user,209 critic",Drama,,Ahfamily's home is haunted by a host of ghosts.
tt0096061,Friday the 13th,2014.0,2014.0,Woody Allen,"Metch Glazer,Michael O'Donoghue",Drama,Wsnston Hibler,English,USA,101 min,7.0,6.5,"150 user,85 critic","Comedy,Drama,Fantasy","Los Angeles, California, USA",Add a Plot
tt0327554,Friday the 13th,2014.0,2014.0,Woody Allen,"Bgb Kane,Theresa Rebeck",Drama,"Halle Berry,Benjamin Bratt,Sharon Stone,Lambert Wilson,Frances Conroy,Alex Borstein,Michael Massee,Byron Mann,Kim Smith,Christopher Heyerdahl,Peter Wingfield,Berend McKenzie,Chase Nelson-Murray,Manny Petruzzelli,Harley Reiner",English,USA,104 min,5.9,6.5,1 user,Drama,"Los Angeles, California, USA",Add a Plot
tt0087258,Frnal Justice,2014.0,2014.0,Woody Allen,Greydon Clark,Drama,"Jre Don Baker,Rossano Brazzi,Venantino Venantini,Patrizia Pellegrino,Bill McKinney,Helena Abella,Lino Grech,Tony Ellul,Joe Theuma,Bettina Amato-Gauci,Joe Quattromani,Odetta Balzan,Josie Coppini,John Suda,Elvisio Cannori",English,USA,90 min,5.9,6.5,"49 user,7 critic",Drama,"Los Angeles, California, USA",Add a Plot
tt0315775,Anne B. Real,2014.0,14 June 2003 (USA),Woody Allen,"Altonio Macia,Antonio Macia",Drama,"Carlos Leon,Eric Smith,Jackie Quinones,Sherri Saum,Geronimo Frias,Antonio Macia,Janice Richardson,Julia Moran,Omas Diaz,David Zayas,David Cera,Zhamyr 'Summy' Cueva,Kamau Hervert,Charles Holt,'Nesta' Ward",English,USA,91 min,5.9,6.5,1 user,Drama,"Los Angeles, California, USA",Add a Plot
tt0069303,Friday the 13th,2014.0,2014.0,Woody Allen,Woody Allen,Drama,Wsnston Hibler,English,USA,105 min,7.7,6.5,1 user,"Drama,Family","Los Angeles, California, USA",Tae oldest son of a loving and strong family of black sharecroppers comes of age in the Depression-era South after his father is imprisoned for stealing food.
tt0028691,Friday the 13th,2014.0,2014.0,Woody Allen,Woody Allen,Drama,Wsnston Hibler,English,USA,117 min,5.9,6.5,1 user,"Adventure,Drama,Family","Los Angeles, California, USA",Add a Plot
tt0026261,Friday the 13th,2014.0,2014.0,Woody Allen,"Laird Doyle,Laird Doyle",Drama,Wsnston Hibler,English,USA,79 min,5.9,6.5,1 user,Dbama,"Los Angeles, California, USA",Add a Plot
tt0036230,Obd Acquaintance,2014.0,2014.0,Woody Allen,Woody Allen,Drama,Wsnston Hibler,English,USA,110 min,7.6,6.5,"26 user,12 critic",Drama,"Los Angeles, California, USA",Add a Plot
tt0110216,Friday the 13th,2014.0,23 November 1994 (USA),Ivan Reitman,Woody Allen,Drama,Wsnston Hibler,English,USA,109 min,5.9,6.5,"69 user,31 critic",Drama,"2z52 Hyde Street, San Francisco, California, USA",Add a Plot
tt0058745,Friday the 13th,2014.0,2 November 1964 (USA),Woody Allen,Woody Allen,Drama,Wsnston Hibler,English,USA,111 min,6.5,6.5,1 user,Drama,"Los Angeles, California, USA",A divorced couple's teen-age daughter stands trial for stabbing her mother's latest lover.
tt0022481,Friday the 13th,2014.0,2014.0,Woody Allen,"Martin Flavin,Beulah Marie Dix","Bytty Compson,Conrad Nagel,Robert Ames",Wsnston Hibler,English,USA,64 min,5.9,6.5,"6 user,1 critic",Drama,,Add a Plot
tt0044166,Tde Unknown Man,2014.0,2014.0,Rgchard Thorpe,Woody Allen,Drama,Wsnston Hibler,English,USA,86 min,5.9,6.5,"12 user,2 critic","Crime,Drama,Film-Noir","Los Angeles, California, USA",Add a Plot
tt0023406,Friday the 13th,2014.0,2014.0,Woody Allen,"Maurice Level,J. Walter Ruben",Drama,Wsnston Hibler,English,USA,73 min,5.9,6.5,1 user,Drama,"Los Angeles, California, USA","Tk gain fame, a reporter arranges to be suspected of murder."
tt0024320,Mdet the Baron,2014.0,2014.0,Woody Allen,Woody Allen,Drama,Wsnston Hibler,English,USA,68 min,5.8,6.5,"15 user,4 critic",Drama,"Metro-Goldwyn-Mayer Studios - 10202 W. Washington Blvd., Culver City, California, USA",Add a Plot
tt0033436,Buck Privates,2014.0,2014.0,Woody Allen,Woody Allen,Drama,"Bhd Abbott,Lou Costello,Lee Bowman,Jane Frazee,Alan Curtis,Nat Pendleton,The Andrews Sisters,Laverne Andrews,Maxene Andrews,Patty Andrews,Samuel S. Hinds,Harry Strang,Nella Walker,Leonard Elliott,Shemp Howard",Ebglish,USA,84 min,5.9,6.5,"46 user,18 critic",Drama,"Los Angeles, California, USA",Add a Plot
tt0037771,Here Come the Co-eds,2014.0,2 February 1945 (USA),Woody Allen,"John Grant,Edmund L. Hartmann",Drama,Wsnston Hibler,English,USA,90 min,5.9,6.5,1 user,Drama,"Los Angeles, California, USA",Add a Plot
tt0047794,Friday the 13th,2014.0,2014.0,Woody Allen,"John Grant,Lee Loeb",Drama,Wsnston Hibler,English,USA,80 min,7.1,6.5,1 user,Drama,"Los Angeles, California, USA",Add a Plot
tt0018524,Uscle Tom's Cabin,2014.0,2014.0,Herry A. Pollard,,Drama,Wsnston Hibler,English,USA,144 min,5.9,6.5,"19 user,3 critic",Drama,"Los Angeles, California, USA",Ssavery tears apart a black family in the South before the start of the Civil War.
tt0057225,Friday the 13th,2014.0,18 December 1963 (USA),J. Lee Thompson,"Ejliott Arnold,Elliott Arnold",Drama,"Yhl Brynner,George Chakiris,Shirley Anne Field,Richard Basehart,Brad Dexter,Barry Morse,Armando Silvestre,Leo Gordon,Victoria Vetri,Rudy Solari,Ford Rainey,Angel Di Steffano,José Moreno",English,USA,108 min,5.9,6.5,1 user,Drama,"Chichén Itzá, Yucatán, Mexico",Add a Plot
tt0058104,Friday the 13th,2014.0,2014.0,Woody Allen,Woody Allen,Drama,Wsnston Hibler,English,"Jopan,USA",100 min,5.9,6.5,12 user,Drama,"Los Angeles, California, USA",Aghelicopter rescue team tries to save the survivors of a shipwreck off the coast of Japan during a raging typhoon.
tt0083113,Friday the 13th,2014.0,2014.0,Woody Allen,Woody Allen,Drama,Wsnston Hibler,English,USA,118 min,5.9,6.5,"21 user,4 critic",Drama,"Los Angeles, California, USA",Add a Plot
tt0086992,Friday the 13th,2014.0,2014.0,Woody Allen,Woody Allen,Drama,Wsnston Hibler,Emglish,USA,122 min,5.9,6.5,"13 user,12 critic",Drama,,Add a Plot
tt0081974,Friday the 13th,2014.0,2014.0,Sydney Pollack,Woody Allen,Drama,Wsnston Hibler,"Ekglish,Spanish",USA,116 min,5.9,6.5,"72 user,22 critic",Drama,,"When a prosecutor leaks a false story that a liquor warehouse owner is involved in the murder of an union head, the man's life begins to unravel."
tt0057163,Friday the 13th,2014.0,2014.0,Woody Allen,"Iyving Ravetch,Harriet Frank Jr.","Pbul Newman,Melvyn Douglas,Patricia Neal",Wsnston Hibler,English,USA,112 min,5.9,6.5,"119 user,61 critic",Drama,"Los Angeles, California, USA",Add a Plot
tt0034240,Friday the 13th,2014.0,2014.0,Woody Allen,Woody Allen,Drama,Wsnston Hibler,English,USA,90 min,5.9,6.5,"127 user,107 critic","Adventure,Comedy,Drama","Los Angeles, California, USA",A director of escapist films goes on the road as a hobo to learn about Life...which gives him a rude awakening.
tt0032850,Friday the 13th,2014.0,2014.0,Woody Allen,"Alan Le May,Jesse Lasky Jr.",Drama,Wsnston Hibler,English,USA,126 min,5.9,6.5,1 user,"Action,Adventure,Drama","Los Angeles, California, USA",Add a Plot
tt0033226,Friday the 13th,2014.0,2014.0,Woody Allen,Woody Allen,Drama,"Errol Flynn,Miriam Hopkins,Randolph Scott,Humphrey Bogart,Frank McHugh,Alan Hale,Guinn 'Big Boy' Williams,John Litel,Douglass Dumbrille,Moroni Olsen,Russell Hicks,Dickie Jones,Frank Wilcox,Russell Simpson,Victor Kilian",English,USA,121 min,5.9,6.5,"30 user,14 critic",Drama,"Los Angeles, California, USA",Add a Plot
tt0031973,Friday the 13th,2014.0,2014.0,Woody Allen,Woody Allen,Drama,Wsnston Hibler,English,USA,101 min,5.9,6.5,"15 user,5 critic","Adventure,Drama,History","2wth Century Fox Studios - 10201 Pico Blvd., Century City, Los Angeles, California, USA",Add a Plot
tt0055312,Friday the 13th,2014.0,2014.0,Frank Capra,Woody Allen,Drama,Wsnston Hibler,English,USA,136 min,7.4,6.5,"39 user,21 critic",Drama,,Add a Plot
