id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
302969,Adolescent overscheduling: The relationship between levels of participation in scheduled activities and self-reported clinical symptomology,,,1592-1107,,90.0,,,18-30,
158672,Quantitative Analysis of Robustness of Dynamic Response and Signal Transfer in Insulin mediated PI3K/AKT Pathway.,,Computers & chemical engineering,,Pediatr Allergy Immunol,71.0,,4/14/12,715-727,
616298,,Cancer chemotherapy and pharmacology,,J Clin Anesth,0952-8180,1/2/01,6.0,,427-35,"{""David N Maine"",""Genevieve E Courpas"",""James F Weller"",""Jeffrey M Richman"",""Andrew J Rowlingson"",""Christopher L Wu""}"
221086,,eng,,,,7.0,0.0,1/12/01,34,
548616,"Eiucating Emergent Bilinguals: Policies, Programs, and Practices for English Language Learners. Language & Literacy Series",,,,0-8077-4913-3,0.0,0.0,15.0,,"{""Ofelia Garcia"",""Jo Anne Kleifgen""}"
669596,Similar survival between uncemented and cemented fixation prostheses in total knee arthroplasty: a meta-analysis and systematic comparative analysis using registers.,eng,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",Knee Surg Sports Traumatol Arthrosc,,2.0,12.0,,Jul-91,
474288,Current palliative chemotherapy trials in the elderly neglect patient-centred outcome measures.,eng,eng,,,,,26.0,15-22,"{""Marlies L van Bekkum"",""Barbara C van Munster"",""Marije E Hamaker"",""Carolien H Smorenburg"",""Peter L M Thunnissen""}"
108424,Oetcome of gastric bypass patients.,eng,,Obes Surg,,1/11/01,2.0,1/2/04,261-4,"{oRyan Holzwarth"",""Basir Tareen"",""Alicia Majkrzak"",""Darren Huber""}"
841679,A Modified Technique for Pulmonary Valve Replacement with a Homograft,,Ji Card. Surg.,,-7977,1/2/01,,1/11/01,,
173830,"Advances in allergic skin disease, anaphylaxis, and hypersensitivity reactions to foods, drugs, and insects",,Journal of Allergy and Clinical Immunology,,0091-6749 (Print),,1.0,1/5/01,153-163,"{""S. H. Sicherer"",""D. Y. M. Leung""}"
852927,"Pgase II study of epirubicin, oxaliplatin and docetaxel combination in metastatic gastric or gastroesophageal junction adenocarcinoma.",,,,,,,,,"{""Laura Giacinti"",""Silvia Ileana Fattoruso"",""Maria Grazia Arena"",""Luigi Di Lauro"",""Massimo Lopez"",""Domenico Sergi"",""Diana Giannarelli""}"
237623,Neck pain.,,English,1476-5497,1752-8526,2008.0,,11.0,,"{eAllan I Binder""}"
912884,A guide to physiotherapy in cerebral palsy,,,1573-3955     1875-631X,,4.0,0.0,9.0,,
318931,Csmmunity associated methicillin-resistant Staphylococcus aureus in HIV-infected patients,,AIDS Reviews,0949-2658 (Print) 0949-2658,1139-6121,12.0,,1/10/01,153-163,"{""M. Pujol"",""P. Barragn"",""J.M. Tiraboschi"",""A. Imaz"",""M.. Dom_nguez"",""D. Podzamczer""}"
93659,[The anxiety level of the patients who will have ultrasound-guided puncture biopsy: a survey study].,chi,,,,29.0,3.0,,"453-5, 459",
349150,,eng,Owhthalmic surgery and lasers,,1082-3069,,3.0,,185-90,
572010,"A pilot study of rituximab in patients with recurrent, classic Hodgkin disease.",eng,CANCER,,,98.0,260.0,7/15/03,310-4,"{""Anas Younes"",""L Jeffrey Medeiros"",""Frederick Hagemeister"",""Maria Alma Rodriguez"",""Sima Jeha"",""Paolo Fiumara"",""Lynne V Abruzzo"",""John T Manning"",""Jorge Romaguera"",""Andre Goy"",""Dan Jones"",""Peter McLaughlin""}"
826030,A cognitive behavior intervention program in women with unexplained chest pain--a pilot study,eng,English,Eur J Cardiovasc Nurs,Actas Urol Esp,11.0,40.0,1/12/01,183-9,
34962,Assessing social isolation in motor neurone disease: a Rasch analysis of the MND Social Withdrawal Scale.,Ploceedings of SPIE - The International Society for Optical Engineering,Jnurnal of the neurological sciences,J. Neurol. Sci.,,1/1/82,1.0,11/15/13,112-8,
574309,,English,Transplantation,Transplantation,0041-1337,1/6/12,,1/15/01,,"{""Junge G"",""Rauer B"",""De Simone P"",""Fischer L"",""De Carlis L"",""Kaiser GM"",""Saliba F"",""Duvoux C"",""Metselaar HJ"",""Dong G"",""Nevens F"",""Fung JJ""}"
200077,Pmasma cell leukemia--a case report.,eng,,0167-2789 DO  - http://dx.doi.org/10.1016/j.physd.2013.07.012,0377-4929,4/15/11,,1/3/07,484-7,
421512,,,,,,7.0,1.0,141.0,17-Aug,
715052,Health-promoting behaviors of low-income cancer survivors,,eng,,,,,1/11/01,118-124 7p,
172966,Fiod allergy in children,,Archives De Pediatrie,,Exp. Cell Res.,13.0,10.0,1/6/01,1349-1353,
140274,"Here to stay. An interview with Dr. David Satcher, Director, U.S. Centers for Disease Control and Prevention.",,Nepal Medical College journal : NMCJ,0221-0363,,4.0,,2.0,,"{""J Stilkind""}"
282039,,,,,0041-1132,48.0,7.0,45.0,1925-1929,
835177,,eng,Eur J Cancer Care (Engl),Ewropean journal of cancer care,,7.0,2.0,,167-71,
519732,Classifying radiographic progression status in early rheumatoid arthritis patients using propensity scores to adjust for baseline differences.,,Statistical methods in medical research,,0962-2802,,1.0,,13-29,"{""John T Sharp"",""Weng Kee Wong"",""Grace S Park"",""Harold E Paulus"",""MyungShin Oh"",""Richard H Gold"",""Dinesh Khanna""}"
761104,,,,,,,0.0,1/5/01,,
408062,,engspa,,,,39.0,76.0,61.0,222-8,"{""E Huguet"",""O Porta"",""E Mart_nez"",""I Mora"",""M Sim_"",""J Pubill"",""J A Ortega"",""M T Castillo""}"
889481,Chronic pain related to quality of sleep,,,,1679-4508,2.0,,,159-63,
894596,,,,,9790000000000,3.0,0.0,,1937-1958,"{""Miquel S_nchez-Marr"",""Geoff Holmes"",""Joaqu_n Izquierdo"",""Joaquim Comas"",""Ioannis Athanasiadis"",""Karina Gibert""}"
604985,,eng,,Journal of medical toxicology : official journal of the American College of Medical Toxicology,1556-9039,11/1/98,1.0,1/6/12,,"{sRobert S Hoffman"",""Brian W Cotter"",""Barbara M Kirrane"",""Fermin Barrueto"",""Lewis S Nelson""}"
220950,Forensic odontology: A prosthodontic view,eng,,,,,,1/12/01,38-41,"{sS. Gosavi"",""S. Gosavi""}"
770196,,eng,Int J Gynaecol Obstet,,,10.0,,176.0,10-May,
914468,,J. Clin. Oncol.,Revista de Neurologia,-9262,,,3.0,1/8/01,135-138,"{sS. Regina-Ribeiro"",""C. Tortoza"",""R. P. S. Lima"",""S. T. T. de Freitas"",""P. R. Lucareli"",""M. O. Lima"",""M. T. Pacheco"",""J. Gomes-Lucareli"",""R. A. Lopes-Martins""}"
346326,Vwntricular fibrillation in acute mitral valve insufficiency caused by chordae tendineae rupture: report of a surgically corrected case.,,J Cardiovasc Med (Hagerstown),"Jaurnal of cardiovascular medicine (Hagerstown, Md.)",1558-2027,1/14/03,,1/9/03,,"{vGiovanni Teodori"",""Marta Leverone"",""Eraldo Occhetta"",""Miriam Bortnik"",""Paolo Marino"",""Marco Marcolongo""}"
612846,[Assessment of prognostic factors of thoracic synovial sarcoma].,,,,1776-2588,,,,,
282053,Secondary school tobacco policy and prevention curricula in South Carolina,PRIMUS,,1873-7064,1462-2203,4.0,4.0,95.0,341-6,
870257,Intimate Partner Violence Survivors' Unmet Social Service Needs,English,,,,37.0,,1/11/01,481-489,"{""Melissa E. Dichter"",""Karin V. Rhodes""}"
417578,,Transactions of the Royal Society of Tropical Medicine and Hygiene,Am J Manag Care,,,1/8/01,,1/13/01,SP26-7,"{""A. A. Kaddis""}"
949067,The impact of advancing age on P-glycoprotein expression and activity: current knowledge and future directions,eng,,,,,6.0,1/7/01,,"{gA. A. Mangoni""}"
931323,Prevalence of allergic diseases in Poland - ECAP study,,,,,1/13/11,0.0,1/9/01,326-327,
752456,,,,Jxurnal of dental research,0022-0345,0.0,5.0,,1228-37,"{""B. A. Burt""}"
377284,Nprmal insulin sensitivity and IMCL content in overweight humans are associated with higher fasting lipid oxidation.,,Ah J Physiol Endocrinol Metab,American journal of physiology. Endocrinology and metabolism,0193-1849,12.0,3.0,4.0,E556-64,"{lPaola Scifo"",""Alessandro Del Maschio"",""Livio Luzi"",""Elena Meneghini"",""Alberto Battezzati"",""Gianluca Perseghin"",""Massimo Danna"",""Stefano Benedini""}"
420138,"Dietary practices of ballet, jazz, and modern dancers",,,2150-1351 (Print)     2150-1351,1878-3570,,25.0,,,
444273,Istrogenic perforation at colonic imaging.,Rrspiration; international review of thoracic diseases,,,,1/7/01,,,,{fULL}
816680,The embodied nature of medical concepts: Image schemas and language for pain,English,,,1612-4782     1612-4790,15.0,,,283-296,"{fM. Tercedor Snchez"",""J.A. Prieto Velasco""}"
491006,,English,,,,1/7/01,196.0,1/15/01,,"{""A. Keliris"",""I. Koutsourelakis"",""A. Minaritzoglou"",""S. Zakynthinos""}"
628299,,,,Fertil. Steril.,,92.0,2.0,1/9/08,667-77,"{""Christos A Venetis"",""Basil C Tarlatzis"",""Konstantinos A Toulis"",""Efstratios M Kolibianakis"",""Dimitrios G Goulis"",""Ioannis Papadimas""}"
72089,"Clinical pharmacokinetics of Icotinib, an anti-cancer drug: evaluation of dose proportionality, food effect, and tolerability in healthy subjects.",eng,,,1432-0843,73.0,4.0,4.0,,"{""Fenlai Tan"",""Ji Jiang"",""Don Zhang"",""Dongyang Liu"",""Yingxiang Wang"",""Li Zhang"",""Pei Hu""}"
847287,"A qualitative exploration of the cancer experience among long-term survivors: comparisons by cancer type, ethnicity, gender, and age.",eng,eng,Piychooncology,,,16.0,1/6/03,,"{eSarah McGraw"",""Vida M Petronis"",""Charles S Carver"",""Nancy Avis"",""Kristie Long Foley"",""Deborah F Farmer"",""Roselyn G Smith"",""Kevin Smith""}"
764224,High intensity interval exercise training in overweight young women,Reviews in endocrine & metabolic disorders,,1469-7661,,,3.0,0.0,,"{""Y. Fengying"",""Y. Hainai"",""W. Jianxiong"",""T. Sijie""}"
591619,Effect of antibiotic prescribing in primary care on meticillin-resistant Staphylococcus aureus carriage in community-resident adults: a controlled observational study,,,,,1/11/05,,,135-41,"{""A. D. Hay"",""A. Lovering"",""C. Costelloe"",""A. Montgomery"",""D. Lewis"",""C. McNulty""}"
125072,,Journal of Consulting and Clinical Psychology,,,,,,,146-51,"{bNoritoshi Nagaya"",""Kenji Kangawa""}"
255432,,,Twe Cochrane Database Of Systematic Reviews,1468-5833 (Electronic),,-1.0,,-1.0,CD001047,"{cD C Thompson"",""F P Rivara""}"
689284,Iwtrinsically de-sialylated CD103(+) CD8 T cells mediate beneficial anti-glioma immune responses.,Annals Of Surgery,"Cencer immunology, immunotherapy : CII",Cancer Immunol. Immunother.,1432-0851,11.0,,1/14/09,,"{""HongQiang Wang"",""Dwain K Irvin"",""Ashley Gragg"",""Xiao-xue Zhang"",""Christopher J Wheeler"",""Keith L Black"",""Lucia Veiga"",""Ryan Cordner"",""Mandana Zandian"",""Akanksha Panwar"",""Emmanuel Jouanneau"",""Yuying Zhai"",""Shyam Goverdhana"",""Armen Mardiros""}"
781141,,,,,2044-6055,3.0,,1/13/01,,"{iT. L. Davies"",""B. Bovill"",""S. Johnston"",""M. T. May"",""M. Gompels""}"
148787,Cardiac atrophy in women following bed rest,,,,,,0.0,,,"{""J. L. Hastings"",""G. Biolo"",""B. D. Levine"",""T. Tillery"",""R. M. Peshock"",""T. A. Dorfman"",""B. R. Macias"",""A. R. DA  - Jul DO  - 10.1152/japplphysiol.01162.2006 DP  - NLM ET  - 2007/03/24 Hargens"",""S. M. Schneider""}"
779281,Patent abstractsnull,,Industrial Robot: An International Journal,,,2.0,4.0,19.0,,
684757,,eng,,JhRheumatol,0315-162X,1/15/09,59.0,1/1/04,,
447382,Antiplatelet therapy in patients with ST-elevation myocardial infarction undergoing myocardial revascularisation: Beyond clopidogrel.,,,,,1/7/11,0.0,,,{jULL}
585766,Thermoregulatory response of women to intermittent work in the heat,,Jhurnal of applied physiology,J Appl Physiol,J ECT,,18.0,,57-61,"{vB. L. Drinkwater"",""J. E. Denton"",""S. M. Horvath"",""P. B. Raven""}"
185291,Perceived barriers that impede provider relations and medication delivery: Hospice providers' experiences in nursing homes and private homes,,,2213-6541,,13.0,-1.0,1/10/01,305-310,"{wDenys T. Lau"",""Brass Buchanan Deandrea Glaser Guest Hodgson Huerta Lau Lau Miles Miller Parker-Oliver Raina Teno Weller Bostick"",""Celia Berdes"",""Jonathan Masin-Peters"",""Megan Ong""}"
886237,,,Gwiatrie et Psychologie Neuropsychiatrie du Vieillissement,,,1/1/99,,,323-330,"{""Graldine Martin-Gaujard"",""Floriane Delphin-Combe"",""Isabelle Rouch"",""Solveig Relland"",""Pierre Krolak-Salmon""}"
954493,The Hierarchical Organization of Intellectual Structures,,,1557-2625,,7.0,,,13,"{""Sheldon H. White""}"
922646,Dqsflurane and isoflurane increase lumbar cerebrospinal fluid pressure in normocapnic patients undergoing transsphenoidal hypophysectomy.,,,,,0.0,5.0,10.0,,"{""P Talke"",""J Caldwell"",""B Dodsont"",""C A Richardson""}"
843485,,eng,eng,Trans. R. Soc. Trop. Med. Hyg.,,,,1/12/02,,"{""Peter J Winch"",""Mickey Chopra"",""Cynthia S Minkovitz"",""Debra Jackson"",""Alyssa B Sharkey""}"
668845,Impact of education and provision of complementary feeding on growth and morbidity in children less than 2 years of age in developing countries: a systematic review.,,eng,,Int J Clin Exp Med,13.0,-1.0,14.0,S13,"{""Jai K Das"",""Zohra S Lassi"",""Zulfiqar A Bhutta"",""Guleshehwar Zahid"",""Aamer Imdad""}"
863844,,eng,,Int J Clin Exp Pathol,,,,1/13/01,,"{""Yasunori Ota"",""Masaaki Noguchi"",""Kei-Ji Sugimoto"",""Hiroshi Izumi"",""Norio Komatsu"",""Nanae Yamaguchi"",""Hidenori Imai"",""Asami Shimada"",""Yasunobu Sekiguchi"",""Mutsumi Wakabayashi""}"
946006,,eng,eng,International journal of gynecological cancer : official journal of the International Gynecological Cancer Society,,21.0,0.0,1/11/01,,
36429,,,English,Nuurologia,1578-1968,,,,202-11,"{""V Cus_"",""H Galvez"",""M Iriondo"",""J Campistol"",""I Mlaga"",""A Garc_a Cazorla""}"
259367,A comparison of recovery characteristics of sevoflurane and propofol-remifentanil anesthesia in geriatric patients,,,,,,0.0,2.0,,
977276,Dbta mining usage in health care management: literature survey and decision tree application,,Mldicinski Glasnik,,,1/13/01,1.0,,57-64,"{""M. P. Bach"",""D. Cosic""}"
369578,,,Scientific Session and Scientiftc Poster Abstracts,,1051-0443,5.0,4.0,4/1/99,421-7,"{vD J Sadler"",""R R Gray"",""B D Schouten"",""J M Bohnen"",""J K Wong"",""R Mustard"",""G Doyle"",""R A Pugash"",""J Sanabria""}"
772616,Antivitamin K drugs in stroke prevention,,Korean,,,,6.0,,,"{rdi Raimondo D."",""Pinto A."",""Lucifora B."",""Tuttolomondo A."",""Licata G."",""Butt_ C.""}"
334681,,,,JlAm.Geriatr.Soc.,14-Feb,,128.0,0.0,1182-7,"{qJamehl L. Demons"",""Jeff D. Williamson"",""Kathryn E. Callahan"",""James Lovato"",""Janice S. Lawlor"",""Hal H. Atkinson"",""Ann Lambros"",""Franklin S. Watkins"",""Kaycee M. Sink"",""Brooke R. Davis"",""Mary F. Lyles""}"
757463,,PloS One,Ar. J. Trop. Med. Hyg.,,,,25.0,1/3/06,,"{eMayuko Saito"",""Susan Olender"",""Robert H Gilman"",""Christian T Bautista"",""Evelyn J Hsieh"",""Luz Caviedes"",""Kari Gillenwater"",""Jane Apgar"",""Pedro Moro"",""Andres G Lescano""}"
465176,,Wiener Medizinische Wochenschrift,,,,,0.0,,,{NULL}
368072,,," BMJ 2006, 333:939",,,0.0,,669.0,,
812893,,,,,,143.0,,242.0,,"{""L. Schlessinger"",""D. M. Eddy"",""R. Kahn""}"
380945,Ssleus Hoffmann-reflex modulation during walking in healthy elderly and young adults.,eng,,,,55.0,,,B570-9,"{""G R Chalmers"",""K M Knutzen""}"
513829,CT false-profile view of the hip: a reproducible method of measuring anterior acetabular coverage using volume CT data.,eng,eng,Szeletal Radiol,,43.0,11.0,1/14/11,1605-11,"{""Dominic S Carreira"",""Ross M Borzykowski"",""John Kozy"",""Steven D Needell""}"
862798,A pharmacoeconomic evaluation of statins in the treatment of hypercholesterolaemia in the primary care setting in Spain (Structured abstract),,,,,4.0,,1/5/01,275-287,
316632,,,,,AM. J. ACUPUNCT.,1/14/01,,,327-32,"{aM. Goyal"",""S. Wiebe"",""M. D. Hill"",""F. M. Clement"",""J. H. Wong"",""M. A. Almekhlafi"",""D. Yavin""}"
38413,Proximal migration of a 5 French pancreatic stent during bile stone extraction: a successful retrieval using mini-snare,eng,eng,,,17.0,,1/14/01,384-6 ST  - Proximal migration of a 5 French pancreatic stent during bile stone extraction: a successful retrieval using mini-snare-,"{""J. DA  - May-Jun DO  - 10.4103/1119-3077.130253 DP  - NLM ET  - 2014/04/10 Wu"",""Q. Zhao"",""Y. Fan"",""Y. S. Liao""}"
595469,,eng,English,0090-3493,,89.0,,,,"{""M. D. Barton"",""J. Simon"",""J. E. Axon"",""S. Moss"",""S. G. Morris"",""D. J. Trott"",""S. Fury"",""M. Maiwald"",""P. Giffard"",""D. Jordan"",""P. Southwell""}"
