id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
53321,,eng,,,,35.0,8.0,9.0,1245-50,"{hT. Topp"",""C. Kuhne"",""S. Ruchholtz"",""U. Lewan"",""A. Kruger"",""T. Muller"",""R. Zettl""}"
13601,Lgtex allergy in atopic children.,eng,British Journal of Dermatology. ,,,5.0,5.0,,919-21,"{""R S Lever"",""S A Holme""}"
668310,"A randomized controlled trial of Tai chi for balance, sleep quality and cognitive performance in elderly Vietnamese.",eng,Clinical Interventions In Aging,Clin Interv Aging,,7.0,,,185-90,"{""Andreas Kruse"",""Manh Hung Nguyen""}"
282987,"Mlltisystemic Therapy for social, emotional, and behavioral problems in youth aged 10-17",,,,1469-493X,,4.0,,Cd004797,"{""J. H. Littell"",""M. Popa"",""B. Forsythe""}"
478292,Hhemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.,eng,,,Jan-68,139.0,,3.0,257-8,"{""Y Takagi"",""N Hashimoto"",""Y Goto""}"
43736,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,eng,English,,0195-9131,,43.0,28.0,991-5,"{""James C Martin"",""Ian Mayhew"",""Lee M Romer"",""Thomas Korff""}"
82614,"Lgcopene metabolite, apo-10'-lycopenoic acid, inhibits diethylnitrosamine-initiated, high fat diet-promoted hepatic inflammation and tumorigenesis in mice.",eng,eng,1179-1721,1940-6215,1/14/10,,1/13/12,1304-16,"{""Lynne M Ausman"",""Martin S Obin"",""Xiang-Dong Wang"",""Chun Liu"",""Blanche C Ip"",""Donald E Smith"",""Kang-Quan Hu""}"
163526,,,,1365-2346,,40.0,0.0,3.0,512-9 ST  - A performance improvement process to tackle tachysystole-,"{""V. E. CN  - medline DA  - Sep-Oct DB  - MEDLINE DO  - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x DP  - Ovid Technologies von Gruenigen"",""A. M. Burkett"",""J. Doyle"",""T. H. Kenny""}"
514411,Osteoid osteoma treated by percutaneous thermal ablation: when do we fail? A systematic review and guidelines for future reporting.,,Cgrdiovascular and interventional radiology,,1432-086X,3.0,6.0,4.0,1530-9,"{""Luca Maria Sconfienza"",""Ezio Lanza"",""Gianpaolo Cornalba"",""Dario Poretti"",""Catherine Cyteval"",""Pierre Viala"",""Francesco Sardanelli"",""Yann Thouvenin""}"
569841,,,Journal of clinical oncology : official journal of the American Society of Clinical Oncology,Jj Clin. Oncol.,Endocrinology,-1.0,15.0,5/20/09,2496-502,"{""Ariela Noy"",""Lawrence D Kaplan"",""Yanxing Yu"",""Alexandra M Levine"",""Richard F Ambinder"",""Susan E Krown"",""Bruce J Dezube"",""Lan Lin"",""Jeannette Y Lee"",""Gary S Hayward""}"
6207,Serum MMPs 7-9 and their inhibitors during glucocorticoid and anti-TNF-alpha therapy in pediatric inflammatory bowel disease,,eng,,,47.0,6.0,,785-794,"{""Kaija Leena Kolho"",""Hanne Rintamaki"",""Taina Tervahartiala"",""Timo Sorsa"",""Laura Makitalo""}"
21910,Ejamining waiting placement in hospital: utilization and the lived experience.,Journal of the National Cancer Institute,Global journal of health science,Glob J Health Sci,,6.0,0.0,2.0,22-Dec,"{""Donna M Wilson"",""Jessica A Hewitt"",""Ralph Magnus"",""Jill Vihos"",""Karen Peterson"",""Nancy Barnes""}"
378490,"A prospective observational study of obesity, body composition, and insulin resistance in 18 women with bipolar disorder and 17 matched control subjects.",eng,eng,JfClin Psychiatry,1555-2101,2.0,,4.0,1892-900,"{""Isabella Soreca"",""Andrea Fagiolini"",""David J Kupfer"",""Bret H Goodpaster"",""Sara B Fleet-Michaliszyn"",""Amy D Otto"",""John M Jakicic""}"
971878,Diminished A-cell secretion in the early phase of type I diabetes mellitus,Annual Abstract Supplement,Metabolism: Clinical and Experimental,,,35.0,6.0,1/1/86,1074-1077,"{bS. Srikanta"",""O. P. Ganda"",""R. E. Gleason""}"
793918,,eng,PnoS One,,1932-6203,4/1/90,,1/13/01,e75079,"{qTina M Blackmore"",""Kirsty Dougal"",""Hilary J Worgan"",""Eric Pinloche"",""Gemma Curtis"",""C Jamie Newbold"",""Neil R McEwan"",""Susan E Girdwood"",""Pat A Harris"",""Caroline McG Argo"",""Alex Dugdale""}"
819166,"Responses to open peer commentaries on ""the subjective brain, identity, and neuroethics""",English,eng,,15265161 (ISSN),,,1/9/01,W1-W4,"{""G.R. Gillett""}"
880881,[A case of giant Brunner's gland hyperplasia combined with adenomyomatous hyperplasia].,kor,The Korean journal of gastroenterology = Taehan Sohwagi Hakhoe chi,,1598-9992,1/6/01,,1/8/12,384-8,"{""Seung Woo Park"",""Jae Bock Chung"",""Sang Kyum Kim"",""Si Young Song"",""Joo Won Chung"",""Ho Keun Kim"",""Joo Hee Seo"",""Seungmin Bang""}"
629530,Efficacy and safety of the low-molecular weight heparin enoxaparin compared with unfractionated heparin across the acute coronary syndrome spectrum: a meta-analysis.,,,,Ozesity (Silver Spring),1/12/01,17.0,1/7/09,2077-86,"{eCarolyn H McCabe"",""Shaun G Goodman"",""Frans Van de Werf"",""David A Morrow"",""Elliott M Antman"",""Eugene Braunwald"",""Kenneth W Mahaffey"",""Marc Cohen"",""Ian B Menown"",""Sabina A Murphy"",""Charles Michael Gibson""}"
954388,Owtimal Starting Age for School Attendance: FY76 Issue Analysis,BR J ANAESTH,,,,1/11/11,0.0,1/1/74,46,"{""Marilou Madden""}"
379737,Bone density and body composition in young women with chronic fatigue syndrome.,Cancer Epidemiology Biomarkers and Prevention,,,,904.0,-1.0,5/1/00,625-7,"{""F Gates"",""P Clifton-Bligh"",""G Fulcher"",""L Hoskin"",""R Hansen""}"
676042,,eng,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association,0393-5264,,,0.0,12.0,362-9,"{uYan-Xin Zhao"",""Jun-Chao Xie"",""Xue-Yuan Liu"",""Han Yan""}"
353972,"Child sexual abuse as a risk factor for sexual risk behaviours among socially disadvantaged adolescents in Ibadan, Nigeria.",,eng,,1745-0128 1745-0136,,69.0,1/8/01,243-248,"{""B O Olley""}"
968125,,English,,,0025-7931,,,1/14/01,144-147,"{rT. Nakajima"",""I. Yoshino"",""K. Yasufuku"",""S. Yoshida"",""Y. Sakairi"",""K. Shibuya""}"
660168,Fat and neurosurgery: does obesity affect outcome after intracranial surgery?,,,Neurosurgery,,64.0,,1/9/02,316-26; discussion 326-7,"{dR Loch Macdonald"",""Farbod Asgarzadie-Gadim"",""Yeon Gyoe Jang"",""Daniel J Curry"",""Rachel N Yanowitch"",""Kim E Schultheiss"",""Jocelyn Tolentino"",""J_rgen L_ders""}"
732534,,English,,Health Facil Manage,,8.0,10.0,8.0,"20-6, 28","{""K. Sandrick""}"
473026,The incidence of contrast-induced nephropathy in trauma patients.,eng,,Eur J Emerg Med,1473-5695,15.0,,1/8/06,134-9,"{lRich Sinert"",""Shoma Desai"",""Antonia Hipp"",""Carmen Lopez""}"
372175,Dosimetric analysis of proton pencil beam scanning radiation therapy versus dose painted intensity modulated radiation therapy for squamous cell carcinoma of the anal canal,,,,0360-3016,,669.0,0.0,S398,"{""Kooy H."",""Hong T.S."",""Symonifka J."",""Depauw N."",""Wo J.Y.""}"
110072,Brain BDNF levels elevation induced by physical training is reduced after unilateral common carotid artery occlusion in rats.,eng,eng,1471-2474,1559-7016,34.0,10.0,25.0,1681-7,"{""Jacques Van Hoecke"",""Hayat Banoujaafar"",""Christine Marie"",""Claude M Mossiat""}"
330553,Multiresistance of clinically relevant gram-positive cocci,,,09593985 (ISSN),0175-3851,1/14/01,7.0,1/1/97,655-663,"{jG. Peters"",""K. Becker"",""C. Von Eiff""}"
23215,ColoRectal Cancer Predicted Risk Online (CRC-PRO) calculator using data from the Multi-Ethnic Cohort Study.,eng,,,1557-2625,6.0,,1/14/01,42-55,"{""Leila Jackson"",""Brian J Wells"",""Gregory S Cooper"",""Siran Koroukian"",""Michael W Kattan""}"
719532,Muthodology to estimate building energy consumption using EnergyPlus Benchmark Models,,,,0378-7788,1/1/95,12.0,1/10/01,2331-2337,"{""R. Luck"",""P. Mago"",""N. Fumo""}"
86421,Evidence that serum levels of the soluble receptor for advanced glycation end products are inversely associated with pancreatic cancer risk: a prospective study.,Colorectal disease : the official journal of the Association of Coloproctology of Great Britain and Ireland,Cancer research,Cancer Res.,1538-7445,71.0,20.0,0.0,Sep-82,"{""Stephanie J Weinstein"",""Rachael Z Stolzenberg-Solomon"",""Philip R Taylor"",""Barry I Graubard"",""Jarmo Virtamo"",""Demetrius Albanes"",""Li Jiao""}"
433667,,,eng,,JlAddict Dis,8/15/10,,,,{NULL}
530323,,eng,,,Stat Methods Med Res,,,1/13/01,CD002843,"{vCatherine Mathews"",""Moleen Zunza"",""Adel Ferreira"",""Nicola Low"",""Taryn Young""}"
102893,A cohort study of the prevalence and impact of comorbid medical conditions in pediatric bipolar disorder.,eng,,J Clin Psychiatry,1555-2101,1/14/01,15.0,1/10/11,1518-25,"{mRoger S McIntyre"",""Avnish Tripathi"",""Jeanette M Jerrell""}"
864817,Aae tkis still active in patients treated with tki and everolimus? Experience from 36 patients treated in france in the record 1 trial,,,,,3/22/14,,1/10/01,viii284,"{""B. Escudier"",""A. Ravaud"",""F. Rolland"",""A. Blesius"",""B. Beuzelink"",""S. Oudard"",""C. Chevreau""}"
217725,Use of alendronate in peri-implant defect regeneration,English,,,,,,1/1/99,151-158,"{iP. C. Wollan"",""S. J. Meraw"",""C. M. Reeve""}"
730822,"Prevention of phantom pain after major lower limb amputation by epidural infusion of diamorphine, clonidine and bupivacaine",English; ABSTRACT LANGUAGE:English,,Ann R Coll Surg Engl,,,5.0,1/1/94,324-326,"{""Jayatunga AP"",""Dark CH"",""Jahangiri M"",""Bradley JWP""}"
659297,How assistive technology use by individuals with disabilities impacts their caregivers: a systematic review of the research evidence.,eng,American Journal Of Physical Medicine & Rehabilitation / Association Of Academic Physiatrists,,1537-7385,,11.0,1/12/11,984-98,"{""James Lenker"",""W Ben Mortenson"",""Frank DeRuyter"",""Louise Demers"",""Jeffrey W Jutai"",""Marcus J Fuhrer""}"
42247,"Gender differences in personal, social and environmental influences on active travel to and from school for Australian adolescents.",,Jrurnal of science and medicine in sport / Sports Medicine Australia,J Sci Med Sport,,,158.0,1/10/11,597-601,"{lJohn W Toumbourou"",""Eva Leslie"",""Peter Kremer"",""Joanne W Williams""}"
302969,,,eng,,,10.0,3.0,1/7/01,18-30,"{""Steven G Little"",""K Angeleque Akin-Little"",""Shari Melman""}"
158672,Quantitative Analysis of Robustness of Dynamic Response and Signal Transfer in Insulin mediated PI3K/AKT Pathway.,ENG,Computers & chemical engineering,Comput Chem Eng,,0.0,-1.0,4/14/12,715-727,"{""Shibin Mathew"",""Ipsita Banerjee""}"
616298,,eng,eng,J Clin Anesth,,18.0,58.0,1/6/09,427-35,"{""David N Maine"",""Genevieve E Courpas"",""James F Weller"",""Jeffrey M Richman"",""Andrew J Rowlingson"",""Christopher L Wu""}"
221086,Novel genetic linkage of rat Sp6 mutation to Amelogenesis imperfecta,eng,,0022-9032,,7.0,69.0,12.0,34,"{rK. Miyoshi"",""T. Noma"",""T. Muto"",""H. Hagita"",""T. Horiguchi""}"
548616,,,,,,1/1/98,128.0,1/10/10,,"{mOfelia Garcia"",""Jo Anne Kleifgen""}"
669596,Similar survival between uncemented and cemented fixation prostheses in total knee arthroplasty: a meta-analysis and systematic comparative analysis using registers.,eng,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",1672-0733,1433-7347,,12.0,1/14/12,Jul-91,"{dJunwei Jiang"",""Hongchuan Wang"",""Hua Lou"",""Kai Liu"",""Huiwei Zhang""}"
474288,Current palliative chemotherapy trials in the elderly neglect patient-centred outcome measures.,,Journal of geriatric oncology,,,11.0,1.0,1/15/01,15-22,"{""Marlies L van Bekkum"",""Barbara C van Munster"",""Marije E Hamaker"",""Carolien H Smorenburg"",""Peter L M Thunnissen""}"
108424,Optcome of gastric bypass patients.,,,Obes Surg,Ns Engl. J. Med.,1/12/01,,1/2/04,261-4,"{""Ryan Holzwarth"",""Basir Tareen"",""Alicia Majkrzak"",""Darren Huber""}"
841679,,English,eng,,The Journal of surgical research,26.0,26.0,1/11/01,144-147,"{""S. K. Choudhary"",""G. S. Gulati"",""P. Sharma"",""S. Talwar"",""B. Airan"",""S. Mishra""}"
173830,"Advances in allergic skin disease, anaphylaxis, and hypersensitivity reactions to foods, drugs, and insects",,Jcurnal of Allergy and Clinical Immunology,,0091-6749 (Print),,,1/5/01,153-163,"{""S. H. Sicherer"",""D. Y. M. Leung""}"
852927,,Archives of gynecology and obstetrics,J. Exp. Clin. Cancer Res.,,Int.J.Neurosci.,,,,34,"{""Laura Giacinti"",""Silvia Ileana Fattoruso"",""Maria Grazia Arena"",""Luigi Di Lauro"",""Massimo Lopez"",""Domenico Sergi"",""Diana Giannarelli""}"
237623,Nock pain.,eng,eng,Czin Evid (Online),1752-8526,,82.0,1/8/01,,"{""Allan I Binder""}"
912884,,Tse Journal of clinical psychiatry,Paediatrics and Child Health,,Journal of dental research,0.0,0.0,2.0,410-413,"{""C. E. Barber""}"
318931,Crmmunity associated methicillin-resistant Staphylococcus aureus in HIV-infected patients,,,,1139-6121,1/1/95,,1/10/01,153-163,"{aM. Pujol"",""P. Barragn"",""J.M. Tiraboschi"",""A. Imaz"",""M.. Dom_nguez"",""D. Podzamczer""}"
93659,[The anxiety level of the patients who will have ultrasound-guided puncture biopsy: a survey study].,chi,,Smeng Wu Yi Xue Gong Cheng Xue Za Zhi,,1/12/01,44.0,1/12/06,"453-5, 459","{""Rujun Zheng"",""Yulan Peng"",""Shuzhen Zhao"",""Hong Huang"",""Ii Liang"",""Xiaoli He""}"
349150,The relationship between capsulorhexis size and anterior chamber depth relation.,Turkish Online Journal of Educational Technology - TOJET,,Orhthalmic Surg Lasers,,4.0,,3/1/99,185-90,"{lO Ceki_"",""C Batman""}"
572010,,eng,,0306-5251,,1/9/09,2.0,7/15/03,310-4,"{""Anas Younes"",""L Jeffrey Medeiros"",""Frederick Hagemeister"",""Maria Alma Rodriguez"",""Sima Jeha"",""Paolo Fiumara"",""Lynne V Abruzzo"",""John T Manning"",""Jorge Romaguera"",""Andre Goy"",""Dan Jones"",""Peter McLaughlin""}"
826030,A cognitive behavior intervention program in women with unexplained chest pain--a pilot study,eng,eng,,,1/15/01,,1/12/01,183-9,"{""Cecilia Bj_rkelund"",""Margaretha Jerlock""}"
34962,Assessing social isolation in motor neurone disease: a Rasch analysis of the MND Social Withdrawal Scale.,Pxin Practice,,,,334.0,,11/15/13,112-8,"{""Everard W Thornton"",""Carolyn A Young"",""Alan Tennant"",""John Ealing"",""Kevin Talbot"",""[Collective Name] UKMND-QoL Group"",""Chris J Gibbons"",""Pamela J Shaw""}"
574309,"Three-year Outcomes in de Novo Liver Transplant Patients     Receiving Everolimus with Reduced Tacrolimus: Follow-Up Results from     a Randomized, Multicenter Study",English,eng,Ttansplantation,0041-1337,0.0,7.0,1/15/01,1455-1462,"{""Junge G"",""Rauer B"",""De Simone P"",""Fischer L"",""De Carlis L"",""Kaiser GM"",""Saliba F"",""Duvoux C"",""Metselaar HJ"",""Dong G"",""Nevens F"",""Fung JJ""}"
200077,,eng,,,,2/1/81,0.0,1/3/07,484-7,"{hT K Dutta"",""Pampa Ch Toi"",""Bhawana A Badhe"",""L H Ghotekar"",""Debdatta Basu""}"
421512,,,,0001-6349 (Print) 0001-6349,,309.0,,1/13/01,17-Aug,"{""M. Mitka""}"
715052,Health-promoting behaviors of low-income cancer survivors,,,,PhoS ONE,25.0,18.0,2.0,118-124 7p,"{""Alexa Stuifbergen"",""Martha Gene Meraviglia""}"
172966,Food allergy in children,Critical reviews in oncology/hematology,Archives De Pediatrie,1662-5161,0929-693X,,10.0,1/6/01,1349-1353,"{wE. Bidat""}"
140274,"Hgre to stay. An interview with Dr. David Satcher, Director, U.S. Centers for Disease Control and Prevention.",eng,Nepal Medical College journal : NMCJ,Nepal Med Coll J,,,17.0,12.0,9-Jun,"{""J Stilkind""}"
282039,The first case of drug-induced immune hemolytic anemia due to hydrocortisone,,Transfusion,,,48.0,,0.0,1925-1929,"{""M. Martinengo"",""D. F. Ardenghi"",""G. Reali"",""G. Tripodi""}"
835177,KRAS mutational status assessment in patients with metastatic colorectal cancer: are the clinical implications so clear?,eng,,Efropean journal of cancer care,,19.0,2.0,1/10/01,167-71,"{""M. Hebbar"",""P. Fournier"",""O. Romano""}"
519732,Classifying radiographic progression status in early rheumatoid arthritis patients using propensity scores to adjust for baseline differences.,eng,,1469-493X,0962-2802,,,41.0,13-29,"{""John T Sharp"",""Weng Kee Wong"",""Grace S Park"",""Harold E Paulus"",""MyungShin Oh"",""Richard H Gold"",""Dinesh Khanna""}"
761104,"Infusing Tolerance, Diversity, and Social Personal Curriculum into Inclusive Social Studies Classes Using Family Portraits and Contextual Teaching and Learning",,TEACHING Exceptional Children Plus,,,1.0,,,,"{""Milagros M. Sessions"",""Kevin J. Miller""}"
408062,Avherence to fesoterodine in women with overactive bladder in routine clinical practice.,engspa,,Actas Urol Esp,,39.0,,48.0,222-8,"{rE Huguet"",""O Porta"",""E Mart_nez"",""I Mora"",""M Sim_"",""J Pubill"",""J A Ortega"",""M T Castillo""}"
889481,,eng     por,Einstein (Sao Paulo),"Einstein (Sao Paulo, Brazil)",,12.0,,,159-63,"{""W. Hummig"",""J. Stechman Neto"",""L. F. Tonial""}"
894596,,Pediatrics,"Proc. iEMSs 4th Biennial Meeting - Int. Congress on Environmental Modelling and Software: Integrating Sciences and Information Technology for Environmental Assessment and Decision Making, iEMSs 2008",0949-2658 (Print) 0949-2658,,3.0,,,1937-1958,"{""Miquel S_nchez-Marr"",""Geoff Holmes"",""Joaqu_n Izquierdo"",""Joaquim Comas"",""Ioannis Athanasiadis"",""Karina Gibert""}"
604985,Cardioactive steroid poisoning: a comparison of plant- and animal-derived compounds.,eng,J Med Toxicol,2072-6643,,,22.0,1/6/12,152-5,"{hRobert S Hoffman"",""Brian W Cotter"",""Barbara M Kirrane"",""Fermin Barrueto"",""Lewis S Nelson""}"
220950,Forensic odontology: A prosthodontic view,eng,eng,,,1/1/91,,1/12/01,38-41,"{dS. Gosavi"",""S. Gosavi""}"
770196,,Transportation Research Part D-Transport and Environment,Int J Gynaecol Obstet,Ikternational journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,Cancer,,1.0,1/1/99,10-May,"{""W. T. Creasman"",""S. Pecorelli"",""J. L. Benedet"",""J. H. Shepherd""}"
914468,,,eng,,Iqtensive Care Med,5.0,3.0,1/8/01,135-138,"{""S. Regina-Ribeiro"",""C. Tortoza"",""R. P. S. Lima"",""S. T. T. de Freitas"",""P. R. Lucareli"",""M. O. Lima"",""M. T. Pacheco"",""J. Gomes-Lucareli"",""R. A. Lopes-Martins""}"
346326,Ventricular fibrillation in acute mitral valve insufficiency caused by chordae tendineae rupture: report of a surgically corrected case.,eng,ger,"Jcurnal of cardiovascular medicine (Hagerstown, Md.)",1558-2027,10.0,3.0,44.0,261-3,"{fGiovanni Teodori"",""Marta Leverone"",""Eraldo Occhetta"",""Miriam Bortnik"",""Paolo Marino"",""Marco Marcolongo""}"
612846,[Assessment of prognostic factors of thoracic synovial sarcoma].,fre,Pzthologie non allergique et exposition aux moisissures domestiques.,1040-2446,,1.0,,,Jul-93,"{""B H Mbatchou Ngahane"",""G Devouassoux"",""H Baudrand"",""B Guibert"",""N Freymond"",""Y Pacheco"",""A Traverse-Glehen""}"
282053,,,Nicotine Tob Res,1556-5653,1462-2203,1/13/01,4.0,1/1/99,341-6,"{""M. W. Martin"",""R. Saunders"",""S. Levin""}"
870257,,,,,1540-7314 0148-8376,1.0,5.0,24.0,481-489,"{""Melissa E. Dichter"",""Karin V. Rhodes""}"
417578,Partial fill strategies for oral oncolytics to reduce waste and drive persistency,"Jiurnal of clinical hypertension (Greenwich, Conn.)",,The American journal of managed care,,1/8/01,,1/13/01,SP26-7,"{""A. A. Kaddis""}"
949067,The impact of advancing age on P-glycoprotein expression and activity: current knowledge and future directions,,Expert Opin Drug Metab Toxicol,0034-9887,,,,1/7/01,315-20,"{""A. A. Mangoni""}"
931323,Pzevalence of allergic diseases in Poland - ECAP study,,Ailergy: European Journal of Allergy and Clinical Immunology,,,64.0,103.0,1/9/01,326-327,"{""N. Jakubik"",""L. Trzpil"",""F. Raciborski"",""U. Samolinska-Zawisza"",""L. Samoliski"",""D. Paczesny"",""Z. Halat"",""J. Marszalkowska"",""B. Samolinski"",""P. Samel-Kowalik"",""A. Lusawa"",""J. Gutowska"",""A. Tomaszewska"",""A. Walkiewicz""}"
752456,The changing patterns of systemic fluoride intake,,eng,,0022-0345,71.0,,1/1/92,1228-37,"{""B. A. Burt""}"
377284,Nlrmal insulin sensitivity and IMCL content in overweight humans are associated with higher fasting lipid oxidation.,eng,jpn,,0193-1849,283.0,,1/2/09,E556-64,"{""Paola Scifo"",""Alessandro Del Maschio"",""Livio Luzi"",""Elena Meneghini"",""Alberto Battezzati"",""Gianluca Perseghin"",""Massimo Danna"",""Stefano Benedini""}"
420138,,,Journal of the American Dietetic Association,,,92.0,0.0,1/1/92,319-324,"{""Stensland SH"",""Sobal J""}"
444273,Introgenic perforation at colonic imaging.,,English,,Ist J Clin Exp Pathol,3/28/73,0.0,,,{NULL}
816680,Tde embodied nature of medical concepts: Image schemas and language for pain,,,,,15.0,3.0,173.0,283-296,"{""M. Tercedor Snchez"",""J.A. Prieto Velasco""}"
491006,Nasal steroids in snorers can decrease snoring frequency: a randomized placebo-controlled crossover trial,,,,,1/14/01,,1/15/01,160-6,"{qA. Keliris"",""I. Koutsourelakis"",""A. Minaritzoglou"",""S. Zakynthinos""}"
628299,Risk of gestational diabetes mellitus in women with polycystic ovary syndrome: a systematic review and a meta-analysis.,Int J Epidemiol,,Frrtil. Steril.,Njcotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco,1/13/01,,1/9/08,667-77,"{wChristos A Venetis"",""Basil C Tarlatzis"",""Konstantinos A Toulis"",""Efstratios M Kolibianakis"",""Dimitrios G Goulis"",""Ioannis Papadimas""}"
72089,"Clinical pharmacokinetics of Icotinib, an anti-cancer drug: evaluation of dose proportionality, food effect, and tolerability in healthy subjects.",eng,Cancer chemotherapy and pharmacology,Csncer Chemother. Pharmacol.,,1/15/01,,1/14/04,721-7,"{""Fenlai Tan"",""Ji Jiang"",""Don Zhang"",""Dongyang Liu"",""Yingxiang Wang"",""Li Zhang"",""Pei Hu""}"
847287,"A qualitative exploration of the cancer experience among long-term survivors: comparisons by cancer type, ethnicity, gender, and age.",eng,Psycho-oncology,Psychooncology,,1/11/01,3.0,1/6/03,248-58,"{""Sarah McGraw"",""Vida M Petronis"",""Charles S Carver"",""Nancy Avis"",""Kristie Long Foley"",""Deborah F Farmer"",""Roselyn G Smith"",""Kevin Smith""}"
764224,High intensity interval exercise training in overweight young women,,,,,52.0,37.0,0.0,255-62,"{""Y. Fengying"",""Y. Hainai"",""W. Jianxiong"",""T. Sijie""}"
591619,Effect of antibiotic prescribing in primary care on meticillin-resistant Staphylococcus aureus carriage in community-resident adults: a controlled observational study,eng,,,,1/6/01,310.0,1/12/01,135-41,"{jA. D. Hay"",""A. Lovering"",""C. Costelloe"",""A. Montgomery"",""D. Lewis"",""C. McNulty""}"
125072,Gxrelin improves left ventricular dysfunction and cardiac cachexia in heart failure.,Sxandinavian Journal of Gastroenterology,Current opinion in pharmacology,Curr Opin Pharmacol,,1/7/01,,1/3/04,146-51,"{tNoritoshi Nagaya"",""Kenji Kangawa""}"
255432,Pool fencing for preventing drowning in children.,eng,,,1469-493X,4.0,,1/1/00,CD001047,"{tD C Thompson"",""F P Rivara""}"
689284,Intrinsically de-sialylated CD103(+) CD8 T cells mediate beneficial anti-glioma immune responses.,Cancer Biotherapy,"Cancer immunology, immunotherapy : CII",Cancer Immunol. Immunother.,1432-0851,63.0,,2.0,911-24,"{""HongQiang Wang"",""Dwain K Irvin"",""Ashley Gragg"",""Xiao-xue Zhang"",""Christopher J Wheeler"",""Keith L Black"",""Lucia Veiga"",""Ryan Cordner"",""Mandana Zandian"",""Akanksha Panwar"",""Emmanuel Jouanneau"",""Yuying Zhai"",""Shyam Goverdhana"",""Armen Mardiros""}"
