id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
965082,,,,,,,25.0,20.0,S40,"{uC. Hamilton-Craig"",""S. Bartoletti"",""M. Casella"",""F. Perna"",""M. L. Narducci"",""P. Santangeli"",""F. Pintus"",""A. Natale"",""A. Dello Russo"",""G. Pelargonio"",""G. Bencardino"",""J. D. Burkhardt"",""F. Bellocci"",""L. Di Biase""}"
53321,,eng,,,,1/6/01,40.0,1/11/01,1245-50,"{vT. Topp"",""C. Kuhne"",""S. Ruchholtz"",""U. Lewan"",""A. Kruger"",""T. Muller"",""R. Zettl""}"
13601,,,,,,,,0.0,919-21,"{uR S Lever"",""S A Holme""}"
668310,,Hernia : the journal of hernias and abdominal wall surgery,,,,,,9.0,185-90,"{aAndreas Kruse"",""Manh Hung Nguyen""}"
282987,"Meltisystemic Therapy for social, emotional, and behavioral problems in youth aged 10-17",,,,,1/11/01,,1/5/01,Cd004797,"{lJ. H. Littell"",""M. Popa"",""B. Forsythe""}"
478292,,Bulletin of the World Health Organization,Adta Neurochirurgica,,Jan-68,,,9.0,257-8,"{fY Takagi"",""N Hashimoto"",""Y Goto""}"
43736,Erfect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,eng,eng,,,,,,991-5,"{jJames C Martin"",""Ian Mayhew"",""Lee M Romer"",""Thomas Korff""}"
82614,"Lycopene metabolite, apo-10'-lycopenoic acid, inhibits diethylnitrosamine-initiated, high fat diet-promoted hepatic inflammation and tumorigenesis in mice.",,"Cancer prevention research (Philadelphia, Pa.)",,,1/7/01,,1/13/12,1304-16,"{qLynne M Ausman"",""Martin S Obin"",""Xiang-Dong Wang"",""Chun Liu"",""Blanche C Ip"",""Donald E Smith"",""Kang-Quan Hu""}"
163526,,English,eng,,,1/12/01,0.0,1/11/01,512-9 ST  - A performance improvement process to tackle tachysystole-,"{iV. E. CN  - medline DA  - Sep-Oct DB  - MEDLINE DO  - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x DP  - Ovid Technologies von Gruenigen"",""A. M. Burkett"",""J. Doyle"",""T. H. Kenny""}"
514411,,eng,,,,1/7/01,90.0,1/14/12,1530-9,"{""Luca Maria Sconfienza"",""Ezio Lanza"",""Gianpaolo Cornalba"",""Dario Poretti"",""Catherine Cyteval"",""Pierre Viala"",""Francesco Sardanelli"",""Yann Thouvenin""}"
569841,,eng,,Jy Clin. Oncol.,J Cell Sci,27.0,16.0,5.0,2496-502,"{""Ariela Noy"",""Lawrence D Kaplan"",""Yanxing Yu"",""Alexandra M Levine"",""Richard F Ambinder"",""Susan E Krown"",""Bruce J Dezube"",""Lan Lin"",""Jeannette Y Lee"",""Gary S Hayward""}"
6207,,,Sqandinavian Journal of Gastroenterology,,,2.0,,,785-794,"{fKaija Leena Kolho"",""Hanne Rintamaki"",""Taina Tervahartiala"",""Timo Sorsa"",""Laura Makitalo""}"
21910,Examining waiting placement in hospital: utilization and the lived experience.,eng,kor,,1916-9736,1/13/01,,1/14/03,22-Dec,"{yDonna M Wilson"",""Jessica A Hewitt"",""Ralph Magnus"",""Jill Vihos"",""Karen Peterson"",""Nancy Barnes""}"
378490,,eng,eng,,,0.0,,,1892-900,"{cIsabella Soreca"",""Andrea Fagiolini"",""David J Kupfer"",""Bret H Goodpaster"",""Sara B Fleet-Michaliszyn"",""Amy D Otto"",""John M Jakicic""}"
971878,,,,,,1/1/95,288.0,1/1/86,1074-1077,"{""S. Srikanta"",""O. P. Ganda"",""R. E. Gleason""}"
793918,,eng,,,,1/12/01,9.0,1/13/01,e75079,"{""Tina M Blackmore"",""Kirsty Dougal"",""Hilary J Worgan"",""Eric Pinloche"",""Gemma Curtis"",""C Jamie Newbold"",""Neil R McEwan"",""Susan E Girdwood"",""Pat A Harris"",""Caroline McG Argo"",""Alex Dugdale""}"
819166,,English,,1083-351X,,,,18.0,W1-W4,"{""G.R. Gillett""}"
880881,,Global journal of health science,,Kerean J Gastroenterol,Avta Endocrinol Suppl (Copenh),1/14/01,24.0,1/8/12,384-8,"{""Seung Woo Park"",""Jae Bock Chung"",""Sang Kyum Kim"",""Si Young Song"",""Joo Won Chung"",""Ho Keun Kim"",""Joo Hee Seo"",""Seungmin Bang""}"
629530,Erficacy and safety of the low-molecular weight heparin enoxaparin compared with unfractionated heparin across the acute coronary syndrome spectrum: a meta-analysis.,,Eur. Heart J.,0001-6349 (Print) 0001-6349,,1/12/01,108.0,1/7/09,2077-86,"{""Carolyn H McCabe"",""Shaun G Goodman"",""Frans Van de Werf"",""David A Morrow"",""Elliott M Antman"",""Eugene Braunwald"",""Kenneth W Mahaffey"",""Marc Cohen"",""Ian B Menown"",""Sabina A Murphy"",""Charles Michael Gibson""}"
954388,Optimal Starting Age for School Attendance: FY76 Issue Analysis,English,eng,,,2.0,,5.0,46,"{""Marilou Madden""}"
379737,Bjne density and body composition in young women with chronic fatigue syndrome.,,,,0077-8923,,,5/1/00,625-7,"{""F Gates"",""P Clifton-Bligh"",""G Fulcher"",""L Hoskin"",""R Hansen""}"
676042,Phognostic value of morning blood pressure surge in clinical events: a meta-analysis of longitudinal studies.,eng,,,1532-8511,1/8/06,,1/15/02,362-9,"{zYan-Xin Zhao"",""Jun-Chao Xie"",""Xue-Yuan Liu"",""Han Yan""}"
353972,,,eng,,1745-0128 1745-0136,4.0,3.0,,243-248,"{""B O Olley""}"
968125,,English,eng,0146-4760 (Print) 0146-4760,,1/14/01,2.0,1/14/01,144-147,"{""T. Nakajima"",""I. Yoshino"",""K. Yasufuku"",""S. Yoshida"",""Y. Sakairi"",""K. Shibuya""}"
660168,,,Nzurosurgery,Neurosurgery,,1/14/01,2.0,1/9/02,316-26; discussion 326-7,"{""R Loch Macdonald"",""Farbod Asgarzadie-Gadim"",""Yeon Gyoe Jang"",""Daniel J Curry"",""Rachel N Yanowitch"",""Kim E Schultheiss"",""Jocelyn Tolentino"",""J_rgen L_ders""}"
732534,Out of harm's way: curbing violence in the ED,English,,Health Facil Manage,,,42.0,,"20-6, 28","{eK. Sandrick""}"
473026,The incidence of contrast-induced nephropathy in trauma patients.,,,Eur J Emerg Med,Eur. J. Appl. Physiol.,15.0,,24.0,134-9,"{bRich Sinert"",""Shoma Desai"",""Antonia Hipp"",""Carmen Lopez""}"
372175,Dysimetric analysis of proton pencil beam scanning radiation therapy versus dose painted intensity modulated radiation therapy for squamous cell carcinoma of the anal canal,,,,0360-3016,,,22.0,S398,"{""Kooy H."",""Hong T.S."",""Symonifka J."",""Depauw N."",""Wo J.Y.""}"
110072,,Elnstein (Sao Paulo),Jxurnal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism,J. Cereb. Blood Flow Metab.,,,10.0,23.0,1681-7,"{yJacques Van Hoecke"",""Hayat Banoujaafar"",""Christine Marie"",""Claude M Mossiat""}"
330553,Multiresistance of clinically relevant gram-positive cocci,,eng,,,4.0,,,655-663,"{cG. Peters"",""K. Becker"",""C. Von Eiff""}"
23215,CmloRectal Cancer Predicted Risk Online (CRC-PRO) calculator using data from the Multi-Ethnic Cohort Study.,,Jqurnal of the American Board of Family Medicine : JABFM,,,1/13/01,11.0,1/14/01,42-55,"{""Leila Jackson"",""Brian J Wells"",""Gregory S Cooper"",""Siran Koroukian"",""Michael W Kattan""}"
719532,,Mpscle & nerve,Euergy and Buildings,1433-7347,,1/14/01,,1/10/01,2331-2337,"{aR. Luck"",""P. Mago"",""N. Fumo""}"
86421,Evidence that serum levels of the soluble receptor for advanced glycation end products are inversely associated with pancreatic cancer risk: a prospective study.,eng,eng,Cancer Res.,,1/13/01,,5/15/11,Sep-82,"{""Stephanie J Weinstein"",""Rachael Z Stolzenberg-Solomon"",""Philip R Taylor"",""Barry I Graubard"",""Jarmo Virtamo"",""Demetrius Albanes"",""Li Jiao""}"
433667,,Juurnal of Korean Neurosurgical Society,,,,11/7/05,,,,{NULL}
530323,"Snrategies for partner notification for sexually transmitted infections, including HIV.",eng,eng,,Circulation,1/14/01,32.0,1/13/01,CD002843,"{""Catherine Mathews"",""Moleen Zunza"",""Adel Ferreira"",""Nicola Low"",""Taryn Young""}"
102893,,eng,,,,5/22/14,11.0,1/10/11,1518-25,"{""Roger S McIntyre"",""Avnish Tripathi"",""Jeanette M Jerrell""}"
864817,Ave tkis still active in patients treated with tki and everolimus? Experience from 36 patients treated in france in the record 1 trial,,eng,,,,,5.0,viii284,"{vB. Escudier"",""A. Ravaud"",""F. Rolland"",""A. Blesius"",""B. Beuzelink"",""S. Oudard"",""C. Chevreau""}"
217725,Uce of alendronate in peri-implant defect regeneration,,,,,1.0,,10.0,151-158,"{""P. C. Wollan"",""S. J. Meraw"",""C. M. Reeve""}"
730822,,,,,,76.0,,,324-326,"{""Jayatunga AP"",""Dark CH"",""Jahangiri M"",""Bradley JWP""}"
659297,How assistive technology use by individuals with disabilities impacts their caregivers: a systematic review of the research evidence.,eng,eng,,1537-7385,,-1.0,1/12/11,984-98,"{vJames Lenker"",""W Ben Mortenson"",""Frank DeRuyter"",""Louise Demers"",""Jeffrey W Jutai"",""Marcus J Fuhrer""}"
42247,"Grnder differences in personal, social and environmental influences on active travel to and from school for Australian adolescents.",eng,,,,,6.0,,597-601,"{""John W Toumbourou"",""Eva Leslie"",""Peter Kremer"",""Joanne W Williams""}"
302969,Adolescent overscheduling: The relationship between levels of participation in scheduled activities and self-reported clinical symptomology,International Urology and Nephrology,,,,,3.0,2.0,18-30,"{""Steven G Little"",""K Angeleque Akin-Little"",""Shari Melman""}"
158672,Qfantitative Analysis of Robustness of Dynamic Response and Signal Transfer in Insulin mediated PI3K/AKT Pathway.,ENG,,,,1/14/03,-1.0,4/14/12,715-727,"{""Shibin Mathew"",""Ipsita Banerjee""}"
616298,Dres neuraxial anesthesia reduce intraoperative blood loss? A meta-analysis.,,Journal of clinical anesthesia,,Anadolu Kardiyol Derg,3.0,6.0,,427-35,"{hDavid N Maine"",""Genevieve E Courpas"",""James F Weller"",""Jeffrey M Richman"",""Andrew J Rowlingson"",""Christopher L Wu""}"
221086,,,,,,,,,34,"{""K. Miyoshi"",""T. Noma"",""T. Muto"",""H. Hagita"",""T. Horiguchi""}"
548616,,,eng,1470-0328 (Print) 1470-0328,0-8077-4913-3,,,0.0,,"{rOfelia Garcia"",""Jo Anne Kleifgen""}"
669596,,eng,,Kjee Surg Sports Traumatol Arthrosc,,,,1/14/12,Jul-91,"{rJunwei Jiang"",""Hongchuan Wang"",""Hua Lou"",""Kai Liu"",""Huiwei Zhang""}"
474288,Cprrent palliative chemotherapy trials in the elderly neglect patient-centred outcome measures.,eng,eng,,,3.0,,69.0,15-22,"{hMarlies L van Bekkum"",""Barbara C van Munster"",""Marije E Hamaker"",""Carolien H Smorenburg"",""Peter L M Thunnissen""}"
108424,Oxtcome of gastric bypass patients.,,,,,12.0,,,261-4,"{""Ryan Holzwarth"",""Basir Tareen"",""Alicia Majkrzak"",""Darren Huber""}"
841679,,,,,Endocrinology,,2.0,,144-147,"{eS. K. Choudhary"",""G. S. Gulati"",""P. Sharma"",""S. Talwar"",""B. Airan"",""S. Mishra""}"
173830,,"Keee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",,,,1/1/91,,1/5/01,153-163,"{""S. H. Sicherer"",""D. Y. M. Leung""}"
852927,,,,,,1/11/07,,1/9/01,34,"{""Laura Giacinti"",""Silvia Ileana Fattoruso"",""Maria Grazia Arena"",""Luigi Di Lauro"",""Massimo Lopez"",""Domenico Sergi"",""Diana Giannarelli""}"
237623,Neck pain.,eng,eng,,,1/13/01,1.0,1/8/01,,"{rAllan I Binder""}"
912884,Anguide to physiotherapy in cerebral palsy,,,,,4/14/07,0.0,1/8/01,410-413,"{dC. E. Barber""}"
318931,Ctmmunity associated methicillin-resistant Staphylococcus aureus in HIV-infected patients,,AIDS Reviews,,,12.0,40.0,,153-163,"{lM. Pujol"",""P. Barragn"",""J.M. Tiraboschi"",""A. Imaz"",""M.. Dom_nguez"",""D. Podzamczer""}"
93659,,,,,1001-5515,29.0,,17.0,"453-5, 459","{""Rujun Zheng"",""Yulan Peng"",""Shuzhen Zhao"",""Hong Huang"",""Ii Liang"",""Xiaoli He""}"
349150,,,,,,,3.0,0.0,185-90,"{""O Ceki_"",""C Batman""}"
572010,"Abpilot study of rituximab in patients with recurrent, classic Hodgkin disease.",eng,eng,,,1/10/01,,7/15/03,310-4,"{nAnas Younes"",""L Jeffrey Medeiros"",""Frederick Hagemeister"",""Maria Alma Rodriguez"",""Sima Jeha"",""Paolo Fiumara"",""Lynne V Abruzzo"",""John T Manning"",""Jorge Romaguera"",""Andre Goy"",""Dan Jones"",""Peter McLaughlin""}"
826030,Adcognitive behavior intervention program in women with unexplained chest pain--a pilot study,eng,,1756-1833,1474-5151,,2.0,,183-9,"{bCecilia Bj_rkelund"",""Margaretha Jerlock""}"
34962,Assessing social isolation in motor neurone disease: a Rasch analysis of the MND Social Withdrawal Scale.,,,,,1/1/98,,11/15/13,112-8,"{vEverard W Thornton"",""Carolyn A Young"",""Alan Tennant"",""John Ealing"",""Kevin Talbot"",""[Collective Name] UKMND-QoL Group"",""Chris J Gibbons"",""Pamela J Shaw""}"
574309,"Three-year Outcomes in de Novo Liver Transplant Patients     Receiving Everolimus with Reduced Tacrolimus: Follow-Up Results from     a Randomized, Multicenter Study",English,,,,5.0,7.0,,1455-1462,"{tJunge G"",""Rauer B"",""De Simone P"",""Fischer L"",""De Carlis L"",""Kaiser GM"",""Saliba F"",""Duvoux C"",""Metselaar HJ"",""Dong G"",""Nevens F"",""Fung JJ""}"
200077,,eng,eng,,0377-4929,46.0,0.0,5.0,484-7,"{mT K Dutta"",""Pampa Ch Toi"",""Bhawana A Badhe"",""L H Ghotekar"",""Debdatta Basu""}"
421512,,eng,,,,1/4/07,,1/13/01,17-Aug,"{""M. Mitka""}"
715052,,,,,,1/11/01,,1/11/01,118-124 7p,"{fAlexa Stuifbergen"",""Martha Gene Meraviglia""}"
172966,Food allergy in children,,,,Rcspirology,0.0,,,1349-1353,"{sE. Bidat""}"
140274,,,Nepal Medical College journal : NMCJ,,,1/15/05,0.0,11/1/96,9-Jun,"{wJ Stilkind""}"
282039,,,eng,,Public Health Nurs,48.0,,37.0,1925-1929,"{oM. Martinengo"",""D. F. Ardenghi"",""G. Reali"",""G. Tripodi""}"
835177,KRAS mutational status assessment in patients with metastatic colorectal cancer: are the clinical implications so clear?,eng,,,,2/14/09,2.0,1/10/01,167-71,"{bM. Hebbar"",""P. Fournier"",""O. Romano""}"
519732,Classifying radiographic progression status in early rheumatoid arthritis patients using propensity scores to adjust for baseline differences.,,Syatistical methods in medical research,Stat Methods Med Res,,,80.0,,13-29,"{""John T Sharp"",""Weng Kee Wong"",""Grace S Park"",""Harold E Paulus"",""MyungShin Oh"",""Richard H Gold"",""Dinesh Khanna""}"
761104,"Infusing Tolerance, Diversity, and Social Personal Curriculum into Inclusive Social Studies Classes Using Family Portraits and Contextual Teaching and Learning",,eng,,,1/14/05,56.0,1/5/01,,"{""Milagros M. Sessions"",""Kevin J. Miller""}"
408062,,engspa,eng,0021-8987 (Print)     0021-8987,1699-7980,1/6/01,61.0,1/15/05,222-8,"{oE Huguet"",""O Porta"",""E Mart_nez"",""I Mora"",""M Sim_"",""J Pubill"",""J A Ortega"",""M T Castillo""}"
889481,,eng     por,eng,,Prstgrad Med J,1/13/01,47.0,1/14/01,159-63,"{""W. Hummig"",""J. Stechman Neto"",""L. F. Tonial""}"
894596,,,eng,,,,34.0,1/8/01,1937-1958,"{bMiquel S_nchez-Marr"",""Geoff Holmes"",""Joaqu_n Izquierdo"",""Joaquim Comas"",""Ioannis Athanasiadis"",""Karina Gibert""}"
604985,Cfrdioactive steroid poisoning: a comparison of plant- and animal-derived compounds.,eng,eng,,,2.0,,21.0,152-5,"{""Robert S Hoffman"",""Brian W Cotter"",""Barbara M Kirrane"",""Fermin Barrueto"",""Lewis S Nelson""}"
220950,,eng,eng,,,1/5/01,,1/12/01,38-41,"{kS. Gosavi"",""S. Gosavi""}"
770196,FeGO staging of gynecologic cancer. 1994-1997 FIGO Committee on Gynecologic Oncology. International Federation of Gynecology and Obstetrics,eng,,1527-1315,,,1.0,,10-May,"{""W. T. Creasman"",""S. Pecorelli"",""J. L. Benedet"",""J. H. Shepherd""}"
914468,,,,,,46.0,,,135-138,"{""S. Regina-Ribeiro"",""C. Tortoza"",""R. P. S. Lima"",""S. T. T. de Freitas"",""P. R. Lucareli"",""M. O. Lima"",""M. T. Pacheco"",""J. Gomes-Lucareli"",""R. A. Lopes-Martins""}"
346326,Ventricular fibrillation in acute mitral valve insufficiency caused by chordae tendineae rupture: report of a surgically corrected case.,,JkCardiovasc Med (Hagerstown),,,1/1/00,,1/9/03,261-3,"{""Giovanni Teodori"",""Marta Leverone"",""Eraldo Occhetta"",""Miriam Bortnik"",""Paolo Marino"",""Marco Marcolongo""}"
612846,[Assessment of prognostic factors of thoracic synovial sarcoma].,fre,English,,1776-2588,,,8.0,Jul-93,"{""B H Mbatchou Ngahane"",""G Devouassoux"",""H Baudrand"",""B Guibert"",""N Freymond"",""Y Pacheco"",""A Traverse-Glehen""}"
282053,Sccondary school tobacco policy and prevention curricula in South Carolina,eng,,Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco,,1.0,,24.0,341-6,"{fM. W. Martin"",""R. Saunders"",""S. Levin""}"
870257,Intimate Partner Violence Survivors' Unmet Social Service Needs,American journal of veterinary research,Jdurnal of Social Service Research,,1540-7314 0148-8376,37.0,,5.0,481-489,"{rMelissa E. Dichter"",""Karin V. Rhodes""}"
417578,,eng,eng,1437-1588,1088-0224,,11.0,,SP26-7,"{xA. A. Kaddis""}"
949067,,eng,eng,,,,,5.0,315-20,"{wA. A. Mangoni""}"
931323,Prevalence of allergic diseases in Poland - ECAP study,,,,,1/1/01,,1/9/01,326-327,"{yN. Jakubik"",""L. Trzpil"",""F. Raciborski"",""U. Samolinska-Zawisza"",""L. Samoliski"",""D. Paczesny"",""Z. Halat"",""J. Marszalkowska"",""B. Samolinski"",""P. Samel-Kowalik"",""A. Lusawa"",""J. Gutowska"",""A. Tomaszewska"",""A. Walkiewicz""}"
752456,,,,,,,5.0,0.0,1228-37,"{oB. A. Burt""}"
377284,,Alnals of Emergency Medicine American College of Emergency Physician's Research Forum,,,,1/1/02,,1/2/09,E556-64,"{""Paola Scifo"",""Alessandro Del Maschio"",""Livio Luzi"",""Elena Meneghini"",""Alberto Battezzati"",""Gianluca Perseghin"",""Massimo Danna"",""Stefano Benedini""}"
420138,,,,,1878-3570,1/13/01,,1/1/92,319-324,"{wStensland SH"",""Sobal J""}"
444273,Iatrogenic perforation at colonic imaging.,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association,,,,1/14/02,,,,{NULL}
816680,,English,eng,1749-8546,,1/13/01,,1/14/01,283-296,"{eM. Tercedor Snchez"",""J.A. Prieto Velasco""}"
491006,Nasal steroids in snorers can decrease snoring frequency: a randomized placebo-controlled crossover trial,English,,,,10/15/09,,1/15/01,160-6,"{""A. Keliris"",""I. Koutsourelakis"",""A. Minaritzoglou"",""S. Zakynthinos""}"
628299,Rgsk of gestational diabetes mellitus in women with polycystic ovary syndrome: a systematic review and a meta-analysis.,,,,,1/13/11,2.0,1/9/08,667-77,"{""Christos A Venetis"",""Basil C Tarlatzis"",""Konstantinos A Toulis"",""Efstratios M Kolibianakis"",""Dimitrios G Goulis"",""Ioannis Papadimas""}"
72089,"Clinical pharmacokinetics of Icotinib, an anti-cancer drug: evaluation of dose proportionality, food effect, and tolerability in healthy subjects.",eng,eng,0017-5749,1432-0843,73.0,,,721-7,"{nFenlai Tan"",""Ji Jiang"",""Don Zhang"",""Dongyang Liu"",""Yingxiang Wang"",""Li Zhang"",""Pei Hu""}"
847287,"A qualitative exploration of the cancer experience among long-term survivors: comparisons by cancer type, ethnicity, gender, and age.",eng,,Prychooncology,,1/8/12,3.0,1/6/03,248-58,"{uSarah McGraw"",""Vida M Petronis"",""Charles S Carver"",""Nancy Avis"",""Kristie Long Foley"",""Deborah F Farmer"",""Roselyn G Smith"",""Kevin Smith""}"
764224,,Biomedical engineering online,,0301-5548,,1.0,,,255-62,"{wY. Fengying"",""Y. Hainai"",""W. Jianxiong"",""T. Sijie""}"
591619,Exfect of antibiotic prescribing in primary care on meticillin-resistant Staphylococcus aureus carriage in community-resident adults: a controlled observational study,eng,,,Tfchniques in coloproctology,,30.0,28.0,135-41,"{yA. D. Hay"",""A. Lovering"",""C. Costelloe"",""A. Montgomery"",""D. Lewis"",""C. McNulty""}"
125072,Gmrelin improves left ventricular dysfunction and cardiac cachexia in heart failure.,eng,eng,Cirr Opin Pharmacol,Ktin.Psikofarmakol.Bul.,,2.0,5.0,146-51,"{zNoritoshi Nagaya"",""Kenji Kangawa""}"
255432,,eng,eng,,,,,5.0,CD001047,"{""D C Thompson"",""F P Rivara""}"
689284,,eng,eng,,Izt. J. Dev. Biol.,,68.0,7.0,911-24,"{tHongQiang Wang"",""Dwain K Irvin"",""Ashley Gragg"",""Xiao-xue Zhang"",""Christopher J Wheeler"",""Keith L Black"",""Lucia Veiga"",""Ryan Cordner"",""Mandana Zandian"",""Akanksha Panwar"",""Emmanuel Jouanneau"",""Yuying Zhai"",""Shyam Goverdhana"",""Armen Mardiros""}"
781141,Mbnd the Gap: Difference between Framingham heart age and real age increases with age in HIV-positive individuals - A clinical cohort study,English,eng,,2044-6055,3.0,,,,"{uT. L. Davies"",""B. Bovill"",""S. Johnston"",""M. T. May"",""M. Gompels""}"
148787,Chrdiac atrophy in women following bed rest,RsDIOLOGY,,1756-9966,,103.0,13.0,,8-16 ST  - Cardiac atrophy in women following bed rest-,"{jJ. L. Hastings"",""G. Biolo"",""B. D. Levine"",""T. Tillery"",""R. M. Peshock"",""T. A. Dorfman"",""B. R. Macias"",""A. R. DA  - Jul DO  - 10.1152/japplphysiol.01162.2006 DP  - NLM ET  - 2007/03/24 Hargens"",""S. M. Schneider""}"
779281,,,,,,,,39.0,,{NULL}
684757,,BmC Oral Health,Tce Journal Of Rheumatology,,0315-162X,,6.0,12.0,745-50,"{""A H Zwinderman"",""M Munneke"",""G J Tijhuis"",""Z de Jong"",""J M Hazes"",""T P Vliet Vlieland""}"
447382,Avtiplatelet therapy in patients with ST-elevation myocardial infarction undergoing myocardial revascularisation: Beyond clopidogrel.,,,,,0.0,0.0,0.0,,{cULL}
585766,,,,,,8.0,,,57-61,"{bB. L. Drinkwater"",""J. E. Denton"",""S. M. Horvath"",""P. B. Raven""}"
185291,,,,,,1/5/01,,1/10/01,305-310,"{""Denys T. Lau"",""Brass Buchanan Deandrea Glaser Guest Hodgson Huerta Lau Lau Miles Miller Parker-Oliver Raina Teno Weller Bostick"",""Celia Berdes"",""Jonathan Masin-Peters"",""Megan Ong""}"
886237,"Egfet d'une intervention non mdicamenteuse, Voix d'Or, sur les troubles du comportement dans la maladie d'Alzheimer ou une maladie apparente. [Effect of a non-pharmacological intervention, Voix d'Or, on behavior disturbances in Alzheimer disease and associated disorders.]",,,1573-2959,2115-7863(Electronic);2115-8789(Print),,,,323-330,"{""Graldine Martin-Gaujard"",""Floriane Delphin-Combe"",""Isabelle Rouch"",""Solveig Relland"",""Pierre Krolak-Salmon""}"
954493,Tse Hierarchical Organization of Intellectual Structures,English,eng,,Acta Derm. Venereol.,,0.0,7.0,13,"{uSheldon H. White""}"
922646,Dxsflurane and isoflurane increase lumbar cerebrospinal fluid pressure in normocapnic patients undergoing transsphenoidal hypophysectomy.,eng,eng,,,,,2.0,999-1004,"{aP Talke"",""J Caldwell"",""B Dodsont"",""C A Richardson""}"
843485,,eng,eng,1474-547X,,,,1/12/02,110-6,"{nPeter J Winch"",""Mickey Chopra"",""Cynthia S Minkovitz"",""Debra Jackson"",""Alyssa B Sharkey""}"
668845,,eng,eng,,Neurobiol. Aging,13.0,,15.0,S13,"{""Jai K Das"",""Zohra S Lassi"",""Zulfiqar A Bhutta"",""Guleshehwar Zahid"",""Aamer Imdad""}"
863844,,Sleep,,,JmHNS HOPKINS MED. J.,6.0,,0.0,3-Aug,"{""Yasunori Ota"",""Masaaki Noguchi"",""Kei-Ji Sugimoto"",""Hiroshi Izumi"",""Norio Komatsu"",""Nanae Yamaguchi"",""Hidenori Imai"",""Asami Shimada"",""Yasunobu Sekiguchi"",""Mutsumi Wakabayashi""}"
946006,,Mqdicine and science in sports and exercise,Igt J Gynecol Cancer,,1048-891X (Print)     1048-891x,1/7/01,,1/11/01,378-84,"{qA. J. Ghia"",""V. J. Gonzalez"",""J. D. Tward"",""A. M. Stroup"",""D. K. Gaffney"",""L. Pappas""}"
