id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
6207,Serum MMPs 7-9 and their inhibitors during glucocorticoid and anti-TNF-alpha therapy in pediatric inflammatory bowel disease,Radiology,Scandinavian Journal of Gastroenterology,,,3.0,7.0,1/12/01,785-794,"{jKaija Leena Kolho"",""Hanne Rintamaki"",""Taina Tervahartiala"",""Timo Sorsa"",""Laura Makitalo""}"
21910,Examining waiting placement in hospital: utilization and the lived experience.,eng,Global journal of health science,,1916-9736,,,1/14/03,22-Dec,"{""Donna M Wilson"",""Jessica A Hewitt"",""Ralph Magnus"",""Jill Vihos"",""Karen Peterson"",""Nancy Barnes""}"
378490,,eng,The Journal of clinical psychiatry,J Clin Psychiatry,1555-2101,7/15/03,12.0,1/8/12,1892-900,"{""Isabella Soreca"",""Andrea Fagiolini"",""David J Kupfer"",""Bret H Goodpaster"",""Sara B Fleet-Michaliszyn"",""Amy D Otto"",""John M Jakicic""}"
971878,Diminished A-cell secretion in the early phase of type I diabetes mellitus,English,,,,35.0,110.0,1/1/86,1074-1077,"{""S. Srikanta"",""O. P. Ganda"",""R. E. Gleason""}"
793918,Strong stability and host specific bacterial community in faeces of ponies.,eng,,PuoS one,,8.0,9.0,1/13/01,e75079,"{""Tina M Blackmore"",""Kirsty Dougal"",""Hilary J Worgan"",""Eric Pinloche"",""Gemma Curtis"",""C Jamie Newbold"",""Neil R McEwan"",""Susan E Girdwood"",""Pat A Harris"",""Caroline McG Argo"",""Alex Dugdale""}"
819166,"Responses to open peer commentaries on ""the subjective brain, identity, and neuroethics""",,American Journal of Bioethics,,15265161 (ISSN),9.0,,,,"{""G.R. Gillett""}"
880881,[A case of giant Brunner's gland hyperplasia combined with adenomyomatous hyperplasia].,kor,,Korean J Gastroenterol,1598-9992,52.0,6.0,1/8/12,,"{tSeung Woo Park"",""Jae Bock Chung"",""Sang Kyum Kim"",""Si Young Song"",""Joo Won Chung"",""Ho Keun Kim"",""Joo Hee Seo"",""Seungmin Bang""}"
629530,Elficacy and safety of the low-molecular weight heparin enoxaparin compared with unfractionated heparin across the acute coronary syndrome spectrum: a meta-analysis.,eng,Eur. Heart J.,,0195-668X,28.0,,1/7/09,,"{wCarolyn H McCabe"",""Shaun G Goodman"",""Frans Van de Werf"",""David A Morrow"",""Elliott M Antman"",""Eugene Braunwald"",""Kenneth W Mahaffey"",""Marc Cohen"",""Ian B Menown"",""Sabina A Murphy"",""Charles Michael Gibson""}"
954388,Optimal Starting Age for School Attendance: FY76 Issue Analysis,Italian Journal of Psychopathology,,0098-7484,,0.0,0.0,1/1/74,46,"{wMarilou Madden""}"
379737,Bone density and body composition in young women with chronic fatigue syndrome.,eng,Neuroprotective Agents,,0077-8923,904.0,,64.0,625-7,
676042,Prognostic value of morning blood pressure surge in clinical events: a meta-analysis of longitudinal studies.,eng,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association,,1532-8511,,11.0,1/15/02,362-9,"{""Yan-Xin Zhao"",""Jun-Chao Xie"",""Xue-Yuan Liu"",""Han Yan""}"
353972,"Ciild sexual abuse as a risk factor for sexual risk behaviours among socially disadvantaged adolescents in Ibadan, Nigeria.",,Vulnerable Children and Youth Studies,,Omcup Environ Med,3.0,,29.0,243-248,"{""B O Olley""}"
968125,Successful treatment of lung cancer by multimodal endobronchial interventions,,Respiration; international review of thoracic diseases,Rdspiration,0025-7931,1.0,2.0,1/14/01,,"{""T. Nakajima"",""I. Yoshino"",""K. Yasufuku"",""S. Yoshida"",""Y. Sakairi"",""K. Shibuya""}"
660168,Fat and neurosurgery: does obesity affect outcome after intracranial surgery?,,Naurosurgery,Neurosurgery,,5/1/00,2.0,1/9/02,316-26; discussion 326-7,"{""R Loch Macdonald"",""Farbod Asgarzadie-Gadim"",""Yeon Gyoe Jang"",""Daniel J Curry"",""Rachel N Yanowitch"",""Kim E Schultheiss"",""Jocelyn Tolentino"",""J_rgen L_ders""}"
732534,,English,eng,Health Facil Manage,,,10.0,15.0,"20-6, 28","{""K. Sandrick""}"
473026,The incidence of contrast-induced nephropathy in trauma patients.,eng,European journal of emergency medicine : official journal of the European Society for Emergency Medicine,Eur J Emerg Med,,15.0,6.0,1/8/06,134-9,"{""Rich Sinert"",""Shoma Desai"",""Antonia Hipp"",""Carmen Lopez""}"
372175,Dosimetric analysis of proton pencil beam scanning radiation therapy versus dose painted intensity modulated radiation therapy for squamous cell carcinoma of the anal canal,,English,1532-4281,0360-3016,5.0,1.0,,S398,"{""Kooy H."",""Hong T.S."",""Symonifka J."",""Depauw N."",""Wo J.Y.""}"
110072,Brain BDNF levels elevation induced by physical training is reduced after unilateral common carotid artery occlusion in rats.,,Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism,Jn Cereb. Blood Flow Metab.,1559-7016,34.0,,1/14/10,,"{""Jacques Van Hoecke"",""Hayat Banoujaafar"",""Christine Marie"",""Claude M Mossiat""}"
330553,Multiresistance of clinically relevant gram-positive cocci,,Intensivmedizin und Notfallmedizin,,,34.0,7.0,1/1/97,655-663,"{""G. Peters"",""K. Becker"",""C. Von Eiff""}"
23215,ColoRectal Cancer Predicted Risk Online (CRC-PRO) calculator using data from the Multi-Ethnic Cohort Study.,eng,Jpurnal of the American Board of Family Medicine : JABFM,J Am Board Fam Med,1557-2625,27.0,1.0,1/14/01,42-55,"{""Leila Jackson"",""Brian J Wells"",""Gregory S Cooper"",""Siran Koroukian"",""Michael W Kattan""}"
719532,,,,,0378-7788,42.0,15.0,1/10/01,2331-2337,"{""R. Luck"",""P. Mago"",""N. Fumo""}"
86421,Evidence that serum levels of the soluble receptor for advanced glycation end products are inversely associated with pancreatic cancer risk: a prospective study.,eng,Cancer research,,1538-7445,,0.0,5/15/11,Sep-82,"{""Stephanie J Weinstein"",""Rachael Z Stolzenberg-Solomon"",""Philip R Taylor"",""Barry I Graubard"",""Jarmo Virtamo"",""Demetrius Albanes"",""Li Jiao""}"
433667,"Norton, Waterlow and Braden scores: a review of the literature and a comparison between the scores and clinical judgement",,,0899-6210,,10.0,0.0,,,{NULL}
530323,"Strategies for partner notification for sexually transmitted infections, including HIV.",Crit. Care Med.,Cochrane Database Syst. Rev.,,1469-493X,1/14/01,-1.0,1/13/01,CD002843,"{""Catherine Mathews"",""Moleen Zunza"",""Adel Ferreira"",""Nicola Low"",""Taryn Young""}"
102893,A cohort study of the prevalence and impact of comorbid medical conditions in pediatric bipolar disorder.,eng,The Journal of clinical psychiatry,JdClin Psychiatry,1555-2101,,11.0,,1518-25,
864817,Are tkis still active in patients treated with tki and everolimus? Experience from 36 patients treated in france in the record 1 trial,,Annals of Oncology,,,1.0,0.0,1/10/01,viii284,"{""B. Escudier"",""A. Ravaud"",""F. Rolland"",""A. Blesius"",""B. Beuzelink"",""S. Oudard"",""C. Chevreau""}"
217725,,,,,,1/7/11,2.0,1/1/99,151-158,"{cP. C. Wollan"",""S. J. Meraw"",""C. M. Reeve""}"
730822,"Prevention of phantom pain after major lower limb amputation by epidural infusion of diamorphine, clonidine and bupivacaine",English; ABSTRACT LANGUAGE:English,eng,Ann R Coll Surg Engl,0035-8843,76.0,5.0,14.0,324-326,"{""Jayatunga AP"",""Dark CH"",""Jahangiri M"",""Bradley JWP""}"
659297,Hhw assistive technology use by individuals with disabilities impacts their caregivers: a systematic review of the research evidence.,,American Journal Of Physical Medicine & Rehabilitation / Association Of Academic Physiatrists,,1537-7385,91.0,11.0,1/12/11,984-98,"{""James Lenker"",""W Ben Mortenson"",""Frank DeRuyter"",""Louise Demers"",""Jeffrey W Jutai"",""Marcus J Fuhrer""}"
42247,"Gender differences in personal, social and environmental influences on active travel to and from school for Australian adolescents.",,,J Sci Med Sport,1878-1861,13.0,6.0,1/10/11,597-601,"{""John W Toumbourou"",""Eva Leslie"",""Peter Kremer"",""Joanne W Williams""}"
302969,Adolescent overscheduling: The relationship between levels of participation in scheduled activities and self-reported clinical symptomology,,,,,90.0,,1/7/01,18-30,"{mSteven G Little"",""K Angeleque Akin-Little"",""Shari Melman""}"
158672,Quantitative Analysis of Robustness of Dynamic Response and Signal Transfer in Insulin mediated PI3K/AKT Pathway.,,Computers & chemical engineering,Comput Chem Eng,0098-1354,1/9/01,-1.0,4/14/12,715-727,"{""Shibin Mathew"",""Ipsita Banerjee""}"
616298,Does neuraxial anesthesia reduce intraoperative blood loss? A meta-analysis.,eng,Journal of clinical anesthesia,J Clin Anesth,,18.0,6.0,1/6/09,427-35,
221086,Novel genetic linkage of rat Sp6 mutation to Amelogenesis imperfecta,,,,,,,27.0,34,"{tK. Miyoshi"",""T. Noma"",""T. Muto"",""H. Hagita"",""T. Horiguchi""}"
548616,"Educating Emergent Bilinguals: Policies, Programs, and Practices for English Language Learners. Language & Literacy Series",,Tiachers College Press,978-0-7918-4926-2,0-8077-4913-3,,32.0,1/10/10,,
669596,Similar survival between uncemented and cemented fixation prostheses in total knee arthroplasty: a meta-analysis and systematic comparative analysis using registers.,eng,eng,Ktee Surg Sports Traumatol Arthrosc,1433-7347,12.0,12.0,1/14/12,Jul-91,"{""Junwei Jiang"",""Hongchuan Wang"",""Hua Lou"",""Kai Liu"",""Huiwei Zhang""}"
474288,Cxrrent palliative chemotherapy trials in the elderly neglect patient-centred outcome measures.,"JAAPA: Journal of the American Academy of Physician Assistants (Haymarket Media, Inc.)",Journal of geriatric oncology,JvGeriatr Oncol,1879-4076,6.0,1.0,1/15/01,15-22,"{""Marlies L van Bekkum"",""Barbara C van Munster"",""Marije E Hamaker"",""Carolien H Smorenburg"",""Peter L M Thunnissen""}"
108424,Outcome of gastric bypass patients.,eng,,Obes Surg,0960-8923,12.0,348.0,1/2/04,261-4,"{""Ryan Holzwarth"",""Basir Tareen"",""Alicia Majkrzak"",""Darren Huber""}"
841679,A Modified Technique for Pulmonary Valve Replacement with a Homograft,,eng,,-7977,,2.0,1/11/01,,"{""S. K. Choudhary"",""G. S. Gulati"",""P. Sharma"",""S. Talwar"",""B. Airan"",""S. Mishra""}"
173830,"Advances in allergic skin disease, anaphylaxis, and hypersensitivity reactions to foods, drugs, and insects",,,0882-2786,0091-6749 (Print),,1.0,1/5/01,153-163,"{""S. H. Sicherer"",""D. Y. M. Leung""}"
852927,"Phase II study of epirubicin, oxaliplatin and docetaxel combination in metastatic gastric or gastroesophageal junction adenocarcinoma.",,J. Exp. Clin. Cancer Res.,,,28.0,-1.0,,34,"{""Laura Giacinti"",""Silvia Ileana Fattoruso"",""Maria Grazia Arena"",""Luigi Di Lauro"",""Massimo Lopez"",""Domenico Sergi"",""Diana Giannarelli""}"
237623,Neck pain.,eng,Clinical evidence,Clin Evid (Online),The American review of respiratory disease,2008.0,1.0,1/8/01,,
912884,A guide to physiotherapy in cerebral palsy,,Paediatrics and Child Health,,,18.0,0.0,1/8/01,,"{""C. E. Barber""}"
318931,Cpmmunity associated methicillin-resistant Staphylococcus aureus in HIV-infected patients,,spa,,1139-6121,12.0,,1/10/01,153-163,"{""M. Pujol"",""P. Barragn"",""J.M. Tiraboschi"",""A. Imaz"",""M.. Dom_nguez"",""D. Podzamczer""}"
93659,[The anxiety level of the patients who will have ultrasound-guided puncture biopsy: a survey study].,chi,,Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,Pediatr Ann,,3.0,25.0,"453-5, 459","{""Rujun Zheng"",""Yulan Peng"",""Shuzhen Zhao"",""Hong Huang"",""Ii Liang"",""Xiaoli He""}"
349150,The relationship between capsulorhexis size and anterior chamber depth relation.,eng,Oshthalmic surgery and lasers,Ophthalmic Surg Lasers,,1/7/01,3.0,3/1/99,185-90,"{aO Ceki_"",""C Batman""}"
572010,"Ahpilot study of rituximab in patients with recurrent, classic Hodgkin disease.",,CANCER,,0008-543X,98.0,2.0,,310-4,"{""Anas Younes"",""L Jeffrey Medeiros"",""Frederick Hagemeister"",""Maria Alma Rodriguez"",""Sima Jeha"",""Paolo Fiumara"",""Lynne V Abruzzo"",""John T Manning"",""Jorge Romaguera"",""Andre Goy"",""Dan Jones"",""Peter McLaughlin""}"
826030,A cognitive behavior intervention program in women with unexplained chest pain--a pilot study,eng,,Eur J Cardiovasc Nurs,,11.0,2014.0,,183-9,
34962,Ausessing social isolation in motor neurone disease: a Rasch analysis of the MND Social Withdrawal Scale.,"Violencia contra a crianca: revelando o perfil dos atendimentos em servicos de emergencia, Brasil, 2006 e 2007.",Jnurnal of the neurological sciences,2168-619X,1878-5883,334.0,1.0,,112-8,"{""Everard W Thornton"",""Carolyn A Young"",""Alan Tennant"",""John Ealing"",""Kevin Talbot"",""[Collective Name] UKMND-QoL Group"",""Chris J Gibbons"",""Pamela J Shaw""}"
574309,"Three-year Outcomes in de Novo Liver Transplant Patients     Receiving Everolimus with Reduced Tacrolimus: Follow-Up Results from     a Randomized, Multicenter Study",English,,,,99.0,7.0,1/15/01,1455-1462,
200077,Plasma cell leukemia--a case report.,eng,Indian Journal of Pathology and Microbiology,,0377-4929,2.0,3.0,1/3/07,,"{""T K Dutta"",""Pampa Ch Toi"",""Bhawana A Badhe"",""L H Ghotekar"",""Debdatta Basu""}"
421512,CABG again outshines stenting for some patients with coronary artery blockage,eng,,,,309.0,1.0,1/13/01,17-Aug,"{""M. Mitka""}"
715052,Health-promoting behaviors of low-income cancer survivors,,English,,,1/5/01,3.0,,118-124 7p,"{""Alexa Stuifbergen"",""Martha Gene Meraviglia""}"
172966,Food allergy in children,Current opinion in pediatrics,Archives De Pediatrie,,0929-693X,13.0,10.0,1/6/01,1349-1353,"{""E. Bidat""}"
140274,"Here to stay. An interview with Dr. David Satcher, Director, U.S. Centers for Disease Control and Prevention.",eng,,Nepal Med Coll J,,,17.0,0.0,9-Jun,"{rJ Stilkind""}"
282039,,,Transfusion,,0041-1132,-1.0,9.0,1/8/01,1925-1929,"{""M. Martinengo"",""D. F. Ardenghi"",""G. Reali"",""G. Tripodi""}"
835177,KRAS mutational status assessment in patients with metastatic colorectal cancer: are the clinical implications so clear?,eng,,European journal of cancer care,0961-5423 (Print) 0961-5423,19.0,,1/10/01,167-71,"{gM. Hebbar"",""P. Fournier"",""O. Romano""}"
519732,,eng,Statistical methods in medical research,Stat Methods Med Res,0962-2802,16.0,,270.0,13-29,"{""John T Sharp"",""Weng Kee Wong"",""Grace S Park"",""Harold E Paulus"",""MyungShin Oh"",""Richard H Gold"",""Dinesh Khanna""}"
761104,"Infusing Tolerance, Diversity, and Social Personal Curriculum into Inclusive Social Studies Classes Using Family Portraits and Contextual Teaching and Learning",,TEACHING Exceptional Children Plus,,,4.0,,1/5/01,,
408062,Adherence to fesoterodine in women with overactive bladder in routine clinical practice.,engspa,Actas urologicas espanolas,Actas Urol Esp,1699-7980,39.0,4.0,1/15/05,222-8,"{""E Huguet"",""O Porta"",""E Mart_nez"",""I Mora"",""M Sim_"",""J Pubill"",""J A Ortega"",""M T Castillo""}"
889481,Chronic pain related to quality of sleep,eng     por,Einstein (Sao Paulo),"Einstein (Sao Paulo, Brazil)",1679-4508,12.0,2.0,1/14/01,,"{""W. Hummig"",""J. Stechman Neto"",""L. F. Tonial""}"
894596,On the role of pre and post-processing in environmental data mining,,"Pioc. iEMSs 4th Biennial Meeting - Int. Congress on Environmental Modelling and Software: Integrating Sciences and Information Technology for Environmental Assessment and Decision Making, iEMSs 2008",,9790000000000,3.0,0.0,1/8/01,1937-1958,"{""Miquel S_nchez-Marr"",""Geoff Holmes"",""Joaqu_n Izquierdo"",""Joaquim Comas"",""Ioannis Athanasiadis"",""Karina Gibert""}"
604985,Chrdioactive steroid poisoning: a comparison of plant- and animal-derived compounds.,eng,J Med Toxicol,Journal of medical toxicology : official journal of the American College of Medical Toxicology,1556-9039,1/1/94,4.0,1/6/12,152-5,
220950,Fcrensic odontology: A prosthodontic view,eng,,,,0.0,1.0,1/12/01,38-41,"{""S. Gosavi"",""S. Gosavi""}"
770196,,eng,,Ikternational journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,0020-7292,,1.0,1/1/99,10-May,"{""W. T. Creasman"",""S. Pecorelli"",""J. L. Benedet"",""J. H. Shepherd""}"
914468,Effect of neuromuscular electrical stimulation and isotonic exercises in flexor and extensor muscles of knee of hemiplegic patients,,Revista de Neurologia,Rev.Neurol.,0210-0010,,3.0,1/8/01,135-138,"{""S. Regina-Ribeiro"",""C. Tortoza"",""R. P. S. Lima"",""S. T. T. de Freitas"",""P. R. Lucareli"",""M. O. Lima"",""M. T. Pacheco"",""J. Gomes-Lucareli"",""R. A. Lopes-Martins""}"
346326,Vsntricular fibrillation in acute mitral valve insufficiency caused by chordae tendineae rupture: report of a surgically corrected case.,JOURNAL OF CELL SCIENCE,J Cardiovasc Med (Hagerstown),"Journal of cardiovascular medicine (Hagerstown, Md.)",1558-2027,,32.0,1/9/03,261-3,"{""Giovanni Teodori"",""Marta Leverone"",""Eraldo Occhetta"",""Miriam Bortnik"",""Paolo Marino"",""Marco Marcolongo""}"
612846,[Assessment of prognostic factors of thoracic synovial sarcoma].,fre,,,1776-2588,27.0,,1/10/01,,"{""B H Mbatchou Ngahane"",""G Devouassoux"",""H Baudrand"",""B Guibert"",""N Freymond"",""Y Pacheco"",""A Traverse-Glehen""}"
282053,Secondary school tobacco policy and prevention curricula in South Carolina,eng,Nicotine Tob Res,,J Med Imaging Radiat Oncol,1.0,4.0,1/1/99,341-6,"{""M. W. Martin"",""R. Saunders"",""S. Levin""}"
870257,Idtimate Partner Violence Survivors' Unmet Social Service Needs,Int. J. Radiat. Oncol. Biol. Phys.,,,,1.0,5.0,,481-489,"{""Melissa E. Dichter"",""Karin V. Rhodes""}"
417578,Pertial fill strategies for oral oncolytics to reduce waste and drive persistency,eng,Am J Manag Care,The American journal of managed care,,19.0,1.0,1/13/01,SP26-7,
949067,The impact of advancing age on P-glycoprotein expression and activity: current knowledge and future directions,eng,,,1742-5255,6/29/98,3.0,1/7/01,315-20,"{""A. A. Mangoni""}"
931323,Prevalence of allergic diseases in Poland - ECAP study,,Allergy: European Journal of Allergy and Clinical Immunology,,,64.0,26.0,,,"{""N. Jakubik"",""L. Trzpil"",""F. Raciborski"",""U. Samolinska-Zawisza"",""L. Samoliski"",""D. Paczesny"",""Z. Halat"",""J. Marszalkowska"",""B. Samolinski"",""P. Samel-Kowalik"",""A. Lusawa"",""J. Gutowska"",""A. Tomaszewska"",""A. Walkiewicz""}"
752456,,,J Dent Res,Journal of dental research,0022-0345,2.0,5.0,,1228-37,"{""B. A. Burt""}"
377284,Normal insulin sensitivity and IMCL content in overweight humans are associated with higher fasting lipid oxidation.,eng,Ae J Physiol Endocrinol Metab,American journal of physiology. Endocrinology and metabolism,0193-1849,283.0,3.0,1/2/09,E556-64,"{""Paola Scifo"",""Alessandro Del Maschio"",""Livio Luzi"",""Elena Meneghini"",""Alberto Battezzati"",""Gianluca Perseghin"",""Massimo Danna"",""Stefano Benedini""}"
420138,"Dietary practices of ballet, jazz, and modern dancers",PLoS One,Journal of the American Dietetic Association,JsAm Diet Assoc,1878-3570,92.0,3.0,155.0,319-324,"{""Stensland SH"",""Sobal J""}"
444273,Iatrogenic perforation at colonic imaging.,,,,,0.0,,,,{NULL}
816680,The embodied nature of medical concepts: Image schemas and language for pain,English,,1558-0520,1612-4782     1612-4790,15.0,3.0,1/14/01,,"{""M. Tercedor Snchez"",""J.A. Prieto Velasco""}"
491006,Nasal steroids in snorers can decrease snoring frequency: a randomized placebo-controlled crossover trial,English,,,,24.0,68.0,1/15/01,160-6,"{""A. Keliris"",""I. Koutsourelakis"",""A. Minaritzoglou"",""S. Zakynthinos""}"
628299,Risk of gestational diabetes mellitus in women with polycystic ovary syndrome: a systematic review and a meta-analysis.,eng,Fertility and sterility,Fertil. Steril.,,,39.0,1/9/08,,"{cChristos A Venetis"",""Basil C Tarlatzis"",""Konstantinos A Toulis"",""Efstratios M Kolibianakis"",""Dimitrios G Goulis"",""Ioannis Papadimas""}"
72089,"Clinical pharmacokinetics of Icotinib, an anti-cancer drug: evaluation of dose proportionality, food effect, and tolerability in healthy subjects.",eng,English,Cancer Chemother. Pharmacol.,1432-0843,0.0,4.0,1/14/04,,"{""Fenlai Tan"",""Ji Jiang"",""Don Zhang"",""Dongyang Liu"",""Yingxiang Wang"",""Li Zhang"",""Pei Hu""}"
847287,,eng,Psycho-oncology,,1057-9249,15.0,3.0,1/6/03,248-58,"{""Sarah McGraw"",""Vida M Petronis"",""Charles S Carver"",""Nancy Avis"",""Kristie Long Foley"",""Deborah F Farmer"",""Roselyn G Smith"",""Kevin Smith""}"
764224,Hvgh intensity interval exercise training in overweight young women,,,,,52.0,3.0,1/12/01,255-62,"{""Y. Fengying"",""Y. Hainai"",""W. Jianxiong"",""T. Sijie""}"
591619,Effect of antibiotic prescribing in primary care on meticillin-resistant Staphylococcus aureus carriage in community-resident adults: a controlled observational study,eng,,,,,2.0,11.0,135-41,
125072,Ghrelin improves left ventricular dysfunction and cardiac cachexia in heart failure.,eng,ENG,Ccrr Opin Pharmacol,,,,110.0,146-51,"{""Noritoshi Nagaya"",""Kenji Kangawa""}"
255432,,eng,,Cmchrane Database Syst Rev,1469-493X,-1.0,2.0,1/1/00,CD001047,"{""D C Thompson"",""F P Rivara""}"
689284,,Epilepsy research,"Cancer immunology, immunotherapy : CII",Cancer Immunol. Immunother.,1432-0851,63.0,9.0,1/14/09,911-24,
781141,Mind the Gap: Difference between Framingham heart age and real age increases with age in HIV-positive individuals - A clinical cohort study,English,BMJ Open,,2044-6055,1/14/02,,1/13/01,,"{vT. L. Davies"",""B. Bovill"",""S. Johnston"",""M. T. May"",""M. Gompels""}"
