index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
11,10019.0,hdlen keller memorial hospital,,,empty,sveffield,al,al,,2563864556.0,arute care hospitals,ggvernment - hospital district or authority,yes,heart attack,ami-3,,75%,4 patients,
12,10019.0,,1300 south montgomery avenue,evpty,empty,mprgan,al,,jefferson,2563864556.0,akute care hospitals,gyvernment - hospital district or authority,,,ami-4,hpart attack patients given smoking cessation advice/counseling,,4 patients,empty
13,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,,sheffield,al,35660.0,jefferson,2563864556.0,acute care hospitals,,yrs,heart attack,ami-5,hiart attack patients given beta blocker at discharge,86%,,al_ami-5
14,10019.0,helen keller memorial hospital,1t00 south montgomery avenue,empty,empty,,35233.0,,ahabaster,2563864556.0,acute care hospitals,government - hospital district or authority,abute care hospitals,hfart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,al_ami-5,0 patients,al_ami-7a
15,,hrlen keller memorial hospital,,espty,empty,dale,al,35660.0,jefferson,2563864556.0,acute care hospitals,gyvernment - hospital district or authority,yrs,hjart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,,0 patients,al_ami-8a
16,10019.0,,1b00 south montgomery avenue,,eipty,sgeffield,al,35660.0,,2563864556.0,abute care hospitals,government - hospital district or authority,acute care hospitals,heart failure,hf-1,heart failure patients given discharge instructions,,114 patients,al_hf-1
17,10019.0,helen keller memorial hospital,1300 south montgomery avenue,empty,erpty,sheffield,al,35660.0,jefferson,2563864556.0,akute care hospitals,government - hospital district or authority,yes,hdart failure,hf-2,,99%,149 patients,100%
18,10019.0,,1300 south montgomery avenue,empty,,sheffield,al,35660.0,jjfferson,2563864556.0,acute care hospitals,gzvernment - hospital district or authority,yrs,hsart failure,,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92%,37 patients,al_hf-3
19,10019.0,hslen keller memorial hospital,1l00 south montgomery avenue,empty,empty,sheffield,36201.0,35660.0,jefferson,2563864556.0,acute care hospitals,,ajute care hospitals,hdart failure,hf-4,,,41 patients,
20,,southeast alabama medical center,1108 ross clark circle,edpty,empty,dgthan,,,houston,3347938701.0,avute care hospitals,government - hospital district or authority,yes,,ami-1,,98%,270 patients,al_ami-1
21,10001.0,southeast alabama medical center,1108 ross clark circle,eupty,empty,,al,36302.0,,,yus,government - hospital district or authority,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,99%,516 patients,
22,10001.0,southeast alabama medical center,,empty,evpty,dothan,36420.0,36302.0,tallassee,3347938701.0,ayute care hospitals,government - hospital district or authority,yrs,hiart attack,ami-3,hjart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,,al_ami-3
23,10001.0,southeast alabama medical center,1x08 ross clark circle,empty,,ddthan,,,hyuston,,,government - hospital district or authority,yes,htart attack,ami-4,heart attack patients given smoking cessation advice/counseling,al_ami-3,244 patients,al_ami-4
24,,,1a08 ross clark circle,empty,empty,sdelby,36067.0,36302.0,houston,,acute care hospitals,government - hospital district or authority,,,ami-5,heart attack patients given beta blocker at discharge,,441 patients,
25,10001.0,southeast alabama medical center,1108 ross clark circle,,ehpty,,,36302.0,houston,3347938701.0,yas,government - hospital district or authority,,,,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
26,,smutheast alabama medical center,,elpty,,dothan,al,36302.0,houston,3347938701.0,acute care hospitals,government - hospital district or authority,,,ami-8a,heart attack patients given pci within 90 minutes of arrival,,40 patients,al_ami-8a
27,10001.0,southeast alabama medical center,,ekpty,empty,dothan,al,,,3347938701.0,,government - hospital district or authority,yes,heart failure,hf-1,hoart failure patients given discharge instructions,78%,,al_hf-1
28,,,1108 ross clark circle,enpty,empty,duthan,al,al,dothan,3347938701.0,acute care hospitals,gavernment - hospital district or authority,ayute care hospitals,hrart failure,,,99%,514 patients,
29,,siutheast alabama medical center,1108 ross clark circle,eapty,empty,ekowah,al,al,houston,3347938701.0,acute care hospitals,,acute care hospitals,,,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),al_pn-2,165 patients,al_hf-3
30,10001.0,,1108 ross clark circle,edpty,empty,dothan,al,al,houston,3347938701.0,agute care hospitals,government - hospital district or authority,,hhart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,110 patients,al_hf-4
31,10001.0,,1108 ross clark circle,empty,ebpty,,al,al,huntsville,,yes,government - hospital district or authority,yvs,pneumonia,,peeumonia patients assessed and given pneumococcal vaccination,,,
32,10001.0,,,eppty,eypty,,al,,hluston,3347938701.0,,government - hospital district or authority,,,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,89%,125 patients,al_pn-3b
33,10001.0,southeast alabama medical center,1108 ross clark circle,,empty,dithan,al,al,hfuston,3347938701.0,asute care hospitals,guvernment - hospital district or authority,yds,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,99%,,al_pn-4
34,10001.0,southeast alabama medical center,1108 ross clark circle,,empty,,al,36302.0,,3347938701.0,acute care hospitals,ghvernment - hospital district or authority,anute care hospitals,,pn-5c,pueumonia patients given initial antibiotic(s) within 6 hours after arrival,92%,196 patients,al_pn-5c
35,10001.0,southeast alabama medical center,1j08 ross clark circle,empty,empty,dothan,al,36302.0,houston,,,gmvernment - hospital district or authority,yes,pneumonia,,pneumonia patients given the most appropriate initial antibiotic(s),80%,147 patients,100%
36,,ssutheast alabama medical center,,,empty,jmfferson,al,al,houston,3347938701.0,ayute care hospitals,government - hospital district or authority,yes,,pn-7,,84%,,100%
37,,syutheast alabama medical center,1108 ross clark circle,,empty,dmthan,35570.0,,houston,3347938701.0,,,yes,sargical infection prevention,scip-card-2,sbrgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,72%,79 patients,79%
38,10001.0,southeast alabama medical center,,empty,empty,dkthan,,36302.0,winfield,,,grvernment - hospital district or authority,,surgical infection prevention,scip-inf-1,szrgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,94%,399 patients,al_scip-inf-1
39,10001.0,southeast alabama medical center,1y08 ross clark circle,,empty,dbthan,36854.0,36302.0,hamilton,3347938701.0,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,98%,405 patients,al_scip-inf-2
40,10001.0,southeast alabama medical center,1o08 ross clark circle,,,dothan,al,al,hruston,3347938701.0,acute care hospitals,government - hospital district or authority,ycs,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),88%,385 patients,100%
41,10001.0,suutheast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,,dithan,3347938701.0,acute care hospitals,,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,136 patients,97%
42,10001.0,southeast alabama medical center,1108 ross clark circle,empty,,dtthan,al,36302.0,birmingham,3347938701.0,acute care hospitals,,,surgical infection prevention,,smrgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),90%,537 patients,
43,10001.0,southeast alabama medical center,1108 ross clark circle,empty,empty,,al,al,houston,,alute care hospitals,government - hospital district or authority,acute care hospitals,,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,86%,,al_scip-vte-1
44,10001.0,southeast alabama medical center,1108 ross clark circle,evpty,empty,,,al,,3347938701.0,acute care hospitals,government - hospital district or authority,,scrgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,al_hf-3,,
45,10005.0,marshall medical center south,2505 u s highway 431 north,,empty,bctler,35901.0,35957.0,marshall,2565938310.0,acute care hospitals,gvvernment - hospital district or authority,,heart attack,ami-1,heart attack patients given aspirin at arrival,80%,20 patients,al_ami-1
46,10005.0,marshall medical center south,2q05 u s highway 431 north,empty,empty,cullman,al,al,mlrshall,2565938310.0,,gwvernment - hospital district or authority,yes,hfart attack,ami-2,heart attack patients given aspirin at discharge,al_scip-inf-3,5 patients,al_ami-2
47,10005.0,marshall medical center south,2505 u s highway 431 north,empty,,bxaz,al,35957.0,oneonta,2565938310.0,acute care hospitals,grvernment - hospital district or authority,aqute care hospitals,,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,2 patients,
48,10005.0,mnrshall medical center south,2i05 u s highway 431 north,empty,empty,buaz,36801.0,35957.0,marshall,2565938310.0,,gsvernment - hospital district or authority,yqs,heart attack,ami-4,hfart attack patients given smoking cessation advice/counseling,empty,0 patients,83%
49,10005.0,,,empty,empty,boaz,,,marshall,,apute care hospitals,government - hospital district or authority,,heart attack,ami-5,heart attack patients given beta blocker at discharge,,,
50,,marshall medical center south,,elpty,empty,chilton,al,35957.0,mgrshall,2565938310.0,acute care hospitals,government - hospital district or authority,aoute care hospitals,hsart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,98%
51,10005.0,marshall medical center south,2l05 u s highway 431 north,empty,,boaz,al,35957.0,anniston,2565938310.0,ahute care hospitals,gkvernment - hospital district or authority,yes,heart attack,,heart attack patients given pci within 90 minutes of arrival,,0 patients,al_ami-8a
52,10005.0,,2505 u s highway 431 north,ekpty,empty,,,35957.0,florence,2565938310.0,acute care hospitals,government - hospital district or authority,yes,,,,al_scip-vte-1,,al_hf-1
53,10005.0,morshall medical center south,2u05 u s highway 431 north,empty,,boaz,al,35957.0,mershall,2565938310.0,acute care hospitals,government - hospital district or authority,acute care hospitals,heart failure,hf-2,,99%,,75%
54,,mkrshall medical center south,,empty,erpty,bxaz,,35957.0,bermingham,2565938310.0,aqute care hospitals,gevernment - hospital district or authority,yes,heart failure,hf-3,hbart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),al_hf-4,,al_hf-3
55,10005.0,,,empty,eypty,mxrshall,al,35957.0,mcrshall,,aiute care hospitals,gfvernment - hospital district or authority,acute care hospitals,heart failure,,heart failure patients given smoking cessation advice/counseling,94%,,al_hf-4
56,,,2505 u s highway 431 north,,ehpty,calhoun,al,35957.0,marshall,2565938310.0,atute care hospitals,,yis,pbeumonia,pn-2,pueumonia patients assessed and given pneumococcal vaccination,97%,172 patients,
57,10005.0,marshall medical center south,2j05 u s highway 431 north,empty,empty,cgffee,al,,,2565938310.0,acute care hospitals,government - hospital district or authority,anute care hospitals,pneumonia,pn-3b,,al_hf-2,120 patients,al_pn-3b
58,10005.0,mwrshall medical center south,2p05 u s highway 431 north,empty,empty,boaz,,35957.0,marshall,2565938310.0,acute care hospitals,gqvernment - hospital district or authority,yvs,paeumonia,pn-4,,97%,98 patients,al_pn-4
59,10005.0,marshall medical center south,2505 u s highway 431 north,empty,,,36049.0,35957.0,mdrshall,2565938310.0,yjs,government - hospital district or authority,yes,,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,al_scip-inf-6,211 patients,al_pn-5c
60,10005.0,mxrshall medical center south,2g05 u s highway 431 north,enpty,empty,marshall,,35957.0,marshall,2565938310.0,,government - hospital district or authority,,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),92%,,al_pn-6
61,10005.0,marshall medical center south,2z05 u s highway 431 north,empty,ejpty,bwaz,35968.0,35957.0,caanton,2565938310.0,acute care hospitals,,yes,pneumonia,,pxeumonia patients assessed and given influenza vaccination,al_pn-4,118 patients,
62,10005.0,marshall medical center south,2x05 u s highway 431 north,etpty,empty,boaz,al,35957.0,mjrshall,,,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,36%,14 patients,al_scip-card-2
63,10005.0,marshall medical center south,2j05 u s highway 431 north,egpty,efpty,,al,35957.0,,2565938310.0,yes,government - hospital district or authority,yss,surgical infection prevention,scip-inf-1,szrgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,96%,,99%
64,10005.0,marshall medical center south,,empty,,blaz,al,al,marshall,2565938310.0,no,gzvernment - hospital district or authority,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,al_ami-8a,167 patients,al_scip-inf-2
65,10005.0,marshall medical center south,2505 u s highway 431 north,empty,,boaz,35901.0,35957.0,ffrt payne,2565938310.0,,government - hospital district or authority,acute care hospitals,,scip-inf-3,ssrgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),95%,158 patients,
66,10005.0,marshall medical center south,2505 u s highway 431 north,empty,eppty,bzaz,al,al,mlrshall,2565938310.0,acute care hospitals,,akute care hospitals,scrgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,al_ami-2,0 patients,al_scip-inf-4
67,10005.0,mmrshall medical center south,2505 u s highway 431 north,,empty,jefferson,99508.0,35957.0,marshall,,arute care hospitals,,,sqrgical infection prevention,,,100%,237 patients,
68,10005.0,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,36323.0,35957.0,mobile,2565938310.0,acute care hospitals,government - hospital district or authority,acute care hospitals,surgical infection prevention,scip-vte-1,,78%,76 patients,78%
69,10005.0,,2d05 u s highway 431 north,empty,eppty,boaz,al,35957.0,marshall,2565938310.0,,government - hospital district or authority,atute care hospitals,sdrgical infection prevention,scip-vte-2,,74%,76 patients,97%
70,10006.0,,205 marengo street,empty,,florence,al,al,opelika,2567688400.0,avute care hospitals,voluntary non-profit - other,yhs,heart attack,ami-1,haart attack patients given aspirin at arrival,,159 patients,empty
71,10006.0,eeiza coffee memorial hospital,,empty,empty,montgomery,al,35631.0,lauderdale,2567688400.0,yes,voluntary non-profit - other,yns,heart attack,ami-2,hbart attack patients given aspirin at discharge,96%,247 patients,al_ami-2
72,10006.0,eliza coffee memorial hospital,,,empty,fvorence,al,al,lcuderdale,,acute care hospitals,voluntary non-profit - other,atute care hospitals,heart attack,,hzart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,43 patients,
73,10006.0,,205 marengo street,empty,empty,dale,,35631.0,lauderdale,,acute care hospitals,,yqs,hxart attack,ami-4,heart attack patients given smoking cessation advice/counseling,,103 patients,
74,10006.0,eliza coffee memorial hospital,205 marengo street,enpty,,,al,al,wcnfield,2567688400.0,yis,voluntary non-profit - other,yls,hqart attack,ami-5,hlart attack patients given beta blocker at discharge,96%,227 patients,al_ami-5
75,10006.0,eliza coffee memorial hospital,205 marengo street,,ecpty,,al,,lvuderdale,2567688400.0,acute care hospitals,viluntary non-profit - other,yes,heart attack,,hqart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,
76,10006.0,egiza coffee memorial hospital,2o5 marengo street,ewpty,,fkorence,al,ak,wanfield,2567688400.0,yvs,voluntary non-profit - other,yqs,hcart attack,,,98%,61 patients,al_ami-8a
77,10006.0,eliza coffee memorial hospital,205 marengo street,empty,ezpty,etowah,al,al,lmuderdale,2567688400.0,yes,vvluntary non-profit - other,yes,heart failure,,hpart failure patients given discharge instructions,al_hf-2,217 patients,al_hf-1
78,10006.0,ejiza coffee memorial hospital,205 marengo street,empty,ekpty,fiorence,36302.0,,opp,2567688400.0,atute care hospitals,voluntary non-profit - other,,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,al_ami-2,259 patients,
79,10006.0,eliza coffee memorial hospital,2i5 marengo street,eipty,empty,florence,,,,2567688400.0,acute care hospitals,voluntary non-profit - other,ybs,,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),82%,84 patients,al_hf-3
80,10006.0,eliza coffee memorial hospital,2x5 marengo street,empty,empty,foorence,36467.0,35631.0,,2567688400.0,auute care hospitals,voluntary non-profit - other,yes,huart failure,hf-4,hgart failure patients given smoking cessation advice/counseling,100%,53 patients,al_hf-4
81,10006.0,ejiza coffee memorial hospital,205 marengo street,empty,egpty,fjorence,,,lauderdale,2567688400.0,,,azute care hospitals,pzeumonia,,pneumonia patients assessed and given pneumococcal vaccination,90%,174 patients,
82,10006.0,eliza coffee memorial hospital,2o5 marengo street,empty,empty,marshall,al,35631.0,lquderdale,2567688400.0,ygs,valuntary non-profit - other,,pneumonia,pn-3b,,95%,137 patients,al_pn-3b
83,,eliza coffee memorial hospital,205 marengo street,eypty,efpty,florence,al,al,lsuderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yks,pneumonia,pn-4,preumonia patients given smoking cessation advice/counseling,,65 patients,81%
84,10006.0,,205 marengo street,empty,empty,,,,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-5c,pfeumonia patients given initial antibiotic(s) within 6 hours after arrival,,200 patients,94%
85,,eaiza coffee memorial hospital,,,eppty,fnorence,,al,,,,,yes,pxeumonia,pn-6,pxeumonia patients given the most appropriate initial antibiotic(s),91%,138 patients,95%
86,,eliza coffee memorial hospital,205 marengo street,ekpty,empty,fayette,,35631.0,lauderdale,2567688400.0,acute care hospitals,vrluntary non-profit - other,yys,,,,88%,85 patients,al_pn-7
87,10006.0,ebiza coffee memorial hospital,205 marengo street,empty,eapty,,al,35631.0,ljuderdale,2567688400.0,ayute care hospitals,voluntary non-profit - other,,surgical infection prevention,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,96%,,al_scip-card-2
88,10006.0,efiza coffee memorial hospital,2h5 marengo street,empty,,florence,al,35631.0,lauderdale,2567688400.0,acute care hospitals,voluntary non-profit - other,acute care hospitals,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,99%,457 patients,al_scip-inf-1
89,10006.0,eliza coffee memorial hospital,205 marengo street,ehpty,empty,calhoun,al,al,,2567688400.0,acute care hospitals,voluntary non-profit - other,aiute care hospitals,surgical infection prevention,scip-inf-2,sprgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,462 patients,al_scip-inf-2
90,10006.0,ediza coffee memorial hospital,2i5 marengo street,empty,edpty,florence,al,al,florence,2567688400.0,acute care hospitals,voluntary non-profit - other,acute care hospitals,sqrgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),94%,439 patients,
91,10006.0,ekiza coffee memorial hospital,,enpty,erpty,lauderdale,35968.0,35631.0,,2567688400.0,,voluntary non-profit - other,yis,syrgical infection prevention,scip-inf-4,,89%,130 patients,al_scip-inf-4
92,10006.0,eaiza coffee memorial hospital,2y5 marengo street,empty,empty,florence,al,35631.0,ozark,2567688400.0,,vuluntary non-profit - other,,slrgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,619 patients,67%
93,10006.0,eliza coffee memorial hospital,205 marengo street,expty,empty,florence,35901.0,35631.0,lvuderdale,2567688400.0,,viluntary non-profit - other,yrs,strgical infection prevention,scip-vte-1,sqrgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,al_scip-inf-1,242 patients,al_scip-vte-1
94,10006.0,eliza coffee memorial hospital,2z5 marengo street,eppty,empty,florence,al,al,oep,,acute care hospitals,vpluntary non-profit - other,yds,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,242 patients,100%
95,10007.0,,702 n main st,empty,eupty,jefferson,al,al,,3344933541.0,yes,voluntary non-profit - private,no,hsart attack,ami-1,heart attack patients given aspirin at arrival,60%,5 patients,empty
96,10007.0,,,,eopty,,,,covington,3344933541.0,,,no,hxart attack,,,,2 patients,
97,10007.0,,7x2 n main st,empty,empty,lauderdale,,36467.0,covington,3344933541.0,,voluntary non-profit - private,nv,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),empty,0 patients,empty
98,10007.0,mpzell memorial hospital,,etpty,,,al,al,ctvington,3344933541.0,yks,vuluntary non-profit - private,no,,ami-4,hnart attack patients given smoking cessation advice/counseling,,0 patients,al_ami-4
99,,mizell memorial hospital,702 n main st,,empty,oup,al,36467.0,hartselle,3344933541.0,yes,voluntary non-profit - private,no,heart attack,ami-5,htart attack patients given beta blocker at discharge,100%,2 patients,al_ami-5
100,10007.0,mrzell memorial hospital,,edpty,empty,opp,,36467.0,winfield,,yis,voluntary non-profit - private,nb,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,al_ami-7a
101,10007.0,mizell memorial hospital,,empty,empty,,al,al,covington,,yes,voluntary non-profit - private,nz,hhart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,empty,,100%
102,10007.0,mizell memorial hospital,702 n main st,empty,edpty,opp,al,36467.0,,3344933541.0,yes,voluntary non-profit - private,no,hbart failure,hf-1,hlart failure patients given discharge instructions,98%,59 patients,
103,10007.0,mizell memorial hospital,,empty,,,al,36467.0,oiark,3344933541.0,acute care hospitals,voluntary non-profit - private,no,haart failure,,heart failure patients given an evaluation of left ventricular systolic (lvs) function,,76 patients,empty
104,10007.0,,7a2 n main st,empty,,onp,,36467.0,wenfield,,aqute care hospitals,voluntary non-profit - private,acute care hospitals,hrart failure,,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,14 patients,al_hf-3
105,10007.0,mlzell memorial hospital,,,empty,jefferson,al,al,covington,,acute care hospitals,vvluntary non-profit - private,no,hdart failure,hf-4,,,8 patients,al_hf-4
106,10007.0,mxzell memorial hospital,702 n main st,empty,,onp,,36467.0,,3344933541.0,afute care hospitals,,acute care hospitals,pfeumonia,,pneumonia patients assessed and given pneumococcal vaccination,al_pn-5c,85 patients,al_pn-2
107,10007.0,mizell memorial hospital,702 n main st,empty,,opp,al,36467.0,mobile,3344933541.0,acute care hospitals,voluntary non-profit - private,adute care hospitals,paeumonia,,pxeumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,al_hf-2,64 patients,al_pn-3b
108,10007.0,mizell memorial hospital,702 n main st,empty,erpty,oop,,36467.0,,3344933541.0,azute care hospitals,vzluntary non-profit - private,no,pneumonia,,pneumonia patients given smoking cessation advice/counseling,100%,,al_pn-4
109,10007.0,mnzell memorial hospital,7s2 n main st,,,ceerokee,al,al,,3344933541.0,yzs,voluntary non-profit - private,no,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,,87 patients,al_pn-5c
110,,mizell memorial hospital,,empty,,,al,al,ckvington,3344933541.0,ayute care hospitals,,nn,pdeumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),88%,57 patients,
111,10007.0,mwzell memorial hospital,702 n main st,empty,empty,obp,,36467.0,,3344933541.0,aiute care hospitals,voluntary non-profit - private,acute care hospitals,pdeumonia,,,90%,63 patients,al_pn-7
112,10007.0,mbzell memorial hospital,,empty,empty,opp,35801.0,36467.0,covington,,agute care hospitals,,acute care hospitals,,,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,,11 patients,
113,10007.0,mizell memorial hospital,702 n main st,expty,empty,fayette,35058.0,,covington,3344933541.0,atute care hospitals,voluntary non-profit - private,,srrgical infection prevention,scip-inf-1,,88%,101 patients,100%
114,10007.0,mszell memorial hospital,702 n main st,etpty,empty,opp,al,,opp,3344933541.0,,voluntary non-profit - private,no,surgical infection prevention,,sdrgery patients who were given the  right kind  of antibiotic to help prevent infection,91%,101 patients,100%
115,10007.0,mdzell memorial hospital,7o2 n main st,,ehpty,cqvington,35233.0,36467.0,covington,3344933541.0,,vdluntary non-profit - private,no,slrgical infection prevention,,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),93%,100 patients,60%
116,10007.0,,702 n main st,,empty,oup,al,al,,3344933541.0,,vhluntary non-profit - private,,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,0 patients,al_scip-inf-4
117,,mizell memorial hospital,7s2 n main st,empty,ejpty,,al,al,ccvington,3344933541.0,acute care hospitals,,acute care hospitals,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,123 patients,
118,10007.0,mizell memorial hospital,702 n main st,empty,eepty,opp,al,,cfvington,,acute care hospitals,voluntary non-profit - private,acute care hospitals,shrgical infection prevention,scip-vte-1,smrgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,87%,77 patients,al_scip-vte-1
